N	2gram	Vygotskiy__4	Narrotol
1	не только	7	32
2	может быть	22	25
3	но и	3	23
4	и не	13	20
5	то есть	13	19
6	и в	33	19
7	в том	21	18
8	в этом	28	17
9	не в	2	14
10	в частности	4	14
11	том что	22	14
12	представляет собой	2	12
13	а не	6	12
14	то что	44	11
15	а в	4	11
16	точки зрения	6	10
17	не может	10	10
18	при этом	2	9
19	в мире	3	9
20	так и	3	9
21	в его	10	9
22	со стороны	2	9
23	в себе	6	8
24	во времени	1	8
25	с другой	2	8
26	не является	2	8
27	еще не	1	7
28	по отношению	1	7
29	как в	3	7
30	все же	5	7
31	времени и	2	7
32	как и	5	7
33	к тому	12	7
34	а также	1	7
35	с одной	3	7
36	одной стороны	3	7
37	такого рода	1	7
38	с его	2	6
39	но не	3	6
40	точка зрения	2	6
41	в той	3	6
42	на протяжении	1	6
43	тем самым	3	6
44	о том	20	6
45	что он	20	6
46	именно в	2	6
47	как это	14	6
48	отношению к	1	6
49	иначе говоря	2	6
50	но в	2	6
51	между двумя	2	5
52	не все	2	5
53	и как	5	5
54	в этой	9	5
55	тому же	3	5
56	далеко не	3	5
57	по себе	9	5
58	в основе	3	5
59	и его	5	5
60	к нему	1	5
61	казалось что	1	5
62	себя в	4	5
63	можно сказать	2	5
64	речь идет	3	4
65	все те	2	4
66	то же	9	4
67	из которых	3	4
68	перед нами	6	4
69	матери и	1	4
70	в нем	7	4
71	но все	2	4
72	и с	2	4
73	было бы	12	4
74	точку зрения	1	4
75	связи с	2	4
76	не столько	1	4
77	те же	2	4
78	о нем	4	4
79	же время	2	4
80	вслед за	3	4
81	только в	4	4
82	хотя бы	2	4
83	у него	6	4
84	в особенности	1	4
85	что не	4	4
86	прежде всего	2	4
87	в рассказе	8	4
88	как бы	25	4
89	да и	3	4
90	отличается от	1	4
91	же в	1	4
92	одной из	1	4
93	героя и	2	4
94	сказать что	13	4
95	другой стороны	2	4
96	это и	5	3
97	в первом	1	3
98	же как	3	3
99	в сущности	6	3
100	и он	3	3
101	в ней	6	3
102	и на	5	3
103	может не	1	3
104	бы то	2	3
105	в ее	2	3
106	если в	1	3
107	что они	6	3
108	как говорит	2	3
109	когда он	7	3
110	что это	13	3
111	уже в	2	3
112	из этих	2	3
113	он не	11	3
114	то ни	1	3
115	не будет	4	3
116	ни в	3	3
117	интриги в	1	3
118	обратимся к	3	3
119	бы быть	1	3
120	в то	3	3
121	тем что	3	3
122	одна из	4	3
123	на него	4	3
124	никогда не	5	3
125	художественной литературы	1	3
126	как мы	4	3
127	с ее	3	3
128	свою очередь	1	3
129	сводится к	2	3
130	о ней	2	3
131	столь же	2	3
132	в конечном	1	3
133	между тем	1	3
134	один из	2	3
135	из них	4	3
136	и даже	1	3
137	даже не	2	3
138	или иначе	1	3
139	в свою	1	3
140	а с	2	3
141	как будто	8	3
142	что в	21	3
143	будто бы	1	3
144	ни было	1	3
145	жизни в	1	3
146	жизни и	4	3
147	например в	3	2
148	таком случае	1	2
149	и потому	2	2
150	самом деле	12	2
151	идет о	3	2
152	к другому	1	2
153	и до	3	2
154	оно может	1	2
155	мы имеем	2	2
156	говорить о	3	2
157	он сам	1	2
158	один голос	1	2
159	иное как	1	2
160	события в	3	2
161	но как	1	2
162	не то	4	2
163	первый взгляд	1	2
164	независимо от	1	2
165	что именно	3	2
166	как к	1	2
167	в своем	7	2
168	что касается	2	2
169	в полном	1	2
170	так или	1	2
171	все эти	6	2
172	бы не	2	2
173	смысла но	1	2
174	та же	3	2
175	с чем	2	2
176	себя и	1	2
177	подобно тому	1	2
178	именно это	1	2
179	но без	1	2
180	для своей	1	2
181	зрения на	1	2
182	все их	1	2
183	его в	3	2
184	от одного	1	2
185	это не	6	2
186	истории и	1	2
187	несмотря на	1	2
188	рассказ в	1	2
189	обозначить как	1	2
190	на первый	1	2
191	и сейчас	3	2
192	рассказа о	1	2
193	с точки	4	2
194	даже в	2	2
195	а иногда	1	2
196	она не	3	2
197	которого он	1	2
198	что иное	1	2
199	не имеет	2	2
200	ничего не	2	2
201	как раз	9	2
202	составляющих ее	1	2
203	что на	1	2
204	когда мы	6	2
205	то они	1	2
206	эпизода к	1	2
207	на другой	1	2
208	в пределах	3	2
209	читателя в	2	2
210	и когда	2	2
211	что у	4	2
212	можно было	4	2
213	другом и	2	2
214	или в	1	2
215	во второй	1	2
216	о своей	1	2
217	том или	1	2
