N	4gram	Potebnia_M_4	Problema
1	не что иное как	2	4
2	есть не что иное	1	4
3	и в этом случае	3	3
4	в том смысле что	1	3
5	дело в том что	1	2
6	заключается в том что	1	2
7	одного и того же	1	1
8	и то и другое	1	1
9	же самое нужно сказать	1	1
10	здесь мы могли бы	1	1
11	этот вопрос мы не	1	1
12	здесь только в том	1	1
13	мы в то же	1	1
14	друг к другу и	1	1
15	само по себе может	1	1
16	тем не менее в	1	1
17	и в таком случае	1	1
18	то есть то что	2	1
19	то же самое нужно	2	1
20	нужно сказать и о	1	1
21	самое нужно сказать и	1	1
22	только о том что	1	1
23	когда мы говорим что	1	1
24	одним и тем же	1	1
