N	2gram	Potebnia_M_1	StatiiOP
1	и в	39	25
2	в этом	15	24
3	в том	26	20
4	что он	1	19
5	может быть	27	19
6	тем что	9	19
7	что в	22	19
8	что это	3	16
9	том что	16	15
10	в этой	3	14
11	не только	21	12
12	в г	2	12
13	в его	5	12
14	то что	10	12
15	в этих	7	11
16	так что	16	11
17	таким образом	13	10
18	прежде всего	4	10
19	и не	18	10
20	у него	1	9
21	но и	20	9
22	и т	6	8
23	все это	1	8
24	о том	2	8
25	в языке	33	8
26	как например	2	8
27	это было	1	8
28	в своих	4	8
29	из его	1	7
30	с этим	7	7
31	это не	7	7
32	было бы	12	7
33	в то	4	7
34	не может	22	7
35	что касается	1	7
36	точки зрения	8	7
37	что такое	1	7
38	и на	1	6
39	как в	10	6
40	из этих	4	6
41	не в	15	6
42	между тем	5	6
43	только в	25	6
44	т п	4	6
45	в области	1	6
46	как бы	6	6
47	а в	5	6
48	как на	3	6
49	то же	6	5
50	ответ на	1	5
51	независимо от	6	5
52	говорит что	1	5
53	но в	9	5
54	по форме	1	5
55	на то	2	5
56	он не	3	5
57	ни в	1	5
58	мы имеем	1	5
59	в котором	1	5
60	потому что	52	5
61	и это	3	5
62	так и	13	5
63	в них	3	5
64	с другой	7	5
65	а не	21	5
66	такого рода	1	5
67	того что	8	5
68	другой стороны	5	5
69	например в	1	4
70	что эти	1	4
71	в которой	2	4
72	в чем	1	4
73	относится к	3	4
74	все же	6	4
75	не было	4	4
76	то в	5	4
77	в целом	2	4
78	на его	1	4
79	в каждом	4	4
80	лишь в	1	4
81	этом смысле	4	4
82	и тем	3	4
83	в жизни	3	4
84	с тем	5	4
85	как и	9	4
86	в эту	1	4
87	а как	2	4
88	у нас	2	4
89	по крайней	2	4
90	с точки	3	4
91	ничего не	1	4
92	к ней	2	4
93	этом отношении	1	4
94	в каком	6	4
95	в ней	7	4
96	и с	3	4
97	если бы	14	4
98	к нему	1	4
99	мы видим	4	4
100	в начале	2	4
101	всяком случае	1	4
102	то время	1	4
103	крайней мере	2	4
104	в речи	1	4
105	связь с	2	4
106	он говорит	1	4
107	в течение	2	4
108	в смысле	4	4
109	и для	5	4
110	но это	5	4
111	сказать что	3	4
112	была бы	2	4
113	в своей	3	4
114	из этого	2	4
115	во всяком	3	4
116	по мнению	3	3
117	с его	1	3
118	в творчестве	1	3
119	что по	3	3
120	все эти	1	3
121	и если	2	3
122	на этом	1	3
123	от нее	6	3
124	что этот	1	3
125	в другом	1	3
126	о которых	2	3
127	показывает что	3	3
128	несмотря на	5	3
129	нет никакого	1	3
130	в их	2	3
131	что я	1	3
132	но он	2	3
133	и более	2	3
134	на эти	1	3
135	тому что	3	3
136	во время	1	3
137	на язык	7	3
138	же время	4	3
139	б в	1	3
140	это слово	1	3
141	связи с	3	3
142	что все	3	3
143	в словах	3	3
144	со стороны	8	3
145	на вопрос	1	3
146	и что	10	3
147	по этому	2	3
148	нельзя сказать	1	3
149	и его	5	3
150	уже не	2	3
151	уже в	1	3
152	не так	3	3
153	для него	4	3
154	так как	21	3
155	к которому	3	3
156	что для	3	3
157	одной стороны	3	3
158	что мы	4	3
159	бы совершенно	1	3
160	его как	1	3
161	в связи	1	3
162	каждая из	1	3
163	с этой	2	3
164	между прочим	2	3
165	тем более	2	3
166	xviii в	2	3
167	находит свое	1	3
168	все они	2	3
169	к этому	1	3
170	в виде	1	3
171	в какой	1	3
172	того времени	1	3
173	ср с	2	3
174	которого в	1	2
175	самом деле	1	2
176	он может	1	2
177	такое же	1	2
178	в чисто	1	2
179	той же	3	2
180	в сущности	2	2
181	того же	3	2
182	в каждой	1	2
183	не имел	1	2
184	которое он	2	2
185	во всех	5	2
186	тем как	3	2
187	то он	2	2
188	но как	3	2
189	нет не	1	2
190	только тогда	5	2
191	если в	1	2
192	к слову	1	2
193	с которыми	1	2
194	что они	1	2
195	что именно	2	2
196	более и	2	2
197	им в	1	2
198	его к	2	2
199	сказать об	1	2
200	в самом	3	2
201	формы в	1	2
202	во многих	2	2
203	языка к	2	2
204	так сказать	2	2
205	он считает	1	2
206	с чувством	1	2
207	т д	4	2
208	не как	1	2
209	и по	6	2
210	но все	2	2
211	и может	2	2
212	то есть	42	2
213	заключается в	3	2
214	известно что	2	2
215	между собою	6	2
216	жизни но	1	2
217	мы не	10	2
218	в развитии	1	2
219	не мог	3	2
220	нас не	1	2
221	в такой	1	2
222	не столько	1	2
223	в которых	1	2
224	взгляд на	2	2
225	тем не	6	2
226	для этого	2	2
227	не была	1	2
228	произведения и	1	2
229	если и	2	2
230	в отношении	1	2
231	не менее	6	2
232	как можно	1	2
233	самого начала	3	2
234	тогда когда	9	2
235	к этим	1	2
236	не имеет	5	2
237	никогда не	4	2
238	и всегда	2	2
239	языка это	1	2
240	на себе	2	2
241	от того	4	2
242	начиная с	1	2
243	могут быть	9	2
244	к тому	4	2
245	для того	3	2
246	на это	1	2
247	должен быть	1	2
248	находясь в	1	2
249	как мы	2	2
250	то она	2	2
251	с ее	2	2
252	в виду	2	2
253	каждый раз	4	2
254	с самого	3	2
255	что у	1	2
256	на нее	1	2
257	или в	2	2
258	времени и	2	2
259	и которые	2	2
260	здесь нет	1	2
261	нас к	1	2
262	внимание на	1	2
263	одного из	2	2
264	с одной	3	2
265	на что	2	2
266	что его	1	2
267	и во	3	2
268	от них	1	2
269	а потому	10	2
270	и только	2	2
271	и других	4	2
272	движения в	1	2
273	еще не	6	2
274	и ее	1	2
275	есть в	2	2
276	то и	7	2
277	что если	3	2
278	поэтому его	1	2
279	во втором	5	2
280	при помощи	2	2
281	одно из	3	2
282	мы находим	1	2
283	вовсе не	5	2
284	должен был	1	2
285	заметить что	2	2
286	г д	2	2
287	до сих	1	2
288	слово в	1	2
289	не потому	2	2
290	себя и	1	2
291	что не	10	2
292	но есть	1	2
293	не на	1	2
294	что из	1	2
295	вместе с	8	2
296	в одной	1	2
297	но не	8	2
298	в последнем	1	2
299	том смысле	4	2
300	быть не	4	2
301	этого слова	1	2
302	на другое	1	2
303	несколько слов	1	2
304	сих пор	1	2
305	на состояние	1	2
306	один из	1	2
307	в результате	1	2
308	его не	1	2
309	в духе	1	2
310	только что	2	2
311	все более	3	2
312	в свою	4	2
313	в общих	1	2
314	быть назван	1	2
315	к сожалению	1	2
316	к этой	3	2
317	вряд ли	1	1
318	за пределы	2	1
319	одним из	2	1
320	языка с	6	1
321	до него	1	1
322	начинается с	1	1
323	сам по	1	1
324	и то	3	1
325	а из	1	1
326	на самом	1	1
327	переход от	1	1
328	по моему	1	1
329	носит на	1	1
330	что когда	1	1
331	тем же	2	1
332	в первом	5	1
333	и остальные	1	1
334	должна быть	3	1
335	собственном смысле	1	1
336	видеть в	2	1
337	объясняется и	1	1
338	уже по	1	1
339	отношения к	1	1
340	есть не	2	1
341	не вдаваясь	1	1
342	многих случаях	1	1
343	вопрос о	4	1
344	из своих	1	1
345	этом не	1	1
346	совпадает с	1	1
347	на себя	1	1
348	него ничего	1	1
349	но уже	2	1
350	ему в	1	1
351	в некотором	2	1
352	похожи на	1	1
353	что можно	3	1
354	личной и	1	1
355	форм в	1	1
356	проявляется в	2	1
357	себя а	2	1
358	всего этого	1	1
359	то мы	2	1
360	других источников	1	1
361	не обнаруживает	1	1
362	мы будем	2	1
363	и другие	1	1
364	от воли	1	1
365	не все	2	1
366	очевидно что	3	1
367	а и	1	1
368	его душе	1	1
369	история и	2	1
370	этой группы	1	1
371	произведением но	1	1
372	которые не	2	1
373	в истории	7	1
374	вследствие чего	1	1
375	только ее	1	1
376	показать что	1	1
377	по которому	1	1
378	что как	3	1
379	в своем	3	1
380	и нет	1	1
381	в одних	2	1
382	применении к	2	1
383	когда он	1	1
384	вопросом о	2	1
385	и как	6	1
386	дала мне	1	1
387	самом начале	1	1
388	более или	1	1
389	это определение	1	1
390	от этого	1	1
391	поэтому и	1	1
392	при таком	4	1
393	для которого	1	1
394	как скоро	1	1
395	значения как	1	1
396	еще на	1	1
397	в употреблении	1	1
398	при создании	1	1
399	бы не	6	1
400	думать что	3	1
401	в известном	1	1
402	не годится	1	1
403	о ее	1	1
404	как он	1	1
405	но на	2	1
406	человек не	1	1
407	что она	1	1
408	по словам	1	1
409	в нем	20	1
410	связанные с	1	1
411	смотреть как	1	1
412	она еще	1	1
413	строится по	1	1
414	том в	1	1
415	от которого	1	1
416	области не	1	1
417	стороны а	1	1
418	одно целое	1	1
419	он должен	2	1
420	произвести в	1	1
421	одной и	3	1
422	что ни	1	1
423	говорит следующее	2	1
424	в нее	1	1
425	как оно	1	1
426	смысле в	4	1
427	второй в	1	1
428	литературного языка	1	1
429	зрения на	1	1
430	вместе со	1	1
431	нельзя считать	1	1
432	которая как	1	1
433	что один	1	1
434	в последующих	1	1
435	еще одно	1	1
436	которым он	1	1
437	который сам	1	1
438	рядом с	1	1
439	на которую	2	1
440	то как	1	1
441	во внимание	3	1
442	мы видели	4	1
443	был один	1	1
444	слова является	1	1
445	чем в	2	1
446	для одного	1	1
447	можно считать	1	1
448	и того	2	1
449	нисколько не	2	1
450	их на	1	1
451	или менее	1	1
452	выходила за	1	1
453	и при	3	1
454	рода форм	1	1
455	не во	1	1
456	они уже	1	1
457	могло бы	3	1
458	одном из	1	1
459	и той	3	1
460	не понимает	1	1
461	друг другу	3	1
462	и эти	1	1
463	не могли	2	1
464	том же	2	1
465	бы быть	4	1
466	с так	3	1
467	по себе	10	1
468	даже в	1	1
469	вдаваясь в	1	1
470	собою почти	1	1
471	что есть	1	1
472	на рубеже	1	1
473	это чувство	1	1
474	о значении	1	1
475	что ему	1	1
476	следует также	1	1
477	может служить	1	1
478	принадлежат к	1	1
479	дело в	2	1
480	того как	6	1
481	к новым	2	1
482	на него	3	1
483	которого он	1	1
484	для кого	1	1
485	в деятельности	2	1
486	чувствует что	1	1
487	того чтобы	2	1
488	смысле что	1	1
489	не могло	3	1
490	вытекает из	2	1
491	его от	1	1
492	возможно и	1	1
493	в разных	2	1
494	в самой	3	1
495	или как	1	1
496	свое воплощение	1	1
497	как она	3	1
498	с этих	1	1
499	на те	1	1
500	ее с	2	1
501	по своей	1	1
502	друг друга	5	1
503	до того	1	1
504	какой форме	1	1
505	от их	1	1
506	свое собственное	1	1
507	уже о	1	1
508	все то	2	1
509	когда мы	2	1
510	можно сравнить	1	1
511	примыкают к	1	1
512	а что	1	1
513	по возможности	1	1
514	его с	2	1
515	слова с	1	1
516	всегда в	1	1
517	для себя	3	1
518	он ищет	1	1
519	что рядом	1	1
520	можно и	1	1
521	и оно	1	1
522	своего развития	1	1
523	и о	2	1
524	потому не	1	1
525	свою очередь	4	1
526	при его	1	1
527	говоря уже	1	1
528	здесь не	1	1
529	в ее	1	1
530	к нам	1	1
531	только при	2	1
532	с каким	1	1
533	совершенно ясно	1	1
534	в собственном	2	1
535	это была	1	1
536	своими средствами	1	1
537	в произведении	1	1
538	так в	1	1
539	приводит к	1	1
540	мнение что	1	1
541	с языком	2	1
542	и необходимости	4	1
543	выражения и	1	1
544	на том	1	1
545	в образе	1	1
546	чтобы дать	1	1
547	можно было	1	1
548	в нескольких	1	1
549	тем которые	1	1
550	те же	1	1
551	которых нельзя	1	1
552	к первому	3	1
553	том как	3	1
554	мы в	2	1
555	является в	1	1
556	весьма мало	1	1
557	о котором	3	1
558	из одного	3	1
559	и вообще	3	1
560	по мере	6	1
561	с ним	3	1
562	стремление к	2	1
563	связанная с	1	1
564	образом в	1	1
565	почему его	1	1
566	все его	1	1
567	этого языка	2	1
568	приближается к	1	1
569	уже были	1	1
570	в применении	2	1
571	и должно	2	1
572	для общих	1	1
573	развития как	1	1
574	язык и	5	1
575	разумеется в	1	1
576	и исторический	1	1
577	влияние на	2	1
578	соответствия между	1	1
579	должно было	1	1
580	другом значении	1	1
581	связь между	2	1
582	отношения которые	1	1
583	а второй	3	1
584	что и	6	1
585	есть с	1	1
586	язык в	8	1
587	сомнения в	1	1
588	о единстве	1	1
589	именно в	1	1
590	каждом отдельном	1	1
591	для самого	1	1
592	сказать несколько	1	1
593	это приводит	1	1
594	но так	1	1
595	его в	1	1
596	не выходила	1	1
597	менее в	1	1
598	внутреннее единство	2	1
599	и две	1	1
600	бы из	1	1
601	как нечто	1	1
602	что отношения	2	1
603	в обществе	1	1
604	между этими	1	1
605	языку о	1	1
606	но то	1	1
607	своей деятельности	1	1
608	вопрос об	3	1
609	воспринять и	1	1
610	собою как	1	1
611	для всех	5	1
612	и желанием	1	1
613	не одну	1	1
614	действие на	1	1
615	с двумя	1	1
616	не имеющие	1	1
617	с нею	4	1
618	не можем	2	1
619	указания на	2	1
620	не из	3	1
621	то чему	1	1
622	языка но	3	1
623	из них	1	1
624	он принадлежит	1	1
625	только одно	1	1
626	от некоторых	1	1
627	и их	3	1
628	слова в	2	1
629	в одном	8	1
630	в современном	1	1
631	были люди	1	1
632	и язык	11	1
633	как его	1	1
634	но что	1	1
635	того или	1	1
636	во всей	1	1
637	но совершенно	2	1
638	в других	2	1
639	даже и	2	1
640	не противоречит	1	1
641	чтобы показать	1	1
642	с общим	1	1
643	не были	2	1
644	то это	5	1
645	стороны он	1	1
646	еще и	1	1
647	к более	1	1
648	не говоря	1	1
649	же объясняется	1	1
650	отдельные лица	1	1
651	что несмотря	1	1
652	именно так	1	1
653	языка не	5	1
654	человек в	1	1
655	он находит	1	1
656	там где	4	1
657	нужно иметь	1	1
658	речи и	10	1
659	пользуется не	1	1
660	в одно	2	1
661	если не	2	1
662	виде в	1	1
663	нет ничего	2	1
664	как эти	2	1
665	что история	1	1
666	то можно	1	1
667	в данном	1	1
668	видит в	1	1
669	что за	1	1
670	и этот	1	1
671	этой последней	1	1
672	смысле этого	1	1
673	тому как	4	1
674	что же	2	1
675	даже с	2	1
676	доходят до	2	1
677	как нельзя	1	1
678	это значит	1	1
679	в состоянии	3	1
680	должно быть	7	1
681	первому из	1	1
682	смысл в	1	1
683	или другого	1	1
684	история была	1	1
685	в формах	1	1
686	о его	2	1
687	отношении его	1	1
688	ни для	1	1
689	но для	1	1
690	говорить что	1	1
691	тем и	1	1
692	об отношении	3	1
693	том виде	1	1
694	для нас	9	1
695	и все	3	1
696	собственно говоря	1	1
697	бы в	4	1
698	хотя бы	2	1
699	на такой	1	1
700	язык это	1	1
701	потом он	1	1
702	которым мы	1	1
703	пришла к	1	1
704	разницу между	1	1
705	давно уже	1	1
706	от первого	1	1
707	какой степени	1	1
708	отношением к	1	1
709	видим у	1	1
710	но можно	1	1
711	которая тоже	1	1
712	которая начинается	1	1
713	ко всему	1	1
714	перейти к	2	1
715	остается неизменным	1	1
716	времен и	2	1
717	жизни и	2	1
718	но эти	2	1
719	языке а	2	1
720	этой точки	1	1
721	только не	2	1
722	я могу	1	1
723	так же	5	1
724	все что	2	1
725	другое в	1	1
726	они не	1	1
