N	2gram	Vygotskiy__4	Komedia
1	и в	20	22
2	и не	8	21
3	том что	35	13
4	таким образом	25	12
5	в том	42	12
6	так как	10	11
7	со стороны	3	11
8	ни в	3	10
9	потому что	12	10
10	в самом	6	9
11	до сих	1	9
12	вместе с	8	9
13	сих пор	1	9
14	в этом	24	8
15	его в	6	8
16	в своем	4	8
17	о том	5	8
18	если бы	5	8
19	в его	11	8
20	что и	9	8
21	что он	6	8
22	едва ли	2	7
23	то же	16	7
24	при этом	12	7
25	не по	2	7
26	в конце	1	7
27	о чем	1	7
28	только что	4	7
29	а в	2	7
30	в свою	2	7
31	того же	9	6
32	самом деле	7	6
33	еще не	2	6
34	так что	3	6
35	тому же	6	6
36	в то	1	6
37	и его	5	6
38	к тому	6	6
39	того чтобы	7	6
40	свою очередь	2	6
41	ясно что	2	6
42	и что	8	6
43	для того	5	6
44	может быть	12	6
45	как раз	1	6
46	к этому	4	6
47	речь идет	5	5
48	но в	3	5
49	не только	15	5
50	а по	1	5
51	он не	1	5
52	в своей	7	5
53	в которых	1	5
54	не менее	3	5
55	связи с	3	5
56	и сам	1	5
57	хотя и	1	5
58	с ним	1	5
59	к нему	2	5
60	что в	19	5
61	по отношению	1	5
62	из них	4	5
63	тем что	7	5
64	прежде всего	2	5
65	как это	9	5
66	все это	1	5
67	в ней	2	4
68	с другой	12	4
69	и речи	2	4
70	отнюдь не	3	4
71	все же	5	4
72	когда он	3	4
73	то что	15	4
74	что к	1	4
75	в себе	10	4
76	что она	1	4
77	но все	1	4
78	совпадают с	1	4
79	и с	4	4
80	должен был	1	4
81	с тем	6	4
82	точки зрения	24	4
83	не в	4	4
84	в отношении	10	4
85	с ребенком	1	4
86	самого начала	1	4
87	на него	1	4
88	у него	2	4
89	и здесь	2	4
90	с самого	1	4
91	друг друга	4	4
92	так и	5	4
93	между собой	5	4
94	и поэтому	3	4
95	с помощью	31	4
96	но и	9	4
97	а не	7	4
98	в связи	3	4
99	не является	5	4
100	и для	4	4
101	бы в	3	4
102	тем более	1	4
103	так же	11	4
104	идет о	3	3
105	который в	1	3
106	говорить о	1	3
107	столь же	3	3
108	с этим	5	3
109	и к	5	3
110	тем же	4	3
111	ситуации в	1	3
112	в которой	3	3
113	представляет собой	3	3
114	в этой	3	3
115	и тот	7	3
116	как он	4	3
117	на то	5	3
118	в нем	2	3
119	при виде	1	3
120	прежде чем	1	3
121	приводит к	3	3
122	то ни	1	3
123	было бы	8	3
124	все равно	1	3
125	далеко не	2	3
126	как и	9	3
127	чем в	3	3
128	но если	1	3
129	том как	1	3
130	с точки	11	3
131	тем не	1	3
132	их в	2	3
133	не имеет	2	3
134	никогда не	5	3
135	ничего не	1	3
136	же самое	7	3
137	с полным	2	3
138	в глаза	1	3
139	одного из	1	3
140	одной из	3	3
141	нисколько не	2	3
142	с одной	9	3
143	в начале	2	3
144	что не	1	3
145	это обстоятельство	1	3
146	всяком случае	3	3
147	мы можем	5	3
148	отношению к	1	3
149	в других	1	3
150	и даже	1	3
151	даже не	1	3
152	на ее	1	3
153	на которые	1	3
154	на этот	3	3
155	один из	3	3
156	если не	2	3
157	в частности	5	3
158	не может	6	3
159	конечно не	1	3
160	по своему	4	3
161	одной стороны	9	3
162	в течение	1	3
163	как бы	7	3
164	с этой	4	3
165	в целом	11	3
166	из себя	1	3
167	бы он	1	3
168	не знает	2	3
169	дело с	1	3
170	в какой	3	3
171	во всяком	4	3
172	человека и	1	2
173	его не	1	2
174	мы не	1	2
175	в сущности	4	2
176	время как	1	2
177	представление о	1	2
178	не совсем	2	2
179	и он	2	2
180	и на	6	2
181	бы то	1	2
182	во всех	1	2
183	он говорит	2	2
184	отличие от	2	2
185	что они	14	2
186	этой группы	1	2
187	и я	1	2
188	как в	5	2
189	стороны и	2	2
190	что касается	1	2
191	целый ряд	5	2
192	в результате	8	2
193	и хотя	1	2
194	бы не	1	2
195	то обстоятельство	3	2
196	раз в	2	2
197	только один	1	2
198	ни было	1	2
199	на его	3	2
200	состоит в	4	2
201	в силу	6	2
202	исходя из	1	2
203	а затем	2	2
204	является конечно	1	2
205	из всех	1	2
206	а как	1	2
207	с другими	1	2
208	это не	5	2
209	который по	2	2
210	в развитии	25	2
211	которую он	2	2
212	в их	12	2
213	в одном	1	2
214	что эта	3	2
215	тому что	4	2
216	что с	4	2
217	вплоть до	1	2
218	что их	1	2
219	в основе	17	2
220	больше чем	1	2
221	и после	1	2
222	бы по	1	2
223	в области	4	2
224	больше того	1	2
225	одним из	2	2
226	и со	1	2
227	ли не	2	2
228	и это	2	2
229	как мы	13	2
230	в виду	3	2
231	вывод что	1	2
232	здесь не	2	2
233	без всякого	1	2
234	то время	1	2
235	роль в	4	2
236	можно было	6	2
237	наряду с	3	2
238	по тому	1	2
239	а также	2	2
240	на вопрос	1	2
241	и во	3	2
242	между тем	9	2
243	этих слов	1	2
244	нуждается в	1	2
245	все время	4	2
246	какой мере	1	2
247	как из	2	2
248	не как	1	2
249	тот же	9	2
250	должен быть	1	2
251	по мнению	2	2
252	и ее	1	2
253	не мешает	1	2
254	в качестве	21	2
255	уже в	6	2
256	если мы	10	2
257	этот раз	1	2
258	мы знаем	1	2
259	до того	1	2
260	этом отношении	7	2
261	от того	3	2
262	к одной	3	2
263	представляют собой	1	2
264	готовность к	1	2
265	обстоятельство что	3	2
266	что мы	7	2
267	под влиянием	2	2
268	из которых	1	2
269	не могут	3	2
270	для обозначения	1	2
271	сравнению с	3	2
272	по существу	3	2
273	этом случае	3	2
274	нет ничего	1	2
275	при всем	1	2
276	конце концов	1	2
277	нет никаких	1	2
278	человека не	1	2
279	между ними	4	2
280	другой стороны	9	2
281	совершенно не	3	2
282	равно как	1	2
283	полным основанием	2	2
284	из этого	1	2
285	в свое	2	2
286	по сравнению	4	2
287	в своих	1	2
288	это в	2	2
289	в таком	2	2
290	и наиболее	1	1
291	формы и	3	1
292	о действительности	1	1
293	в силе	1	1
294	же словом	4	1
295	например в	1	1
296	близкое к	1	1
297	положение только	1	1
298	же по	2	1
299	которые послужили	1	1
300	подробно на	1	1
301	свое место	2	1
302	видеть в	2	1
303	особенно часто	1	1
304	в зависимости	1	1
305	и должен	1	1
306	отношений которые	2	1
307	мы имеем	2	1
308	с более	2	1
309	зрения между	1	1
310	вопрос о	1	1
311	коренится в	1	1
312	этом не	1	1
313	указывая на	2	1
314	я не	1	1
315	ему в	1	1
316	зависимости от	2	1
317	развития с	3	1
318	стороны его	1	1
319	собой в	1	1
320	первый план	4	1
321	все эти	5	1
322	говоря уже	1	1
323	со словами	3	1
324	в чем	3	1
325	тем как	3	1
326	глаза на	1	1
327	но не	3	1
328	находит в	2	1
329	но как	2	1
330	не входит	1	1
331	если в	1	1
332	должны были	1	1
333	себе и	3	1
334	друг от	1	1
335	присущими ему	1	1
336	сущности к	1	1
337	относится к	1	1
338	которые не	2	1
339	мы обязаны	1	1
340	в истории	10	1
341	тем больше	1	1
342	если она	1	1
343	независимо от	1	1
344	общего с	1	1
345	что первое	1	1
346	перед нами	5	1
347	как уже	4	1
348	и как	9	1
349	он охотно	1	1
350	внимание что	1	1
351	оно коренится	1	1
352	в действительности	5	1
353	моментов в	1	1
354	в этот	1	1
355	делается попытка	1	1
356	стороны мы	2	1
357	говорил он	2	1
358	отношения между	1	1
359	чуть ли	1	1
360	в нашем	4	1
361	из этих	2	1
362	процесс образования	12	1
363	отца на	1	1
364	и те	4	1
365	в статье	1	1
366	другой как	1	1
367	стороны нет	1	1
368	чтобы они	1	1
369	в первую	4	1
370	данной главы	1	1
371	не являются	3	1
372	к одному	6	1
373	том чтобы	2	1
374	ее из	1	1
375	на этом	3	1
376	его можно	1	1
377	в каждом	2	1
378	что все	3	1
379	же не	2	1
380	другой раз	1	1
381	той же	6	1
382	обоих случаях	3	1
383	известно что	1	1
