N	4gram	Propp_Isto_3	Problema
1	на самом же деле	1	4
2	не что иное как	3	4
3	в то время как	2	4
4	есть не что иное	1	4
5	заключается в том что	1	2
6	отличаются друг от друга	1	2
7	в том что и	1	1
8	мы до сих пор	1	1
9	так же реально как	1	1
10	не имеют ничего общего	1	1
11	и т д в	1	1
12	как мы видели выше	1	1
13	только в связи с	2	1
14	с этой точки зрения	1	1
15	прежде всего мы должны	1	1
16	не только то что	1	1
17	здесь можно было бы	1	1
18	имеют ничего общего с	1	1
19	если это так то	1	1
20	в тех случаях когда	1	1
