N	2gram	Propp_Isto_3	Formalny
1	и в	22	38
2	в этом	17	27
3	т е	16	26
4	может быть	11	23
5	и его	4	21
6	и пр	11	21
7	таким образом	10	20
8	и не	12	20
9	не в	4	15
10	прежде всего	3	15
11	и т	16	14
12	не может	4	14
13	в нем	9	13
14	связи с	6	13
15	но и	12	13
16	в пределах	4	12
17	с тем	2	11
18	в том	9	11
19	вовсе не	2	11
20	с другими	1	10
21	в его	3	10
22	в связи	3	10
23	не только	14	9
24	при этом	2	9
25	и с	4	9
26	как и	3	9
27	самом деле	1	8
28	отнюдь не	1	8
29	все же	5	8
30	точки зрения	2	8
31	так и	2	8
32	что и	9	8
33	тем что	4	8
34	как мы	8	7
35	в корне	1	7
36	по себе	1	7
37	в своей	1	7
38	с точки	1	7
39	уже не	7	7
40	в других	4	7
41	что в	15	7
42	и ее	3	6
43	в ней	2	6
44	все эти	4	6
45	в этой	5	6
46	то же	6	6
47	было бы	3	6
48	он не	5	6
49	могут быть	5	6
50	все время	2	6
51	только в	4	6
52	то что	7	6
53	не было	2	6
54	вместе с	9	6
55	а не	6	6
56	хотя бы	1	6
57	а в	6	6
58	это и	1	5
59	должна быть	1	5
60	т д	15	5
61	в то	2	5
62	если бы	6	5
63	и должно	1	5
64	и только	1	5
65	говорит в	1	5
66	что он	9	5
67	всяком случае	2	5
68	с этим	8	5
69	что же	1	5
70	и для	2	5
71	еще более	2	5
72	во всяком	2	5
73	здесь и	2	4
74	в сторону	2	4
75	что они	8	4
76	независимо от	2	4
77	как в	2	4
78	и к	3	4
79	не следует	1	4
80	не как	1	4
81	его от	1	4
82	от нее	1	4
83	как они	1	4
84	входит в	1	4
85	мы видели	13	4
86	ничего не	6	4
87	к тому	3	4
88	здесь не	3	4
89	в дальнейшем	4	4
90	но в	10	4
91	в большинстве	1	4
92	что не	2	4
93	за счет	2	4
94	из них	7	4
95	так как	7	4
96	в особенности	2	4
97	и даже	2	4
98	в некоторых	5	4
99	другой стороны	7	4
100	там где	7	4
101	на фоне	1	4
102	как бы	1	4
103	совершенно не	2	4
104	к этому	7	4
105	они не	4	4
106	например в	2	3
107	же как	2	3
108	и до	1	3
109	а как	1	3
110	мы не	1	3
111	то это	2	3
112	и на	4	3
113	бы она	2	3
114	не входит	1	3
115	чем же	1	3
116	хотя и	2	3
117	и как	3	3
118	что это	1	3
119	в целом	3	3
120	из этих	3	3
121	роль в	2	3
122	только на	2	3
123	всех этих	2	3
124	главным образом	1	3
125	его в	3	3
126	в ином	6	3
127	для них	3	3
128	он и	3	3
129	такой же	2	3
130	как таковой	2	3
131	но все	2	3
132	не есть	1	3
133	так в	6	3
134	и здесь	7	3
135	одного из	2	3
136	должно было	2	3
137	пр но	1	3
138	к нему	5	3
139	того что	5	3
140	именно на	1	3
141	то и	6	3
142	большинстве случаев	2	3
143	мы знаем	2	3
144	и их	1	3
145	с другой	7	3
146	и прежде	1	3
147	и др	2	3
148	не то	1	3
149	речи и	1	3
150	том смысле	1	3
151	быть и	3	3
152	все это	1	3
153	на самом	2	3
154	или в	11	3
155	и все	3	3
156	была бы	1	3
157	жизни и	2	3
158	в такой	1	2
159	и то	2	2
160	это становится	1	2
161	его не	3	2
162	исследования в	1	2
163	столь же	1	2
164	но не	7	2
165	но как	1	2
166	отношение к	4	2
167	ни одна	1	2
168	к сожалению	1	2
169	при известных	1	2
170	в одной	3	2
171	для создания	1	2
172	все остальные	1	2
173	перед нами	1	2
174	кроме того	1	2
175	приема в	1	2
176	языка не	1	2
177	со своей	1	2
178	уже в	1	2
179	он в	1	2
180	различных народов	1	2
181	состоит в	3	2
182	и более	2	2
183	в плане	1	2
184	из него	1	2
185	и по	1	2
186	на этом	4	2
187	для нее	2	2
188	должен был	3	2
189	и тем	1	2
190	ни в	2	2
191	от него	2	2
192	нигде не	1	2
193	становится и	1	2
194	том что	8	2
195	в этих	11	2
196	во второй	1	2
197	представление о	3	2
198	должны были	3	2
199	их в	3	2
200	не могли	1	2
201	для этого	1	2
202	даже в	2	2
203	она не	4	2
204	самого начала	1	2
205	не имеет	2	2
206	ее с	1	2
207	для всего	1	2
208	находится в	4	2
209	никогда не	3	2
210	правда в	1	2
211	как она	1	2
212	один шаг	1	2
213	есть только	2	2
214	что на	4	2
215	если же	1	2
216	поставить вопрос	2	2
217	эти явления	1	2
218	и это	2	2
219	тем и	1	2
220	и о	2	2
221	на нем	1	2
222	в ее	1	2
223	и от	3	2
224	и этим	1	2
225	с самого	1	2
226	сам он	1	2
227	с ним	1	2
228	является в	1	2
229	между тем	2	2
230	это не	6	2
231	и мотива	1	2
232	если это	3	2
233	один из	5	2
234	с ними	3	2
235	этот вопрос	2	2
236	известных условиях	1	2
237	по этому	1	2
238	не будет	1	2
239	потому что	3	2
240	в качестве	2	2
241	материал как	1	2
242	с нею	1	2
243	еще одну	2	2
244	или даже	1	2
245	при помощи	3	2
246	характерно что	1	2
247	в котором	2	2
248	сами по	1	2
249	не просто	1	2
250	со стороны	3	2
251	даже не	2	2
252	а именно	4	2
253	в каких	1	2
254	превращается в	3	2
255	ничем не	1	2
256	можно будет	1	2
257	как это	4	2
258	в тех	2	2
259	из этого	1	2
260	но это	3	2
261	в чем	3	2
262	с сыном	1	2
263	сказать что	3	2
264	от всех	1	2
265	равно как	3	2
266	в работах	1	2
267	ее в	3	2
268	и другие	4	2
269	в таком	1	2
270	таком случае	1	1
271	и через	1	1
272	связана с	3	1
273	он весьма	1	1
274	но тем	2	1
275	все те	1	1
276	этого он	1	1
277	когда это	1	1
278	он стоит	2	1
279	и этот	1	1
280	той же	2	1
281	их и	3	1
282	есть не	1	1
283	и была	1	1
284	мы имеем	19	1
285	мотива с	1	1
286	этого нет	1	1
287	на место	1	1
288	и новые	2	1
289	на эти	1	1
290	начинается с	1	1
291	но она	2	1
292	что иное	3	1
293	не вполне	6	1
294	из того	2	1
295	и заставляет	1	1
296	как не	1	1
297	в народных	1	1
298	или сам	2	1
299	столько же	1	1
300	которые он	1	1
301	как один	1	1
302	иное как	3	1
303	в различных	1	1
304	каковы же	1	1
305	но конечно	2	1
306	особенно если	1	1
307	они имеют	1	1
308	мы будем	1	1
309	не говорят	1	1
310	вступают в	2	1
311	иногда и	1	1
312	изменения и	1	1
313	не пытается	1	1
314	если она	1	1
315	общего с	1	1
316	в своем	2	1
317	изучение этого	1	1
318	как фактор	1	1
319	становится особенно	1	1
320	к новому	1	1
321	целом но	1	1
322	и есть	2	1
323	который будет	1	1
324	следующим образом	3	1
325	в этот	2	1
326	этот случай	8	1
327	так или	1	1
328	бы не	1	1
329	которые в	1	1
330	другим способом	1	1
331	и тот	1	1
332	но он	4	1
333	имеем в	4	1
334	совершается не	1	1
335	видели а	1	1
336	на то	1	1
337	если он	2	1
338	доказывать что	1	1
339	не могла	2	1
340	больше всего	1	1
341	тем не	5	1
342	они в	2	1
343	нее и	2	1
344	том чтобы	1	1
345	не доказывают	1	1
346	всего то	1	1
347	уходит из	1	1
348	каким образом	1	1
349	могла бы	1	1
350	же не	2	1
351	в определенном	1	1
352	в другом	2	1
353	определенном направлении	1	1
354	связанных с	2	1
355	в виде	2	1
356	два способа	1	1
357	предмета а	1	1
358	подчеркивают что	1	1
359	брать не	1	1
360	здесь это	1	1
361	в них	6	1
362	и путем	1	1
363	же мы	1	1
364	эти вопросы	1	1
365	ни одной	1	1
366	случае мы	1	1
367	все равно	3	1
368	как условный	1	1
369	этот странный	1	1
370	и вне	1	1
371	в данном	4	1
372	оно имеет	1	1
373	чем в	1	1
374	ведет к	1	1
375	здесь все	1	1
376	и некоторые	2	1
377	в эту	1	1
378	можно только	3	1
379	но если	1	1
380	искать и	1	1
381	на своем	1	1
382	смысле то	1	1
383	знаем что	2	1
384	все они	1	1
385	вопрос о	2	1
386	нельзя было	1	1
387	не будем	3	1
388	в другие	1	1
389	друг другу	2	1
390	оно касается	1	1
391	бы быть	1	1
392	ему как	2	1
393	случае в	2	1
394	а от	1	1
395	не менее	5	1
396	не раз	2	1
397	но они	2	1
398	одну особенность	1	1
399	эти формы	1	1
400	который был	2	1
401	будет установить	1	1
402	явлений связанных	2	1
403	могут дать	1	1
404	о них	1	1
405	эти случаи	3	1
406	это еще	2	1
407	например не	1	1
408	вопрос не	1	1
409	показывает нам	2	1
410	в реальную	1	1
411	явление в	1	1
412	в русском	2	1
413	к ней	4	1
414	во всем	1	1
415	далеко не	3	1
416	только с	1	1
417	так то	1	1
418	как будто	2	1
419	только одна	1	1
420	одним из	4	1
421	у нас	4	1
422	разнообразны и	1	1
423	у различных	1	1
424	других случаях	1	1
425	во все	2	1
426	и другой	1	1
427	как только	2	1
428	отличается от	1	1
429	в сказках	9	1
430	здесь они	2	1
431	очень существенной	1	1
432	они и	3	1
433	него как	1	1
434	ничего общего	1	1
435	и входит	1	1
436	особенно ясным	1	1
437	предположение что	1	1
438	свою очередь	1	1
439	данном случае	3	1
440	уже потому	1	1
441	так на	2	1
442	уже с	3	1
443	только то	1	1
444	и сам	1	1
445	сам становится	1	1
446	этот период	1	1
447	с собой	2	1
448	чтобы дать	1	1
449	можно было	1	1
450	ясно что	1	1
451	каждого из	1	1
452	этим в	1	1
453	она была	1	1
454	на них	1	1
455	ней и	1	1
456	не создает	1	1
457	можно сказать	2	1
458	смысле и	1	1
459	для превращения	1	1
460	образом в	2	1
461	при том	1	1
462	говорят что	2	1
463	в порядке	1	1
464	вот почему	2	1
465	это то	1	1
466	где оно	1	1
467	она уже	1	1
468	разрушения и	1	1
469	о том	3	1
470	и поэтому	1	1
471	и та	1	1
472	что каждый	1	1
473	до сих	5	1
474	с одной	2	1
475	здесь каждый	1	1
476	это даже	1	1
477	что его	1	1
478	по их	1	1
479	связанной с	1	1
480	образом мы	2	1
481	это может	1	1
482	подходит к	1	1
483	материал не	1	1
484	именно такое	1	1
485	это лишь	1	1
486	что бы	1	1
487	происходит в	2	1
488	как из	1	1
489	такая же	1	1
490	оказалось что	1	1
491	и дело	1	1
492	тот же	1	1
493	этого можно	1	1
494	мы увидим	3	1
495	и действительно	2	1
496	и так	2	1
497	характерное явление	1	1
498	жить и	1	1
499	от них	3	1
500	где они	2	1
501	так что	5	1
502	и хочет	1	1
503	конечно не	1	1
504	не можем	1	1
505	литература но	1	1
506	героя с	2	1
507	этому вопросу	1	1
508	или просто	1	1
509	из моментов	1	1
510	в проблему	2	1
511	не сам	1	1
512	встретимся с	1	1
513	себе в	2	1
514	никто не	2	1
