N	4gram	Vygotskiy__7	Hudozhes
1	только в том что	1	2
2	о том что в	1	2
3	состоит в том что	3	2
4	то же самое что	2	2
5	в том что она	2	2
6	известном смысле можно сказать	2	1
7	в этом и заключается	1	1
8	раз и состоит в	1	1
9	мы стремились показать что	1	1
10	так же как и	1	1
11	в этом отношении она	1	1
12	только о том что	1	1
13	представляет собой один из	1	1
14	как раз и состоит	1	1
15	в том что в	1	1
16	и то и другое	1	1
17	в том числе и	1	1
18	смысле можно сказать что	2	1
19	в то время как	2	1
20	дело здесь не в	1	1
21	точно так же как	2	1
22	заключается в том что	4	1
23	приводит к тому что	2	1
24	не обращая внимания на	1	1
25	в этом и состоит	1	1
