N	2gram	Propp_Isto_7	formyVre
1	и в	24	50
2	в этом	12	25
3	в нем	6	24
4	и его	3	16
5	в литературе	2	16
6	прежде всего	2	15
7	как мы	3	14
8	и не	4	14
9	в его	1	13
10	вовсе не	4	13
11	по существу	4	12
12	так и	5	12
13	то же	8	11
14	мы уже	4	11
15	таким образом	7	11
16	может быть	14	11
17	и как	1	10
18	но в	5	10
19	с его	3	9
20	все эти	2	9
21	не только	21	9
22	в то	2	9
23	ничего не	5	9
24	в том	7	9
25	в конце	3	9
26	в других	4	9
27	в особенности	2	9
28	и др	2	9
29	и т	17	8
30	того же	2	8
31	и на	2	8
32	в самом	2	8
33	ни в	2	8
34	т п	1	8
35	но и	11	8
36	и их	1	8
37	как и	6	8
38	жизни и	1	8
39	для себя	1	7
40	и во	1	7
41	в условиях	1	7
42	героя и	5	7
43	например в	3	6
44	между двумя	1	6
45	во всех	7	6
46	как в	12	6
47	с этим	2	6
48	все же	9	6
49	это не	10	6
50	в их	4	6
51	так как	8	6
52	в ее	2	6
53	в дальнейшем	3	6
54	связи с	3	6
55	в жизни	1	6
56	у него	10	6
57	то что	7	6
58	в частности	1	6
59	не может	14	6
60	так же	6	6
61	и все	6	6
62	отношению к	1	5
63	время как	2	5
64	еще не	8	5
65	но не	6	5
66	и у	2	5
67	не в	9	5
68	он не	6	5
69	всех этих	6	5
70	в основе	2	5
71	точки зрения	4	5
72	в разных	1	5
73	но все	4	5
74	в образе	3	5
75	если бы	1	5
76	для того	1	5
77	в связи	2	5
78	в основном	2	5
79	что в	13	5
80	и другие	9	5
81	и то	1	4
82	и это	2	4
83	этого мира	1	4
84	мы и	1	4
85	в ней	1	4
86	в своем	1	4
87	конечно не	2	4
88	то время	2	4
89	и с	1	4
90	в них	3	4
91	том что	10	4
92	в котором	2	4
93	не имеет	4	4
94	потому что	9	4
95	к себе	3	4
96	здесь не	2	4
97	только в	6	4
98	характерно что	2	4
99	все это	8	4
100	между собой	1	4
101	кроме того	3	4
102	отношения к	1	3
103	не имеют	2	3
104	а как	1	3
105	есть не	1	3
106	мы не	4	3
107	по отношению	1	3
108	себе и	3	3
109	хотя и	3	3
110	со своей	2	3
111	его но	1	3
112	при этом	4	3
113	вообще не	2	3
114	его в	3	3
115	входит в	1	3
116	характер не	1	3
117	в новое	1	3
118	здесь нет	3	3
119	и уже	1	3
120	и вне	1	3
121	в этих	13	3
122	но эта	2	3
123	но они	3	3
124	друг друга	2	3
125	в золотом	2	3
126	не могут	2	3
127	к тому	1	3
128	формы и	1	3
129	все его	2	3
130	что и	8	3
131	во всей	1	3
132	в форме	2	3
133	один из	7	3
134	мы видим	10	3
135	одной из	4	3
136	во времени	1	3
137	и ее	2	3
138	с одной	5	3
139	в качестве	3	3
140	только на	2	3
141	здесь это	1	3
142	же в	1	3
143	в начале	1	3
144	до сих	2	3
145	связаны с	2	3
146	именно в	1	3
147	мы еще	1	3
148	что не	2	3
149	с тем	1	3
150	а не	8	3
151	человек в	1	3
152	вместе с	7	3
153	и потому	1	3
154	сих пор	3	3
155	или в	8	3
156	еще более	1	3
157	а в	10	3
158	не знает	1	3
159	сказать что	2	3
160	они не	2	3
161	к этому	2	3
162	в таком	1	3
163	же как	4	2
164	здесь и	2	2
165	к другому	1	2
166	вопрос о	3	2
167	эта форма	3	2
168	но она	1	2
169	на себя	2	2
170	же что	2	2
171	в различных	3	2
172	в чем	5	2
173	необходимо отметить	1	2
174	но конечно	2	2
175	как если	1	2
176	на другой	1	2
177	совсем не	1	2
178	а только	1	2
179	друг на	1	2
180	не входит	1	2
181	происходит в	3	2
182	определяется не	1	2
183	стороны и	2	2
184	встречи с	1	2
185	и нет	2	2
186	и к	1	2
187	имеет в	1	2
188	историческая действительность	1	2
189	от этого	1	2
190	в этот	1	2
191	третий в	1	2
192	в целом	1	2
193	как бы	4	2
194	как он	6	2
195	характер в	1	2
196	поэтому оно	1	2
197	уже не	2	2
198	его от	1	2
199	и по	3	2
200	но дело	1	2
201	об этом	6	2
202	к другу	1	2
203	ясно что	1	2
204	было бы	2	2
205	рядом с	1	2
206	попадает в	2	2
207	на друга	1	2
208	здесь все	1	2
209	автора и	1	2
210	и всей	1	2
211	в своей	1	2
212	с точки	1	2
213	оказывается что	2	2
214	в которых	1	2
215	что имеет	1	2
216	но он	2	2
217	друг другу	1	2
218	по себе	1	2
219	тогда когда	3	2
220	дело в	1	2
221	никогда не	4	2
222	того и	1	2
223	в самой	1	2
224	но очень	1	2
225	к ней	2	2
226	во всем	2	2
227	мы встречаем	1	2
228	здесь совершенно	1	2
229	оно не	1	2
230	специфический характер	1	2
231	но по	2	2
232	здесь также	1	2
233	если они	1	2
234	те же	1	2
235	во многом	1	2
236	можно только	1	2
237	ту же	1	2
238	с ним	5	2
239	а также	1	2
240	на основе	1	2
241	связь между	1	2
242	там где	5	2
243	того что	6	2
244	всякого рода	1	2
245	и кончая	1	2
246	до наших	1	2
247	уже в	3	2
248	ни с	2	2
249	других так	1	2
250	никто не	1	2
251	не для	1	2
252	отношение к	5	2
253	к ним	2	2
254	не о	1	2
255	жизни на	1	2
256	тем что	6	2
257	сколько угодно	1	2
258	и даже	3	2
259	с другой	9	2
260	и тех	1	2
261	далеко не	1	2
262	в некоторых	1	2
263	одной стороны	5	2
264	и стал	3	2
265	что мы	3	2
266	здесь только	1	2
267	она проявляется	1	2
268	вступает в	3	2
269	но оно	2	2
270	его на	2	2
271	к своему	1	2
272	влияния на	1	2
273	в данном	4	2
274	к настоящему	1	2
275	как испытание	1	2
276	но для	2	2
277	здесь в	1	2
278	одна из	7	2
279	в мировой	1	2
280	и может	1	2
281	сохраняется и	2	2
282	как она	1	2
283	человек и	1	2
284	для нас	6	2
285	мы должны	4	2
286	хотя бы	1	2
287	ее в	3	2
288	или не	1	2
289	в которой	2	2
290	и эта	2	2
291	можно назвать	1	2
292	и наиболее	1	1
293	были принесены	1	1
294	женщины и	2	1
295	одним из	1	1
296	ряд как	1	1
297	начинается с	4	1
298	связана с	1	1
299	всех видах	1	1
300	в преисподнюю	2	1
301	играют в	1	1
302	он может	4	1
303	народных сказках	1	1
304	и есть	1	1
305	из самых	2	1
306	в зависимости	1	1
307	в доме	1	1
308	и за	1	1
309	по его	2	1
310	или ее	1	1
311	для своего	1	1
312	мы имеем	12	1
313	этого нет	1	1
314	теперь мы	1	1
315	его под	1	1
316	совершенно так	1	1
317	иногда прямо	1	1
318	такое положение	2	1
319	который был	1	1
320	с испытанием	1	1
321	на войне	2	1
322	не вполне	3	1
323	то новое	1	1
324	я не	1	1
325	как я	1	1
326	не совсем	2	1
327	для наших	1	1
328	видели как	1	1
329	зависимости от	1	1
330	в народных	1	1
331	и он	3	1
332	мотива но	1	1
333	в брак	4	1
334	он был	1	1
335	не знала	1	1
336	самом деле	1	1
337	данном случае	3	1
338	что этого	1	1
339	то он	1	1
340	они имеют	1	1
341	этого мотива	5	1
342	свою жизнь	1	1
343	девушки как	1	1
344	его во	1	1
345	совершенно ясно	4	1
346	в греческих	1	1
347	имеющиеся в	1	1
348	существование в	1	1
349	значение имеет	1	1
350	в свои	1	1
351	и поэтому	1	1
352	независимо от	1	1
353	или косвенно	1	1
354	перед нами	2	1
355	тех случаях	4	1
356	нами в	2	1
357	может получить	1	1
358	и наконец	3	1
359	и сам	1	1
360	самом начале	1	1
361	к сыну	3	1
362	увидим что	2	1
363	он на	2	1
364	и свою	1	1
365	искусство и	1	1
366	животных и	1	1
367	не приходится	1	1
368	та же	2	1
369	что это	6	1
370	ни один	1	1
371	к месту	2	1
372	или во	1	1
373	из этих	3	1
374	которые в	1	1
375	где все	1	1
376	приобретает характер	1	1
377	тоже не	3	1
378	в этой	1	1
379	и тот	2	1
380	видим и	3	1
381	имеем в	5	1
382	на то	3	1
383	не могла	1	1
384	силу и	1	1
385	же идет	2	1
386	связанные с	2	1
387	на третий	1	1
388	именно этим	1	1
389	нужный момент	1	1
390	здесь для	1	1
391	служит знаком	1	1
392	здесь мы	5	1
393	же ночь	1	1
394	могла бы	1	1
395	как они	1	1
396	имеют в	1	1
397	в совершенно	1	1
398	но ему	1	1
399	в предыдущем	1	1
400	них не	1	1
401	очень важны	1	1
402	на протяжении	1	1
403	вместе со	2	1
404	отца к	3	1
405	в египте	1	1
406	уже знаем	3	1
407	и соответствующие	1	1
408	и основные	1	1
409	в ином	12	1
410	по всему	1	1
411	от отца	4	1
412	о которых	1	1
413	она и	1	1
414	которой он	3	1
415	уже у	1	1
416	должно быть	1	1
417	в один	2	1
418	в эту	1	1
419	во время	6	1
420	этом случае	1	1
421	и при	1	1
422	нас не	2	1
423	наших дней	1	1
424	на дом	1	1
425	страны в	1	1
426	объявляют что	1	1
427	не столько	3	1
428	в первый	1	1
429	он дает	3	1
430	миф о	1	1
431	своего рода	4	1
432	на берег	1	1
433	не путем	1	1
434	должны были	3	1
435	свое существование	1	1
436	и другого	1	1
437	образом и	1	1
438	вдруг на	1	1
439	надо сказать	1	1
440	известно нам	1	1
441	и более	1	1
442	есть еще	2	1
443	не должно	1	1
444	что этот	2	1
445	для нее	2	1
446	все государство	2	1
447	не простая	1	1
448	же мы	1	1
449	из которых	1	1
450	случае в	1	1
451	тесную связь	1	1
452	на три	1	1
453	вплоть до	2	1
454	в таких	2	1
455	она не	2	1
456	но связь	1	1
457	дело не	5	1
458	они же	3	1
459	как его	1	1
460	магический характер	1	1
461	находится в	1	1
462	на землю	1	1
463	что их	1	1
464	возлюбленных в	1	1
465	того в	1	1
466	и обычаев	1	1
467	и после	2	1
468	ним но	1	1
469	и вступает	2	1
470	зато эти	1	1
471	и такие	2	1
472	как только	2	1
473	отличается от	2	1
474	еще яснее	2	1
475	должны быть	3	1
476	всего в	1	1
477	другом месте	1	1
478	его с	1	1
479	для его	1	1
480	они и	1	1
481	в каждом	1	1
482	поставить вопрос	1	1
483	и стали	1	1
484	приходит к	3	1
485	вне этого	1	1
486	и этим	3	1
487	так в	4	1
488	на том	2	1
489	в другом	1	1
490	с собой	7	1
491	не говорится	3	1
492	небу и	1	1
493	из всего	2	1
494	и которые	1	1
495	живет в	1	1
496	собой в	1	1
497	его она	1	1
498	элемент в	1	1
499	но здесь	2	1
500	и здесь	12	1
501	в состав	1	1
502	о том	9	1
503	находятся в	1	1
504	и силы	1	1
505	мы понимаем	1	1
506	все в	2	1
507	новое что	1	1
508	внезапной и	1	1
509	на ее	1	1
510	от них	1	1
511	в ряд	2	1
512	сюда же	2	1
513	и только	1	1
514	в ту	1	1
515	у всех	1	1
516	и смысл	1	1
517	старости и	1	1
518	в него	1	1
519	герой в	2	1
520	и дело	2	1
521	тот же	2	1
522	что он	21	1
523	мы увидим	6	1
524	должен быть	1	1
525	очень много	2	1
526	к отцу	2	1
527	нам по	2	1
528	юноша возвращается	1	1
529	их не	2	1
530	вопрос об	1	1
