N	2gram	Losev_Vlad_1	Problema
1	и не	17	28
2	то есть	3	27
3	не только	24	24
4	только в	9	23
5	в виде	3	22
6	вовсе не	5	21
7	и в	31	20
8	в том	11	20
9	ни в	2	17
10	не просто	1	16
11	все эти	3	16
12	то что	18	15
13	потому что	11	15
14	точки зрения	2	14
15	у нас	6	14
16	было бы	2	14
17	но и	19	14
18	также и	10	13
19	не в	5	13
20	даже и	9	13
21	в нашем	4	12
22	в себе	4	12
23	том что	14	12
24	не есть	1	12
25	прежде всего	1	11
26	подобного рода	1	11
27	едва ли	3	10
28	отнюдь не	3	10
29	тем не	2	10
30	и его	7	10
31	не менее	2	10
32	так и	6	10
33	в качестве	6	10
34	есть нечто	1	9
35	в этом	14	9
36	может быть	6	9
37	и даже	15	9
38	все это	5	9
39	но в	12	8
40	содержит в	1	8
41	таким образом	3	8
42	если бы	1	8
43	что он	12	8
44	в результате	2	8
45	и все	4	8
46	во всяком	2	8
47	то же	6	7
48	мы не	1	7
49	в ней	1	7
50	еще не	2	7
51	и с	14	7
52	ясно что	2	7
53	это не	1	7
54	здесь не	3	7
55	хотя бы	2	7
56	и тем	1	7
57	с другой	3	7
58	именно в	1	7
59	сказать что	7	7
60	а не	1	7
61	и потому	6	7
62	такого рода	4	7
63	есть не	1	6
64	мы имеем	1	6
65	при этом	2	6
66	об этом	7	6
67	как и	4	6
68	в данном	1	6
69	но если	1	6
70	и без	1	6
71	в каком	2	6
72	же самое	1	6
73	и вообще	4	6
74	а также	5	6
75	что здесь	1	6
76	так что	10	6
77	по своему	3	6
78	но это	3	6
79	и от	5	6
80	для нас	4	6
81	другой стороны	3	6
82	в таком	1	6
83	на самом	1	5
84	но не	3	5
85	как в	3	5
86	хотя и	4	5
87	и если	5	5
88	в нем	4	5
89	да и	4	5
90	в них	2	5
91	в этих	1	5
92	и очень	3	5
93	и вполне	1	5
94	и о	2	5
95	о том	11	5
96	можно сказать	6	5
97	и можно	2	5
98	жизни и	5	5
99	уже не	3	5
100	так как	8	5
101	случае не	1	5
102	то и	2	5
103	человеческой жизни	1	5
104	не может	6	5
105	вместе с	3	5
106	так же	1	5
107	не существует	1	5
108	или в	1	5
109	и ни	2	5
110	и т	2	4
111	это и	2	4
112	но даже	2	4
113	что его	4	4
114	кроме того	7	4
115	и есть	1	4
116	уже в	7	4
117	в этой	4	4
118	что она	2	4
119	с тем	2	4
120	несмотря на	4	4
121	в своей	4	4
122	всяком случае	2	4
123	в одном	1	4
124	в отношении	3	4
125	тем самым	2	4
126	только не	1	4
127	в разных	1	4
128	нет ни	1	4
129	указывает на	2	4
130	жизнь и	3	4
