N	3gram	Vygotskiy__6	PoTuStor
1	с точки зрения	10	6
2	на самом деле	1	4
3	с самого начала	7	4
4	в этом смысле	2	3
5	до сих пор	3	3
6	по сравнению с	14	3
7	не может быть	2	3
8	можно сказать что	6	3
9	мы можем теперь	1	2
10	на этой ступени	1	2
11	по аналогии с	1	2
12	так же как	6	2
13	в самом деле	1	2
14	не могут быть	2	2
15	но отнюдь не	1	2
16	и в этом	1	2
17	свое отношение к	1	1
18	и того же	4	1
19	то что я	1	1
20	отношений между ними	1	1
21	зависит от того	1	1
22	вообще не может	1	1
23	во всех областях	1	1
24	новых и новых	1	1
25	подобно тому как	1	1
26	одного и того	4	1
27	первый план выдвигается	1	1
28	то же самое	6	1
29	же как и	1	1
30	на первый план	1	1
31	есть в сущности	1	1
32	не может иметь	1	1
33	в этом отношении	3	1
34	совершенно так же	1	1
35	можно было бы	5	1
36	но мы знаем	1	1
37	именно то что	1	1
38	с этой точки	1	1
39	вместе с тем	2	1
40	в каком отношении	1	1
41	том что мы	2	1
42	в данном случае	1	1
43	точки зрения обоих	1	1
44	с одной стороны	1	1
45	этом отношении и	1	1
46	в связи с	2	1
47	имеем дело с	1	1
48	не имеет места	1	1
49	на один шаг	1	1
50	но вместе с	1	1
51	в этом и	1	1
52	в известных пределах	1	1
53	в том что	19	1
54	этой точки зрения	1	1
55	мы говорили что	1	1
56	мы не можем	1	1
57	из того же	1	1
58	его отношение к	2	1
59	связи с этим	1	1
60	на следующих ступенях	1	1
61	что иное как	1	1
62	мы знаем что	3	1
63	и ту же	1	1
64	в том смысле	2	1
65	на первой стадии	1	1
66	не что иное	1	1
67	друг с другом	5	1
68	для того чтобы	8	1
69	следующих ступенях развития	1	1
70	и входит в	1	1
71	как мы знаем	1	1
72	той или иной	1	1
