N	2gram	Tiupa_Disk_2	Myshleni
1	мышления и	1	40
2	речи и	1	28
3	точки зрения	4	26
4	таким образом	1	26
5	в том	8	24
6	и в	16	23
7	том что	10	21
8	в целом	2	20
9	с точки	2	18
10	в этом	16	17
11	то что	5	17
12	не только	10	16
13	того что	1	15
14	как и	16	14
15	речи в	2	14
16	может быть	16	14
17	но и	11	14
18	в его	3	14
19	что в	5	14
20	не может	9	12
21	представляет собой	11	11
22	сказать что	1	11
23	как бы	4	11
24	с другой	5	10
25	прежде всего	7	10
26	внутренней речи	3	9
27	и с	2	9
28	между тем	2	9
29	в качестве	16	9
30	одной стороны	4	9
31	другой стороны	2	9
32	вместе с	2	9
33	и не	15	9
34	не является	4	9
35	то же	6	8
36	в ходе	2	8
37	самого начала	1	8
38	в процессе	1	8
39	в основе	4	8
40	с самого	1	8
41	и на	5	8
42	с одной	4	8
43	мы не	1	7
44	вопрос о	1	7
45	по отношению	4	7
46	как уже	2	7
47	в самом	1	7
48	в этой	4	7
49	в другом	3	7
50	в то	5	7
51	и ее	3	7
52	что он	2	7
53	отношению к	4	7
54	же как	2	6
55	в сущности	1	6
56	все это	2	6
57	столь же	3	6
58	в себе	19	6
59	в силу	1	6
60	лишь в	1	6
61	уже сказано	1	6
62	с этой	1	6
63	и его	3	6
64	другом месте	1	6
65	о том	4	6
66	только в	3	6
67	тем что	1	6
68	именно в	2	6
69	потому что	4	6
70	из того	1	5
71	в собственном	1	5
72	перед нами	3	5
73	и как	3	5
74	но в	11	5
75	он не	3	5
76	и более	1	5
77	тем самым	6	5
78	для этого	1	5
79	мысли в	1	5
80	по своей	6	5
81	целом и	1	5
82	что может	1	5
83	и т.д	1	5
84	и что	1	5
85	можно сказать	3	5
86	так и	9	5
87	слова и	1	5
88	и все	3	5
89	из этого	1	5
90	в какой	1	5
91	в своих	6	5
92	в котором	3	4
93	в чем	1	4
94	с его	6	4
95	но не	7	4
96	как в	8	4
97	все эти	3	4
98	к выводу	1	4
99	при этом	17	4
100	их в	2	4
101	ни в	7	4
102	со всей	1	4
103	в своей	6	4
104	не столько	3	4
105	не в	3	4
106	этом отношении	4	4
107	к тому	1	4
108	должен быть	1	4
109	для себя	2	4
110	приводит к	3	4
111	для всех	1	4
112	в одном	4	4
113	а с	5	4
114	в результате	2	4
115	к этому	4	4
116	как на	3	4
117	в такой	1	3
118	и то	4	3
