N	2gram	Propp_Russ_2	Vvedenie
1	и т	5	42
2	т д	5	36
3	т е	24	35
4	и в	29	32
5	в том	22	31
6	в этом	11	30
7	том что	22	26
8	может быть	13	26
9	не только	10	22
10	для того	6	21
11	того чтобы	6	20
12	таким образом	6	19
13	то что	5	16
14	потому что	5	15
15	так как	13	15
16	не может	5	14
17	в самом	1	13
18	в нем	1	13
19	о том	9	13
20	в их	2	12
21	представляет собой	2	12
22	в его	1	12
23	того что	3	12
24	только в	1	12
25	xix в	3	12
26	и не	1	12
27	как на	1	12
28	как мы	3	11
29	в ее	3	11
30	в данном	6	11
31	что в	22	10
32	то же	4	9
33	и как	2	9
34	но в	5	9
35	между тем	3	9
36	это не	5	8
37	не в	4	8
38	тем не	2	8
39	не менее	2	8
40	с другой	2	8
41	именно в	4	8
42	вопрос о	4	7
43	но не	5	7
44	все же	2	7
45	к выводу	1	7
46	было бы	3	7
47	в применении	1	7
48	можно было	2	7
49	выводу что	1	7
50	прежде всего	2	7
51	смысле этого	1	7
52	только как	2	7
53	и это	1	6
54	из этих	2	6
55	как он	1	6
56	том чтобы	2	6
57	его в	8	6
58	с тем	6	6
59	как и	11	6
60	в то	2	6
61	в качестве	3	6
62	тем что	3	6
63	один из	2	6
64	этот вопрос	2	6
65	и его	1	6
66	в руки	2	6
67	и даже	1	6
68	но и	8	6
69	а именно	3	6
70	применении к	1	6
71	все это	10	6
72	одним из	2	5
73	а как	1	5
74	иное как	2	5
75	или вообще	4	5
76	так например	1	5
77	об этом	2	5
78	данном случае	7	5
79	в них	4	5
80	но если	3	5
81	в которых	4	5
82	сказать что	1	5
83	могут быть	2	5
84	как например	3	5
85	так что	4	5
86	уже в	1	5
87	представляют собой	7	5
88	а не	4	5
89	по своему	1	5
90	в течение	2	5
91	как бы	18	5
92	в г	2	5
93	другой стороны	1	5
94	есть и	1	5
95	в какой	1	5
96	вместе с	6	5
97	и то	2	4
98	как это	4	4
99	в и	3	4
100	мы имеем	6	4
101	что иное	2	4
102	не просто	1	4
103	независимо от	1	4
104	как уже	2	4
105	от этого	1	4
106	уже не	4	4
107	должен был	3	4
108	в своей	2	4
109	в котором	3	4
110	как о	1	4
111	не имеет	3	4
112	только с	1	4
113	здесь нет	1	4
114	это только	1	4
115	и что	5	4
116	еще не	6	4
117	что он	1	4
118	и ее	2	4
119	с одной	2	4
120	в виде	4	4
121	одно из	2	4
122	всяком случае	1	4
123	как раз	1	4
124	этом отношении	1	4
125	в особенности	1	4
126	одной стороны	2	4
127	и обратно	1	4
128	е в	10	4
129	о чем	4	4
130	с этой	2	4
131	этом случае	6	4
132	и для	2	4
133	только что	1	4
134	а в	9	4
135	не что	2	4
136	во всяком	1	4
137	и есть	1	3
138	так чтобы	2	3
139	говорить о	1	3
140	то это	1	3
141	в виду	2	3
142	и на	6	3
143	в различных	1	3
144	своего рода	1	3
145	совсем не	2	3
146	ответ на	1	3
147	стороны и	1	3
148	хотя и	1	3
149	сливается с	1	3
150	что это	3	3
151	все эти	3	3
152	в этой	3	3
153	что она	3	3
154	как оно	2	3
155	при этом	6	3
156	если бы	1	3
157	вообще не	1	3
158	на этом	3	3
159	на нее	6	3
160	на этой	1	3
161	мы видели	7	3
162	чем в	2	3
163	здесь все	1	3
164	в этих	3	3
165	однако в	1	3
166	тогда когда	4	3
167	дело в	1	3
168	дело не	2	3
169	связи с	2	3
170	как будто	1	3
171	и выводы	1	3
172	но все	1	3
173	должен быть	2	3
174	в ней	1	3
175	в в	1	3
176	и вообще	1	3
177	можно сказать	1	3
178	а также	4	3
179	что с	2	3
180	к нему	4	3
181	раньше чем	1	3
182	при помощи	1	3
