N	3gram	Tiupa_Narr_1	Formalny
1	не может быть	4	10
2	в связи с	2	10
3	с точки зрения	1	7
4	в этом отношении	3	7
5	в самом деле	2	5
6	то же время	4	5
7	в то же	4	5
8	во всяком случае	2	5
9	и т д	1	5
10	как мы видели	1	4
11	на самом деле	1	3
12	и не может	1	3
13	и в то	1	3
14	в зависимости от	2	3
15	сам по себе	1	3
16	но и в	2	3
17	может быть и	1	3
18	в значительной степени	1	3
19	с другой стороны	1	3
20	до известной степени	1	3
21	связи с этим	1	3
22	для того чтобы	3	3
23	не было и	2	2
24	как это было	1	2
25	сами по себе	2	2
26	в отличие от	2	2
27	в том случае	1	2
28	не входит в	1	2
29	говорить не приходится	1	2
30	по себе а	1	2
31	но в этом	1	2
32	но все же	1	2
33	к тому что	1	2
34	в том что	5	2
35	что иное как	1	1
36	более или менее	1	1
37	в этом последнем	1	1
38	в отрыве от	1	1
39	он не может	1	1
40	с установкой на	2	1
41	с одной стороны	1	1
42	что он уже	1	1
43	до сих пор	2	1
44	языка как системы	1	1
45	как мы увидим	1	1
46	вследствие того что	1	1
47	из того что	1	1
48	так в первой	1	1
49	что каждый из	1	1
50	по крайней мере	1	1
51	именно в этом	1	1
52	том случае если	1	1
53	мы не можем	1	1
54	она входит в	1	1
55	в особенности в	1	1
56	в данном случае	8	1
57	и тот же	1	1
58	в той же	1	1
59	как один из	1	1
60	но при этом	1	1
61	в большей или	1	1
62	и еще более	1	1
63	тем же самым	1	1
64	бы то ни	1	1
65	будет зависеть от	1	1
66	но и с	1	1
67	лишь в том	1	1
68	роль в произведении	1	1
69	один и тот	1	1
70	чем он был	1	1
71	он уже не	1	1
72	только то что	1	1
73	взаимодействия и борьбы	1	1
74	чем иным как	2	1
75	той или другой	1	1
76	большей или меньшей	1	1
77	и тем самым	4	1
78	в свою очередь	2	1
79	времени и пространстве	6	1
80	отдельного слова в	1	1
81	тем не менее	3	1
82	а не в	1	1
83	как и в	1	1
