N	3gram	Propp_Isto_7	Formalny
1	с точки зрения	1	13
2	и т д	16	8
3	более или менее	1	6
4	до сих пор	2	6
5	не может быть	3	5
6	по отношению к	1	4
7	с одной стороны	4	4
8	так и в	2	4
9	и т п	1	4
10	бы то ни	1	3
11	в своей работе	1	2
12	в нем и	1	2
13	и не в	1	2
14	в зависимости от	1	2
15	как мы увидим	1	2
16	и в каждом	1	2
17	как если бы	1	2
18	в большинстве случаев	1	2
19	в том чтобы	2	2
20	в связи с	1	2
21	в связи со	1	2
22	мы не можем	2	2
23	сама по себе	1	2
24	как мы видели	1	2
25	уже знаем что	2	1
26	еще одна область	1	1
27	и здесь нет	1	1
28	состоит в том	1	1
29	между прочим и	2	1
30	и может быть	1	1
31	что в данном	1	1
32	же как и	1	1
33	связь может быть	1	1
34	в том что	4	1
35	но и в	2	1
36	нами в предыдущей	1	1
37	и все в	1	1
38	увидим дальше что	1	1
39	с этой точки	3	1
40	вместе с тем	1	1
41	но есть еще	1	1
42	в предыдущей главе	1	1
43	мы видим что	3	1
44	мы увидим дальше	1	1
45	т е в	2	1
46	в данном случае	3	1
47	то ни было	1	1
48	то же происходит	1	1
49	тем более не	1	1
50	с другой стороны	8	1
51	не может и	1	1
52	так же как	4	1
53	этой точки зрения	3	1
54	тут-то и вступает	1	1
55	есть еще одна	2	1
56	в литературе нет	1	1
57	эта связь может	1	1
58	не один а	1	1
59	в самом начале	1	1
60	все это в	1	1
61	это значит что	1	1
62	но все эти	1	1
63	но все же	2	1
64	с этой стороны	3	1
65	и вступает в	1	1
66	все в этом	1	1
67	не только на	1	1
68	мы и здесь	1	1
69	к тому что	1	1
70	тем не менее	4	1
71	то же что	2	1
72	мы уже знаем	3	1
73	все это не	1	1
74	на то чтобы	2	1
75	что и в	2	1
76	мы увидим что	2	1
77	не в этом	1	1
