N	2gram	Tiupa_Lite_1	TeoriaLi
1	в мире	2	24
2	не только	24	18
3	в качестве	17	17
4	тогда как	13	16
5	и не	12	16
6	я в	5	16
7	а в	3	14
8	состоит в	11	13
9	и в	8	13
10	в частности	15	13
11	то есть	6	12
12	эстетического отношения	1	12
13	так и	4	12
14	может быть	13	12
15	в этом	12	11
16	представляет собой	4	11
17	при этом	19	11
18	в том	16	11
19	но не	4	10
20	и его	4	10
21	в тексте	8	10
22	а не	16	10
23	эстетическое отношение	1	10
24	то же	5	9
25	в его	7	9
26	по отношению	3	8
27	такого рода	10	8
28	своего рода	11	8
29	сводится к	3	8
30	произведение искусства	8	8
31	в миропорядке	1	8
32	в душе	3	8
33	но и	17	8
34	отношению к	2	8
35	что в	3	8
36	отличие от	5	7
37	в себе	7	7
38	том что	14	7
39	точки зрения	6	7
40	в отличие	5	7
41	в то	5	7
42	по своей	3	7
43	во второй	1	7
44	только в	8	7
45	себя в	6	7
46	как это	8	7
47	в данном	5	7
48	еще не	4	6
49	с его	5	6
50	но в	3	6
51	в первой	1	6
52	лишь в	4	6
53	в русской	10	6
54	же время	5	6
55	присутствия я	1	6
56	как бы	7	6
57	мы имеем	1	5
58	жизни как	1	5
59	данном случае	4	5
60	в рамках	6	5
61	в своем	11	5
62	в самом	3	5
63	роли в	1	5
64	он не	1	5
65	в принципе	3	5
66	как и	6	5
67	я есть	2	5
68	не в	8	5
69	однако в	2	5
70	тем самым	5	5
71	коммуникативного события	7	5
72	в нем	2	5
73	в ее	1	5
74	в пределах	3	5
75	или иной	2	5
76	а также	5	5
77	между тем	2	5
78	не сводится	3	5
79	уже не	7	5
80	не случайно	2	5
81	с другой	3	5
82	как в	5	5
83	в искусстве	2	5
84	между ними	1	5
85	героя и	1	5
86	по преимуществу	4	4
87	говорить о	1	4
88	как правило	2	4
89	конечном счете	4	4
90	отношение к	1	4
91	субъекта и	3	4
92	художественного языка	1	4
93	всего лишь	4	4
94	то что	10	4
95	эмоциональная рефлексия	1	4
96	художественного впечатления	2	4
97	литературного произведения	4	4
98	в слове	2	4
99	в ходе	1	4
100	в своей	4	4
101	в их	3	4
102	не столько	5	4
103	художественного мира	1	4
104	не менее	7	4
105	эстетический объект	3	4
106	личности в	1	4
107	в стихотворении	4	4
108	приводит к	3	4
109	читателя в	2	4
110	можно сказать	1	4
111	в конечном	5	4
112	и т.п	4	4
113	внутреннего я	2	4
114	как эстетической	2	4
115	текста как	2	4
116	художественности в	1	4
117	в свою	1	4
118	на смену	6	4
119	не знает	1	4
120	сказать что	1	4
121	не может	5	4
122	и то	2	3
123	между двумя	1	3
124	на две	1	3
125	например в	3	3
126	художественного произведения	1	3
127	своем составе	2	3
128	а только	2	3
129	в сторону	1	3
130	и т.д	1	3
131	в акте	1	3
132	в художественном	4	3
133	перед нами	1	3
134	в противоположность	1	3
135	со своей	1	3
136	все эти	2	3
137	в нашем	1	3
138	в этой	4	3
139	и вот	1	3
140	и по	1	3
141	самим собой	2	3
142	в лирике	3	3
143	его в	3	3
144	художественного письма	9	3
145	по мысли	2	3
146	мог бы	1	3
147	и сам	6	3
148	в этих	1	3
149	художественного творчества	3	3
150	тем не	2	3
151	в отношении	1	3
152	никогда не	4	3
153	как раз	4	3
154	потому что	3	3
155	лирический герой	4	3
156	эстетического объекта	6	3
157	говоря словами	3	3
158	рамках которого	1	3
159	свою очередь	1	3
160	другой стороны	1	3
161	в произведении	1	3
162	так в	1	3
163	в другом	2	3
164	и что	1	3
165	творческого акта	1	3
166	того что	6	3
167	а с	1	3
168	в итоге	1	3
169	для него	2	3
170	слова в	1	3
171	с ее	1	3
172	на почве	2	3
173	в финале	1	3
174	причастности к	1	3
175	именно в	1	3
176	читателя зрителя	4	3
177	и др	3	3
178	в воображении	1	3
179	нового времени	2	3
180	прежде всего	11	3
181	в соответствии	1	3
182	художественного целого	2	3
183	зрителя слушателя	3	3
184	мира в	3	3
185	объекта и	2	3
186	таким образом	3	3
187	или в	1	3
188	в основе	3	3
189	отношении к	1	3
190	я и	7	2
191	была бы	1	2
192	того же	2	2
193	тех или	1	2
194	перед лицом	1	2
195	я как	1	2
196	факторов художественного	2	2
197	такой деятельности	1	2
198	этого текста	3	2
199	на себя	2	2
200	я не	7	2
201	в целом	8	2
202	во мне	2	2
203	жизни однако	1	2
204	в чем	1	2
205	могло быть	2	2
206	но как	1	2
207	у него	3	2
208	и весьма	2	2
209	за пределы	2	2
210	что они	1	2
211	его я	2	2
212	ценностный центр	1	2
213	как к	1	2
214	и как	1	2
215	в которой	1	2
216	так или	8	2
217	право на	1	2
218	к одному	1	2
219	в году	13	2
220	или иных	1	2
221	русской поэзии	5	2
222	это не	4	2
223	и тем	4	2
224	художественности состоит	2	2
225	соответствии с	1	2
226	вовсе не	1	2
227	и того	2	2
228	иначе говоря	1	2
229	и некоторые	1	2
230	одного и	1	2
231	м.м бахтин	1	2
232	в войне	1	2
233	лирическое я	1	2
234	нас самих	2	2
235	с точки	2	2
236	эстетической реальности	1	2
237	от себя	2	2
238	войне и	2	2
239	я героя	1	2
240	в культуре	3	2
241	даже в	2	2
242	автора и	1	2
243	текст и	1	2
244	литературы как	1	2
245	человеческого я	3	2
246	дело не	2	2
247	текста но	1	2
248	не могло	2	2
249	мышления и	2	2
250	казалось бы	5	2
251	и соответственно	1	2
252	имеем дело	1	2
253	с читателем	2	2
254	как будто	2	2
255	личности к	1	2
256	эстетического адресата	2	2
257	имеет место	1	2
258	и о	1	2
259	подобных случаях	1	2
260	исторически наиболее	1	2
261	стопного ямба	1	2
262	самим собою	2	2
263	в себя	2	2
264	роль в	2	2
265	что может	1	2
266	мы в	2	2
267	если бы	1	2
268	коммуникативное событие	4	2
269	в виду	3	2
270	и здесь	1	2
271	в состав	1	2
272	реального читателя	1	2
273	о том	2	2
274	всех подобных	1	2
275	к действительности	1	2
276	особого рода	2	2
277	это было	1	2
278	к нему	1	2
279	во всех	1	2
280	или иначе	9	2
281	русской литературе	5	2
282	однако с	1	2
283	во втором	2	2
284	вслед за	1	2
285	существования в	1	2
286	в литературе	1	2
287	и мире	1	2
288	тот или	1	2
289	с одной	2	2
290	личного самоопределения	1	2
291	эстетической деятельности	4	2
292	оказывается в	1	2
293	в большинстве	1	2
294	а напротив	1	2
295	в диалоге	1	2
296	в конце	4	2
297	во всей	1	2
298	автора как	1	2
299	внутреннего мира	1	2
300	и даже	3	2
301	со стороны	4	2
302	в области	3	2
303	субъекта жизни	1	2
304	перед ним	1	2
305	себя и	1	2
306	равной степени	1	2
307	одной стороны	2	2
308	а на	1	2
309	воспринимающего сознания	1	2
310	в рассказе	1	2
311	не на	2	2
312	одну из	2	2
313	и адресата	4	2
314	пен пан	3	2
315	о себе	4	2
316	вместе с	1	2
317	и особенно	1	2
318	художественности и	1	2
319	текста в	1	2
320	жизни но	1	2
321	из которых	1	2
322	к жизни	1	2
323	искусства но	1	2
324	в той	1	2
325	духовного общения	2	2
326	могут быть	2	2
327	с.с аверинцева	2	2
328	по бахтину	1	2
329	произведения искусства	3	2
330	при условии	1	2
331	эстетического субъекта	9	2
332	и позволяет	1	2
333	к тому	2	2
334	реализуется в	1	2
335	собственно говоря	1	2
336	в художественной	1	2
337	в равной	2	2
338	жизни в	1	2
339	одной из	1	2
340	имеет в	1	2
341	произведении искусства	1	2
342	о своем	2	2
343	в романе	1	2
344	что он	5	2
345	культуры в	4	2
346	и состоит	1	2
347	в роли	1	2
348	жизни подобно	1	1
349	автор относится	1	1
350	говоря о	1	1
351	также и	3	1
352	в сфере	3	1
353	с жизнью	1	1
354	человека и	2	1
355	переходит к	1	1
356	говорит ему	1	1
357	что произведение	1	1
358	художественных произведений	1	1
359	е годы	2	1
360	идет о	1	1
361	и есть	3	1
362	тем же	3	1
363	рассматриваться в	1	1
364	я кризис	1	1
365	в соотносительности	1	1
366	к другому	1	1
367	отношения между	2	1
368	это придает	1	1
369	из его	2	1
370	свое место	1	1
371	можно лишь	1	1
372	традиции однако	1	1
373	создать то	1	1
374	кто бы	1	1
375	едва ли	1	1
376	оторванности от	1	1
377	одним из	5	1
378	условии его	1	1
379	что даже	1	1
380	той же	3	1
381	искусству как	1	1
382	ставят перед	1	1
383	жизни по	1	1
384	же как	1	1
385	озабоченный вычислением	1	1
386	русской культуре	1	1
387	героя оказывается	1	1
388	место лишь	1	1
389	можно проиллюстрировать	1	1
390	так я	1	1
391	превратилась в	1	1
392	был начат	1	1
393	говоря и	1	1
394	вопрос о	1	1
395	сидя над	1	1
396	чтобы не	2	1
397	от всего	1	1
398	это всегда	1	1
399	счете к	1	1
400	личности с	1	1
401	которое в	1	1
402	художественности как	3	1
403	к общему	2	1
404	не от	1	1
405	радикально меняется	1	1
406	собой в	1	1
407	как говорится	1	1
408	освобождения от	2	1
409	и на	1	1
410	как субъекта	1	1
411	хх веке	5	1
412	столь же	4	1
413	бы то	1	1
414	в различных	1	1
415	пылко я	1	1
416	тем как	1	1
417	во внешнем	1	1
418	признаков атрибутов	1	1
419	стихотворения в	1	1
420	нет не	2	1
421	писавшего в	1	1
422	имя в	1	1
423	художественные тексты	1	1
424	погибнуть заявляя	1	1
425	в е	2	1
426	на то	1	1
427	отнюдь не	2	1
428	более чем	3	1
429	в центре	1	1
430	эстетической ситуации	1	1
431	о жизни	1	1
432	такова же	1	1
433	сознания в	12	1
434	могли бы	1	1
435	целый ряд	1	1
436	как уже	1	1
437	адресата в	2	1
438	я другого	1	1
439	неизмеримо более	1	1
440	ты в	2	1
441	духа и	1	1
442	эстетическая целостность	1	1
443	не мне	1	1
444	эстетической природы	1	1
445	дамы с	2	1
446	креативного и	1	1
447	или иную	2	1
448	то в	1	1
449	в условиях	1	1
450	еще на	1	1
451	с собачкой	2	1
452	состоит как	1	1
453	он в	1	1
454	из этих	2	1
455	большей части	1	1
456	тексте но	1	1
457	тебя так	1	1
458	с их	3	1
459	не приводит	1	1
460	для настоящей	1	1
461	говорят о	1	1
462	продолжением и	1	1
463	и рецептивная	1	1
464	в случае	4	1
465	вследствие этого	1	1
466	исходит из	3	1
467	в статье	1	1
468	своего другого	3	1
469	иных модусов	1	1
470	и последовательное	1	1
471	характеризуется тем	1	1
472	каком говорится	1	1
473	ключ к	1	1
474	романе достоевского	1	1
475	все перечисленные	1	1
476	человеческого духа	2	1
477	в понимании	1	1
478	по ту	1	1
479	свою собственную	1	1
480	господином пены	1	1
481	общения людей	2	1
482	иной строй	1	1
483	в силу	4	1
484	по существу	1	1
485	силу своей	3	1
486	уже говорилось	1	1
487	психики слушателя	1	1
488	том числе	1	1
489	у читателя	1	1
490	ни были	1	1
491	остается лишь	1	1
492	к собственному	1	1
493	он уже	1	1
494	чтобы в	1	1
495	внутри себя	1	1
496	подобно тому	2	1
497	всякое не-я	1	1
498	такое искусство?	2	1
499	не бывает	1	1
500	эпоха классического	1	1
501	нуждающейся в	1	1
502	ни был	1	1
503	явление культуры	1	1
504	бы они	1	1
505	подход к	1	1
506	пропорций коробки	1	1
507	творческого воображения	1	1
508	то ни	1	1
509	страдивариус великий	1	1
510	новой реальностью	1	1
511	различие между	2	1
512	несколько иной	1	1
513	что скрыто	1	1
514	а по	1	1
515	большинстве случаев	1	1
516	сознания к	2	1
517	уединенной личности	1	1
518	его личности	1	1
519	было бы	2	1
520	согласно характеристике	1	1
521	только лишь	1	1
522	в них	1	1
523	игра с	1	1
524	на второй	2	1
525	не остаться	1	1
526	его организации	1	1
527	с тем	1	1
528	всю жизнь	1	1
529	синтаксических конструкций	1	1
530	не всегда	1	1
531	он и	3	1
532	данного строя	1	1
533	ведет к	4	1
534	в чистом	1	1
535	духовной жизни	4	1
536	перед собой	1	1
537	о ком	1	1
538	собой исторически	1	1
539	от своего	2	1
540	от ролевых	1	1
541	бахтин с	1	1
542	поэтической традиции	1	1
543	обращается к	2	1
544	это делает	1	1
545	текст для	1	1
546	в котором	1	1
547	к предмету	1	1
548	паном господином	1	1
549	статус художественного	1	1
550	и читателя	1	1
551	эстетический адресат	1	1
552	на свою	1	1
553	сцену распятия	1	1
554	не как	4	1
555	до последнего	1	1
556	той мере	1	1
557	пены среди	1	1
558	и рецептивного	2	1
559	сам же	1	1
560	по характеристике	3	1
561	объективного мира	1	1
562	стать самим	1	1
563	внутренняя данность	1	1
564	нельзя научиться	1	1
565	и более	1	1
566	собой и	1	1
567	не должно	1	1
568	в ударном	1	1
569	собой лишь	1	1
570	и достоевского	1	1
571	она по	1	1
572	его мира	1	1
573	по фабрикации	1	1
574	кризис рефлективного	1	1
575	между людьми	1	1
576	случае в	1	1
577	чистом виде	1	1
578	от уз	1	1
579	предельную меру	1	1
580	уединенности в	1	1
581	другом но	1	1
582	принципиально иной	1	1
583	по крайней	1	1
584	так пылко	1	1
585	не имеет	1	1
586	дело в	3	1
587	области художественного	1	1
588	одна из	3	1
589	и сама	1	1
590	виду не	2	1
591	я представил	1	1
592	художественности составляет	1	1
593	художественной деятельности	8	1
594	русалок так	1	1
595	не своей	1	1
596	жизни не	2	1
597	свободную волю	1	1
598	причастностью к	1	1
599	собственного я	5	1
600	его русалок	1	1
601	как внутренняя	1	1
602	есть культура	1	1
603	я во	1	1
604	от него	1	1
605	первых десятилетий	1	1
606	связи с	6	1
607	ту или	2	1
608	как я	1	1
609	из того	2	1
610	эстетически завершенного	1	1
611	жизни я	1	1
612	не является	2	1
613	может приобретать	1	1
614	к изучению	1	1
615	в каком	1	1
616	художественную реальность	3	1
617	десятилетий хх	1	1
618	в момент	1	1
619	предстает субъектом	1	1
620	способность создать	1	1
621	ли не	3	1
622	значительной степени	1	1
623	в поле	2	1
624	ролью в	1	1
625	в каждом	1	1
626	рецептивного сознаний	1	1
627	на это	2	1
628	быть назван	1	1
629	она не	1	1
630	бахтин эстетического	1	1
631	и таи	1	1
632	должен быть	2	1
633	мира представляет	1	1
634	от литературной	2	1
635	в ситуации	1	1
636	для иного	1	1
637	как утверждает	1	1
638	как мы	1	1
639	а затем	1	1
640	людей в	1	1
641	текст не	1	1
642	это еще	1	1
643	на основе	1	1
644	только при	1	1
645	для читателя	2	1
646	скрипок озабоченный	1	1
647	по сути	1	1
648	мысль о	1	1
649	реальной действительности	1	1
650	классического реализма	2	1
651	собственные законы	1	1
652	эксплицированного в	1	1
653	только то	2	1
654	художественной практики	2	1
655	художественного мышления	1	1
656	вопрос что	1	1
657	хлебникова пен	1	1
658	наполеона в	1	1
659	значение в	1	1
660	субъекта объекта	1	1
661	только музыкант	1	1
662	с собой	4	1
663	можно было	2	1
664	на нее	1	1
665	здесь как	2	1
666	с самим	1	1
667	ориентировано на	1	1
668	как сугубо	1	1
669	внутренней обособленности	1	1
670	что от	1	1
671	в словах	1	1
672	для этого	4	1
673	и эстетический	1	1
674	деятельности в	4	1
675	различного рода	2	1
676	среди его	1	1
677	произведения как	1	1
678	искусства и	5	1
679	возможна только	1	1
680	самым наделяет	1	1
681	на вопрос	1	1
682	как ученый	1	1
683	направленной на	2	1
684	при котором	1	1
685	текста а	1	1
686	никак не	1	1
687	одного из	3	1
688	дискурсом в	1	1
689	и который	1	1
690	в сущности	2	1
691	традиции как	1	1
692	и многих	1	1
693	в значительной	1	1
694	в евгении	1	1
695	фабрикации скрипок	1	1
696	от автора	2	1
697	под именем	1	1
698	первой главе	1	1
699	по слову	1	1
700	внутренняя свобода	1	1
701	но дело	1	1
702	интертекстуальные связи	1	1
703	нуждается в	3	1
704	ним и	1	1
705	и только	2	1
706	ролевого поведения	1	1
707	крайней мере	1	1
708	искусства это	2	1
709	наконец в	1	1
710	способа присутствия	1	1
711	велимира хлебникова	2	1
712	событии художественного	1	1
713	художественном мире	1	1
714	вычислением пропорций	1	1
715	по собственному	1	1
716	эстетическое переживание	2	1
717	в формах	4	1
718	один из	3	1
719	художественных впечатлений	1	1
720	оно и	1	1
721	строй эстетической	1	1
722	жизнь то	1	1
723	тот же	1	1
724	что лирическое	1	1
725	и развитием	1	1
726	одного сознания	1	1
727	уединенного сознания	50	1
728	в какой	1	1
729	путь к	1	1
730	и является	2	1
731	может оказаться	1	1
732	субъектом и	1	1
733	мастер по	1	1
734	яркая индивидуальность	1	1
735	между этими	1	1
736	их не	2	1
737	теорию литературы	1	1
738	который в	1	1
739	и жизни	1	1
740	объекта не	1	1
741	со всеми	1	1
742	по большей	1	1
743	же и	3	1
744	для всех	1	1
745	это ни	1	1
746	значения слов	1	1
747	если мы	1	1
748	к снятию	1	1
749	бесом паном	1	1
750	только на	2	1
751	жанрового канона	1	1
752	всем его	1	1
753	м.л гаспаров	1	1
754	в значении	1	1
755	в поэзии	1	1
756	собственного текста	1	1
757	то чему	1	1
758	заявляя свою	1	1
759	как писал	1	1
760	общественном сознании	1	1
761	великий мастер	1	1
762	я люблю	2	1
763	из них	4	1
764	ни парадоксально	1	1
765	как способность	1	1
766	за ним	1	1
767	сам текст	1	1
768	чего бы	1	1
769	одно из	3	1
770	человеческой субъективности	1	1
771	я избывал	1	1
772	никто не	1	1
773	представить себе	1	1
774	свободу от	1	1
775	и прежде	3	1
776	в одном	1	1
777	так как	1	1
778	озером я	1	1
779	быть пережито	1	1
780	тому же	2	1
781	ту сторону	1	1
782	может служить	1	1
783	несет в	2	1
784	не тебя	1	1
785	избывал свое	1	1
