N	2gram	Nazirov_Tv_1	RusskieA
1	и в	21	36
2	не только	7	22
3	том что	11	19
4	что в	12	19
5	в том	7	17
6	т е	1	17
7	но и	3	16
8	так как	3	15
9	во время	1	14
10	и другие	3	13
11	в этом	6	12
12	в других	1	11
13	и т	3	10
14	в xix	1	10
15	и на	7	10
16	в этот	1	10
17	это не	4	10
18	как и	12	10
19	вместе с	2	10
20	потому что	5	10
21	т д	1	9
22	об этом	2	9
23	а в	6	9
24	и по	3	8
25	с тем	1	8
26	у нас	1	8
27	о том	6	8
28	один из	4	8
29	из них	2	8
30	может быть	5	8
31	как это	1	8
32	так и	2	7
33	между тем	1	7
34	что и	2	7
35	и других	3	7
36	представляют собой	1	7
37	в виде	3	6
38	таким образом	5	6
39	при этом	7	6
40	не имеет	1	6
41	уже не	3	6
42	в них	1	6
43	и не	7	6
44	все это	10	6
45	то что	8	6
46	а и	1	5
47	как в	8	5
48	все же	5	5
49	показывает что	1	5
50	как будто	5	5
51	там же	3	5
52	с ними	1	5
53	и у	2	5
54	одно из	1	5
55	как бы	17	5
56	г в	1	4
57	мы имеем	1	4
58	не совсем	1	4
59	еще не	1	4
60	во всех	1	4
61	в эти	1	4
62	что по	1	4
63	представляет собой	3	4
64	в россии	3	4
65	их на	1	4
66	в их	3	4
67	что этот	1	4
68	тому что	1	4
69	вплоть до	1	4
70	одна из	2	4
71	в русском	1	4
72	связи с	1	4
73	что на	1	4
74	к тому	2	4
75	так в	1	4
76	еще в	2	4
77	и что	1	4
78	и их	1	4
79	тем что	1	4
80	а с	1	4
81	того что	3	4
82	но это	5	4
83	в связи	1	4
84	как уже	1	4
85	не может	4	4
86	только в	5	4
87	к этому	2	4
88	их и	1	3
89	представление о	3	3
90	как правило	1	3
91	своего рода	4	3
92	если в	2	3
93	в своем	4	3
94	что это	1	3
95	и те	1	3
96	связанные с	1	3
97	в основном	4	3
98	на этом	1	3
99	то же	13	3
100	но все	1	3
101	для них	1	3
102	он же	1	3
103	далеко не	3	3
104	русского народа	1	3
105	в этих	2	3
106	тем не	2	3
107	не менее	6	3
108	вывод что	1	3
109	приводит к	2	3
110	к жизни	2	3
111	начиная с	1	3
112	западной европы	1	3
113	то есть	12	3
114	настоящее время	2	3
115	или на	1	3
116	от них	1	3
117	по этому	1	3
118	в качестве	2	3
119	только на	2	3
120	в одном	1	3
121	к ним	1	3
122	в области	1	3
123	и из	1	3
124	на этот	1	3
125	о чем	1	3
126	так называемой	1	3
127	так же	3	3
128	и некоторые	1	3
129	в настоящее	1	3
130	в целях	1	3
131	и к	1	3
132	в свою	7	3
133	но эти	1	3
134	как известно	1	2
135	переход от	1	2
136	но тем	1	2
137	на тех	1	2
138	к нам	1	2
139	но она	2	2
140	что иное	1	2
141	на себя	1	2
142	это время	2	2
143	в ней	2	2
144	он был	1	2
145	иное как	1	2
146	это имеет	1	2
147	на самом	3	2
148	но не	3	2
149	к слову	1	2
150	тогда как	1	2
151	отнюдь не	5	2
152	как по	1	2
153	с этим	1	2
154	хотя и	3	2
155	и как	4	2
156	его к	1	2
157	но в	7	2
158	так на	1	2
159	та же	4	2
160	в целом	4	2
161	все эти	1	2
162	в дальнейшем	3	2
163	и до	1	2
164	как он	1	2
165	и всей	1	2
166	что она	2	2
167	в нем	3	2
168	всех этих	1	2
169	не значит	1	2
170	чем у	1	2
171	в году	7	2
172	в каждом	3	2
173	же не	1	2
174	и с	3	2
175	на этой	1	2
176	года на	1	2
177	в жизни	2	2
178	такой же	2	2
179	в один	2	2
180	и более	1	2
181	том же	1	2
182	для этого	1	2
183	она не	1	2
184	что ему	1	2
185	они же	1	2
186	у него	7	2
187	в москву	1	2
188	до того	1	2
189	но даже	1	2
190	и здесь	1	2
191	могут быть	2	2
192	имеет место	1	2
193	vii в	1	2
194	свою очередь	1	2
195	в в	2	2
196	в более	1	2
197	мы наблюдаем	1	2
198	что у	1	2
199	в образе	1	2
200	иногда в	1	2
201	с ним	3	2
202	означает что	1	2
203	на все	1	2
204	связь между	1	2
205	в его	13	2
206	к ней	2	2
207	значит что	2	2
208	не случайно	4	2
209	этот вопрос	1	2
210	в какой	1	2
211	в разные	1	2
212	их не	1	2
213	приводит нас	1	2
214	так что	2	2
215	его и	1	2
216	не означает	2	2
217	но что	1	2
218	не было	1	2
219	н г	2	2
220	чем в	1	2
221	себя и	1	2
222	до конца	2	2
223	не на	1	2
224	а не	5	2
225	его как	2	2
226	в частности	2	2
227	считал что	1	2
228	только для	1	2
229	между прочим	1	2
230	между собой	1	2
231	к вопросу	1	2
232	или в	2	2
233	когда он	2	2
234	мы должны	1	2
235	городах и	1	2
236	не что	1	2
237	в своих	5	2
238	ту же	3	1
239	и развитие	1	1
240	также и	1	1
241	же как	1	1
242	чтобы не	1	1
243	рассматривается как	1	1
244	самом деле	2	1
245	в первом	2	1
246	невозможно вне	1	1
247	из самых	1	1
248	по преимуществу	2	1
249	и ее	1	1
250	оно было	1	1
251	этих строк	1	1
252	приходит к	3	1
253	мы уже	1	1
254	из всех	4	1
255	в несколько	1	1
256	в русских	1	1
257	собой как	1	1
258	повторяли по	1	1
259	что если	1	1
260	не во	2	1
261	вторая часть	1	1
262	кладбища и	1	1
263	им свою	1	1
264	происходило в	1	1
265	говорить о	1	1
266	не вполне	1	1
267	в одиночку	1	1
268	жизни это	1	1
269	кто же	2	1
270	того же	2	1
271	и он	2	1
272	советских ученых	1	1
273	в отличие	2	1
274	не был	3	1
275	всего этого	1	1
276	в чем	2	1
277	с его	11	1
278	в петербурге	4	1
279	бою и	1	1
280	не все	1	1
281	по отношению	1	1
282	отличие от	2	1
283	искал в	1	1
284	в истории	1	1
285	эта связь	1	1
