N	2gram	Potebnia_M_1	Analitik
1	тогда как	2	19
2	в этом	15	18
3	не только	21	16
4	и в	39	16
5	так и	13	15
6	как и	9	14
7	но и	20	12
8	и не	18	12
9	том что	16	12
10	в том	26	12
11	при этом	6	10
12	могут быть	9	10
13	а не	21	10
14	как бы	6	10
15	в этой	3	9
16	лишь в	1	9
17	ничего не	1	9
18	и даже	4	9
19	то есть	42	9
20	в целом	2	8
21	в данном	1	8
22	к тому	4	7
23	о том	2	7
24	в себе	13	7
25	то что	10	7
26	в самом	3	6
27	и на	1	6
28	но в	9	6
29	в мире	3	6
30	может быть	27	6
31	с другой	7	6
32	на себя	1	5
33	с одной	3	5
34	того же	3	4
35	в сущности	2	4
36	совпадает с	1	4
37	столь же	3	4
38	но не	8	4
39	по отношению	13	4
40	за пределы	2	4
41	как в	10	4
42	в своем	3	4
43	хотя и	3	4
44	он в	1	4
45	нашего времени	1	4
46	на этом	1	4
47	то же	6	4
48	не с	1	4
49	и тем	3	4
50	тем самым	4	4
51	для него	4	4
52	точки зрения	8	4
53	не в	15	4
54	только не	2	4
55	имеет место	2	4
56	не менее	6	4
57	во всех	5	4
58	только в	25	4
59	и его	5	4
60	уже не	2	4
61	в сознании	3	4
62	не так	3	4
63	у него	1	4
64	одной стороны	3	4
65	не может	22	4
66	о его	2	4
67	все это	1	4
68	в один	2	4
69	отношению к	13	4
70	и то	3	3
71	едва ли	1	3
72	в их	2	3
73	мы имеем	1	3
74	ему в	1	3
75	проявляется в	2	3
76	ответ на	1	3
77	что касается	1	3
78	самом начале	1	3
79	в нашем	1	3
80	на его	1	3
81	ключ к	2	3
82	и если	2	3
83	его от	1	3
84	подобно тому	3	3
85	несмотря на	5	3
86	не мог	3	3
87	в эту	1	3
88	не столько	1	3
89	тем не	6	3
90	по крайней	2	3
91	на себе	2	3
92	никогда не	4	3
93	тем что	9	3
94	как будто	2	3
95	этом отношении	1	3
96	что на	6	3
97	как мы	2	3
98	приводит к	1	3
99	можно было	1	3
100	в результате	1	3
101	если бы	14	3
102	в словах	3	3
103	воли и	1	3
104	одного из	2	3
105	того или	1	3
106	что и	6	3
107	крайней мере	2	3
108	и все	3	3
109	с ними	1	3
110	так что	16	3
111	есть в	2	3
112	из них	1	3
113	только на	3	3
114	со стороны	8	3
115	именно в	1	3
116	было бы	12	3
117	в речи	1	3
118	тому как	4	3
119	этого слова	1	3
120	или в	2	3
121	бы в	4	3
122	прежде всего	4	3
123	а в	5	3
124	в действительности	4	3
125	по поводу	3	3
126	отношения к	1	2
127	таком случае	2	2
128	из его	1	2
129	той же	3	2
130	а как	2	2
131	из своих	1	2
132	еще не	6	2
133	себе не	1	2
134	в противоположность	1	2
135	с их	1	2
136	на то	2	2
137	вследствие этого	1	2
138	жизнью и	1	2
139	не следует	5	2
140	он не	3	2
141	от которого	1	2
142	что она	1	2
143	таким образом	13	2
144	значительной степени	2	2
145	что все	3	2
146	же не	1	2
147	них не	2	2
148	это было	1	2
149	за собою	1	2
150	этом смысле	4	2
151	по себе	10	2
152	жизни но	1	2
153	еще в	1	2
154	в этих	7	2
155	в своей	3	2
156	в котором	1	2
157	с точки	3	2
158	предполагает не	1	2
159	стало быть	2	2
160	и наоборот	6	2
161	для нее	2	2
162	даже в	1	2
163	в таких	2	2
164	она не	3	2
165	что с	1	2
166	в то	4	2
167	не имеет	5	2
