N	4gram	Losev_Dial_3	Myshleni
1	в то время как	4	4
2	с этой точки зрения	2	4
3	в такой же мере	1	3
4	в том что в	1	2
5	это значит что он	4	2
6	с одной стороны и	1	1
7	мы имеем в виду	1	1
8	тем не менее эта	1	1
9	мы до сих пор	1	1
10	уже по одному тому	2	1
11	не что иное как	6	1
12	есть одно и то	1	1
13	в самом деле если	1	1
14	то время как для	1	1
15	в том смысле что	1	1
16	одно и то же	2	1
17	так же как и	1	1
18	одной и той же	1	1
19	уже сама по себе	1	1
20	по одному тому что	2	1
21	есть не что иное	3	1
