N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	29
2	то есть	18	21
3	таким образом	3	20
4	и не	15	16
5	в этой	2	13
6	но в	7	12
7	как и	2	12
8	и т.п	4	12
9	на части	1	12
10	и на	2	11
11	в этом	11	11
12	так и	11	11
13	то же	10	10
14	не только	16	10
15	в то	6	10
16	как мы	1	10
17	в романе	3	10
18	все эти	2	9
19	его в	2	9
20	в конце	1	9
21	вовсе не	2	9
22	но и	10	9
23	же время	5	8
24	и его	12	8
25	в его	9	8
26	прежде всего	4	8
27	как бы	9	8
28	в них	2	7
29	в том	18	7
30	так как	1	7
31	еще и	1	7
32	так же	2	7
33	в сущности	1	6
34	системе образов	1	6
35	своего рода	5	6
36	но он	3	6
37	из них	1	6
38	это и	1	5
39	что это	1	5
40	в нем	5	5
41	весь мир	1	5
42	он и	1	5
43	в своей	5	5
44	всего эпизода	1	5
45	рядом с	1	5
46	и о	3	5
47	это не	2	5
48	все они	1	5
49	у него	1	5
50	далеко не	2	5
51	сказать что	4	5
52	и по	2	5
53	того же	2	5
54	также и	1	4
55	и есть	1	4
56	в которой	2	4
57	еще не	3	4
58	с его	6	4
59	в нашем	2	4
60	точки зрения	10	4
61	в результате	1	4
62	в литературе	1	4
63	и одновременно	5	4
64	что он	3	4
65	тем что	1	4
66	с другой	7	4
67	и др	2	4
68	по своему	2	4
69	только для	1	4
70	все это	2	4
71	один из	2	4
72	перед нами	1	4
73	мира и	2	4
74	то что	4	4
75	жизни и	1	4
76	здесь и	1	3
77	по преимуществу	2	3
78	той же	1	3
79	и здесь	1	3
80	в чем	2	3
81	но как	2	3
82	как к	2	3
83	в своем	2	3
84	и как	3	3
85	более или	5	3
86	то в	2	3
87	в себе	9	3
88	при этом	13	3
89	он не	4	3
90	в узком	3	3
91	и сам	1	3
92	для того	2	3
93	подобно тому	1	3
94	в году	2	3
95	а затем	1	3
96	том что	8	3
97	или менее	5	3
98	свою речь	1	3
99	образом и	2	3
100	того чтобы	2	3
101	по своей	7	3
102	с ее	5	3
103	здесь не	2	3
104	в ее	5	3
105	роль в	1	3
106	к нему	3	3
107	того что	4	3
108	они создают	1	3
109	с ними	1	3
110	на языке	2	3
111	в качестве	24	3
112	же и	1	3
113	ведь это	1	3
114	в известной	1	3
115	том числе	2	3
116	не случайно	3	3
117	и даже	1	3
118	превращается в	2	3
119	тому как	1	3
120	в пределе	1	3
121	мы видим	1	3
122	тот же	1	3
123	другой стороны	5	3
124	в частности	13	3
125	одновременно и	1	3
126	и то	4	2
127	значение это	1	2
128	перед лицом	3	2
129	то время	1	2
130	и со	1	2
131	в виду	5	2
132	на них	1	2
133	на их	1	2
134	в различных	1	2
135	с одной	2	2
136	но не	11	2
137	если в	1	2
138	что они	1	2
139	раскрывает нам	1	2
140	в одной	1	2
141	как в	2	2
142	хотя и	3	2
143	и к	3	2
144	всего романа	1	2
145	бы не	1	2
146	раз в	1	2
147	на его	1	2
148	время и	1	2
149	эта система	1	2
150	на этом	1	2
151	может быть	14	2
152	и дает	1	2
153	в жизни	2	2
154	ни в	5	2
155	соответствии с	1	2
156	на первый	1	2
157	в этих	3	2
158	в котором	1	2
159	с точки	3	2
160	в их	5	2
161	место в	4	2
162	не столько	3	2
163	их в	3	2
164	том же	1	2
165	на котором	1	2
166	принадлежат к	1	2
167	дело в	1	2
168	но она	2	2
169	но только	1	2
170	никогда не	2	2
171	связи с	1	2
172	в эпизоде	1	2
173	как будто	1	2
174	числе и	1	2
175	к тому	4	2
176	о том	2	2
177	существенный момент	1	2
178	и это	2	2
179	и весело	1	2
180	в себя	2	2
181	или в	2	2
182	времени и	2	2
183	быть может	1	2
184	с ним	2	2
185	тех кто	1	2
186	но мы	1	2
187	а также	5	2
188	в другой	1	2
189	также в	1	2
190	образов и	1	2
191	одной из	2	2
192	до нас	1	2
193	себя в	7	2
194	это ни	1	2
195	есть в	2	2
196	уже не	4	2
197	как раз	3	2
198	в особенности	1	2
199	со стороны	2	2
200	именно в	2	2
201	к которому	4	2
202	нового времени	2	2
203	одной стороны	2	2
204	они не	1	2
205	не на	3	2
206	в слове	3	2
207	когда же	1	2
208	что из	1	2
209	стороны в	1	2
210	о чем	2	2
211	в той	3	2
212	связаны с	1	2
213	вокруг себя	1	2
214	о его	1	2
215	о мире	1	2
216	и для	2	2
217	в основе	4	2
218	а как	1	2
219	жизни в	2	2
220	о своем	1	2
221	между ними	4	2
222	от всех	1	2
223	не может	7	2
224	из этого	2	2
225	только в	5	2
226	и другие	2	2
227	в своих	1	2
228	такие и	1	1
229	ту же	1	1
230	отношения к	2	1
231	же как	1	1
232	границ и	1	1
233	это игра	1	1
234	над этим	1	1
235	этого мира	1	1
236	из его	1	1
237	в самом	5	1
238	на помощь	1	1
239	со смертью	1	1
240	не была	1	1
241	человека и	1	1
242	в каждый	1	1
243	из дальнейшего	1	1
244	себя свою	1	1
245	принадлежит к	3	1
246	не вполне	2	1
247	это отношение	3	1
248	жизни как	3	1
249	которое в	1	1
250	что ж	1	1
251	своему смыслу	1	1
252	все виды	1	1
253	момент в	1	1
254	переход к	1	1
255	собой в	1	1
256	проявляет себя	2	1
257	жизнью но	1	1
258	а тем	1	1
259	смысле также	1	1
260	не все	2	1
261	конечном счете	5	1
262	смыслу и	1	1
263	отношение к	5	1
264	а всего	1	1
265	отличие от	7	1
266	за пределы	2	1
267	значение для	1	1
268	общий знаменатель	1	1
269	рассказ о	2	1
270	существенно связаны	1	1
271	первый взгляд	1	1
272	самом начале	1	1
273	в противоположность	3	1
274	в герое	1	1
275	сливается с	1	1
276	говорят о	1	1
277	бы и	1	1
278	в целом	3	1
279	типа как	1	1
280	за это	1	1
281	право на	2	1
282	с их	2	1
283	тому же	1	1
284	ее как	1	1
285	на то	1	1
286	после чего	1	1
287	так с	1	1
288	жизнью и	1	1
289	в силу	1	1
290	эдипа и	1	1
291	на земле	1	1
292	смертью в	1	1
293	когда на	1	1
294	или иных	2	1
295	что она	2	1
296	не бывает	1	1
297	одно и	3	1
298	здесь мы	1	1
299	значение в	1	1
300	в мире	21	1
301	об этом	2	1
302	полной мере	1	1
303	или даже	3	1
304	входит в	4	1
305	это было	1	1
306	же об	1	1
307	основу этого	1	1
308	даже в	3	1
309	делает его	2	1
310	в итоге	2	1
311	только о	2	1
312	он же	1	1
313	в данном	4	1
314	автора и	3	1
315	и того	2	1
316	одного и	2	1
317	и становится	1	1
318	или точнее	1	1
319	что такое	1	1
320	и без	1	1
321	в отношении	3	1
322	так он	1	1
323	всего только	1	1
324	все и	1	1
325	единую систему	1	1
326	на свою	1	1
327	в отличие	7	1
328	всякий раз	2	1
329	становится возможной	1	1
330	время от	1	1
331	которые в	1	1
332	друг другу	1	1
333	в аспекте	2	1
334	между людьми	1	1
335	до известной	2	1
336	виду что	1	1
337	граница между	1	1
338	дело не	2	1
339	например не	1	1
340	не по	1	1
341	которого он	1	1
342	текста но	1	1
343	говорить о	3	1
344	и внутренней	1	1
345	он мог	1	1
346	казалось бы	1	1
347	на язык	1	1
348	между жизнью	1	1
349	ему и	1	1
350	потому что	3	1
351	своей цели	1	1
352	и делает	1	1
353	у нас	1	1
354	мы встречаем	1	1
355	смыслом в	1	1
356	будущее в	1	1
357	что все	1	1
358	его за	1	1
359	же самое	1	1
360	части романа	1	1
361	вырождается в	1	1
362	в полной	1	1
363	подчеркнуть что	1	1
364	время они	1	1
365	в каждой	1	1
366	значения и	2	1
367	не будет	2	1
368	свою очередь	2	1
369	здесь также	1	1
370	существенное значение	1	1
371	и от	1	1
372	всей своей	2	1
373	так в	4	1
374	который выставляет	1	1
375	свободу и	1	1
376	на нее	1	1
377	ряд эпизодов	1	1
378	те же	1	1
379	и книги	1	1
380	если бы	3	1
381	о котором	1	1
382	остановимся на	1	1
383	не случайна	1	1
384	ними и	1	1
385	только и	1	1
386	известной степени	3	1
387	ее не	1	1
388	в самой	2	1
389	все прочие	3	1
390	и что	3	1
391	что каждый	2	1
392	можно сказать	5	1
393	акта в	1	1
394	это была	1	1
395	в конечном	5	1
396	от него	1	1
397	на отдельные	1	1
398	его смысла	1	1
399	людей в	1	1
400	своих моментов	1	1
401	эти два	1	1
402	что и	2	1
403	в форме	4	1
404	на какие-то	1	1
405	по собственному	1	1
406	быть и	2	1
407	но с	1	1
408	не как	2	1
409	дело с	1	1
410	к нашему	2	1
411	же типа	1	1
412	или же	1	1
413	между этими	1	1
414	и ее	3	1
415	на мир	1	1
416	по этому	1	1
417	профанация священного	1	1
418	со всеми	1	1
419	его лице	1	1
420	на свое	1	1
421	только им	1	1
422	для него	4	1
423	папы и	1	1
424	мы находим	1	1
425	в одном	2	1
426	у нее	1	1
