N	3gram	Bakhtin_sl_2	Marksizm
1	передачи чужой речи	8	24
2	с точки зрения	3	13
3	не может быть	15	10
4	по отношению к	4	8
5	то же время	4	8
6	в то же	4	8
7	в связи с	2	7
8	для того чтобы	2	6
9	в том что	4	6
10	может быть и	2	5
11	но в то	3	5
12	на этой почве	1	5
13	с самого начала	1	5
14	в свою очередь	2	5
15	в большинстве случаев	5	5
16	в отношении к	4	4
17	в точном смысле	2	4
18	в русском языке	1	4
19	форм передачи чужой	2	4
20	той или иной	5	4
21	в той или	3	3
22	и не может	1	3
23	как мы сказали	2	3
24	в отличие от	12	3
25	до сих пор	2	3
26	и не в	1	3
27	с одной стороны	5	3
28	о том что	1	3
29	как мы уже	2	3
30	как мы видели	1	3
31	одной стороны и	3	2
32	а не в	1	2
33	более или менее	2	2
34	том что он	1	2
35	того или иного	1	2
36	в зависимости от	4	2
37	но и в	1	2
38	в собственном смысле	3	2
39	или иной степени	3	2
40	всегда и всюду	1	2
41	в значительной степени	6	2
42	во всяком случае	2	2
43	в соединении с	1	2
44	все более и	1	2
45	так и от	1	2
46	формах передачи чужой	1	2
47	мы можем сказать	1	2
48	в нем нет	1	2
49	чужой речи и	1	2
50	на то что	1	2
51	более и более	1	2
52	в узком смысле	4	2
53	конечно не только	1	2
54	в процессе его	1	2
55	выходят за пределы	1	2
56	языка как вещи	1	1
57	и особенно на	1	1
58	а следовательно и	1	1
59	высказывания и потому	1	1
60	в языковом отношении	1	1
61	на данном языке	1	1
62	и связанные с	2	1
63	прямо сказать что	2	1
64	в какой мере	1	1
65	между тем именно	1	1
66	не с точки	1	1
67	значение чужого слова	1	1
68	а вовсе не	2	1
69	языка и языкового	1	1
70	его и в	1	1
71	все те моменты	1	1
72	мы уже сказали	1	1
73	проникнуть в его	1	1
74	в том числе	1	1
75	громадное значение и	1	1
76	в этом случае	6	1
77	или в другом	1	1
78	и как он	1	1
79	лишь при определенных	1	1
80	чужое слово слово	1	1
81	к нему не	1	1
82	в широком смысле	1	1
83	чужой речи к	1	1
84	и слов и	1	1
85	чужого слова как	1	1
86	это сознание не	1	1
87	до известной степени	1	1
88	сами по себе	1	1
89	в той же	1	1
90	передачи чужого слова	6	1
91	связанные с этим	1	1
92	в различные эпохи	2	1
93	в этом отношении	3	1
94	не была понята	1	1
95	а лишь в	1	1
96	том числе и	1	1
97	рано или поздно	1	1
98	в процессе этого	1	1
99	слова все это	1	1
100	чужое слово и	1	1
101	у него нет	2	1
102	чужого слова и	3	1
103	полемизирует с ними	1	1
104	к единству языка	1	1
105	жизни и в	1	1
106	между языком и	3	1
107	чтобы проникнуть в	1	1
108	и языкового сознания	1	1
109	нем новые стороны	1	1
110	лишь в направлении	1	1
111	время это и	1	1
112	той же сфере	1	1
113	до конца и	1	1
114	не только в	2	1
115	могут быть и	1	1
116	формы передачи чужой	1	1
117	одни то другие	1	1
118	тем не менее	1	1
119	может стремиться к	1	1
120	не могут быть	2	1
121	во всех этих	1	1
122	в этих формах	2	1
123	с различными моментами	1	1
124	различных социальных группах	1	1
125	имеет громадное значение	1	1
126	мы уже говорили	1	1
127	в этом направлении	1	1
128	тем или иным	1	1
129	основные линии его	1	1
130	можно прямо сказать	3	1
131	для правильного понимания	1	1
132	с другой стороны	1	1
133	в духе данного	1	1
134	здесь одно и	1	1
135	в его целом	1	1
136	языка не может	2	1
137	о которых мы	1	1
138	и косвенной речи	1	1
139	хотя и в	1	1
140	мы видели что	1	1
141	оно так сказать	1	1
142	так сказать самолично	1	1
143	точки зрения другого	1	1
144	точном смысле слова	1	1
145	таким образом в	1	1
146	по себе а	1	1
147	в различных социальных	1	1
148	чужого слова в	5	1
149	так и в	3	1
150	же время это	2	1
151	никогда не может	2	1
152	в нем новые	1	1
153	xvii и xviii	1	1
154	и законченное выражение	1	1
155	изображения чужой речи	2	1
156	к нему и	1	1
157	то одни то	1	1
158	и в идеологическом	1	1
159	форм передачи чужого	1	1
160	разрыв между языком	3	1
161	то перед нами	1	1
162	прямой и косвенной	1	1
163	и в особенности	2	1
164	самим автором и	1	1
165	не менее в	1	1
166	но все же	4	1
167	значение в процессе	1	1
168	с чужим словом	10	1
169	контексте и в	1	1
170	конечно не в	1	1
171	только в процессе	1	1
172	чувствует себя в	1	1
173	в свой состав	1	1
174	этого слова является	1	1
175	однако и здесь	1	1
176	но в этом	1	1
177	всех этих случаях	1	1
178	с той или	1	1
179	как и в	1	1
180	и как слово	1	1
181	отношении к нему	1	1
182	высказывание таким образом	1	1
183	только с помощью	1	1
