N	2gram	Vinokur_Ku_1	Vladivir
1	вл соловьева	1	188
2	и в	24	40
3	то что	9	28
4	не только	10	25
5	и не	12	25
6	учение о	4	24
7	том что	21	18
8	в том	30	18
9	но и	6	18
10	еще и	5	18
11	также и	2	17
12	что в	17	17
13	в этом	14	16
14	в его	12	14
15	так что	4	14
16	не может	7	14
17	точки зрения	14	13
18	вовсе не	10	13
19	только в	11	13
20	в конце	1	12
21	даже и	3	12
22	а именно	2	12
23	сказать что	1	12
24	едва ли	1	11
25	никогда не	2	11
26	потому что	23	11
27	таким образом	12	11
28	о том	9	11
29	в году	1	10
30	не просто	5	10
31	ни в	2	10
32	тем не	4	10
33	и его	5	10
34	то это	3	10
35	не есть	4	10
36	прежде всего	9	10
37	как раз	8	10
38	и потому	4	10
39	это есть	2	10
40	и то	3	9
41	уже не	8	9
42	что это	5	9
43	в себе	3	9
44	и с	5	9
45	в своей	2	9
46	не менее	7	9
47	есть только	1	9
48	что же	6	9
49	как мы	1	8
50	в своем	3	8
51	в этой	3	8
52	он не	2	8
53	не был	1	8
54	и что	5	8
55	а также	1	8
56	раз и	1	8
57	для него	1	8
58	может быть	13	8
59	а не	8	8
60	так же	4	8
61	а только	8	7
62	же с	1	7
63	хотя и	3	7
64	и как	2	7
65	и если	3	7
66	что все	2	7
67	с тем	5	7
68	как и	2	7
69	несмотря на	3	7
70	в то	2	7
71	что и	4	7
72	того что	9	7
73	так как	9	7
74	вместе с	7	7
75	к тому	5	7
76	а в	5	7
77	в своих	1	7
78	смысле слова	1	6
79	и на	4	6
80	кроме того	1	6
81	не мог	2	6
82	с точки	9	6
83	по себе	2	6
84	иной раз	2	6
85	в смысле	2	6
86	и от	1	6
87	так и	7	6
88	об этом	1	6
89	и здесь	3	6
90	и даже	3	6
91	если не	3	6
92	xix века	5	6
93	да и	1	6
94	это значит	1	6
95	но это	1	6
96	хотя бы	10	6
97	в ней	6	5
98	совсем не	1	5
99	отнюдь не	1	5
100	в истории	3	5
101	более или	3	5
102	все эти	6	5
103	тому же	1	5
104	можно было	6	5
105	же касается	4	5
106	можно считать	1	5
107	должно быть	3	5
108	или менее	3	5
109	но если	2	5
110	некоторого рода	1	5
111	дело в	1	5
112	тем что	8	5
113	для нас	2	5
114	ничего не	2	5
115	только и	3	5
116	у нас	10	5
117	ничего общего	1	5
118	для себя	1	5
119	с другой	7	5
120	что он	6	5
121	только на	1	5
122	в одном	3	5
123	не было	3	5
124	в данном	4	5
125	между прочим	2	5
126	в самом	10	4
127	то же	8	4
128	что если	2	4
129	вопрос о	2	4
130	но даже	1	4
131	еще не	5	4
132	но не	5	4
133	то он	1	4
134	все же	12	4
135	но в	2	4
136	бы и	2	4
137	на то	4	4
138	есть все	1	4
139	было бы	15	4
140	в котором	3	4
141	даже в	3	4
142	тому что	3	4
143	не имеет	2	4
144	учения о	1	4
145	в каком	2	4
146	в дальнейшем	1	4
147	не с	3	4
148	мог бы	1	4
149	она была	1	4
150	никак не	2	4
151	утверждает что	1	4
152	если мы	2	4
153	от того	1	4
154	здесь в	1	4
155	а с	3	4
156	говорит о	1	4
157	до конца	2	4
158	однако и	1	4
159	и все	2	4
160	как это	3	4
161	по существу	4	4
162	в основном	1	4
163	указать на	4	4
164	в результате	5	4
165	есть и	1	4
166	точно так	1	4
167	же как	1	3
168	на самом	2	3
169	мы имеем	6	3
170	я не	2	3
171	которое в	2	3
172	с большим	3	3
173	здесь не	3	3
174	в чем	1	3
175	не все	2	3
176	отличие от	1	3
177	перед нами	1	3
178	и у	1	3
179	уже в	3	3
180	из этих	4	3
181	с их	3	3
182	в нем	4	3
183	при этом	6	3
184	раз навсегда	1	3
185	в россии	1	3
186	так уж	1	3
187	является не	1	3
188	но все	2	3
189	то ни	1	3
190	том случае	1	3
191	в качестве	7	3
192	это было	2	3
193	это не	7	3
194	этом смысле	3	3
195	бытие и	1	3
196	далеко не	1	3
197	этого не	2	3
198	нисколько не	3	3
199	разного рода	1	3
200	не столько	2	3
201	в отличие	1	3
202	не в	11	3
203	что этот	1	3
204	и против	2	3
205	весь этот	1	3
206	того чтобы	17	3
207	и притом	1	3
208	тех кто	1	3
209	сводится к	3	3
210	все то	1	3
211	в духе	3	3
212	всегда есть	1	3
213	оно не	3	3
214	в виду	5	3
215	если бы	9	3
216	находится в	1	3
217	настоящее время	1	3
218	что здесь	1	3
219	и тем	2	3
220	с одной	1	3
221	вот что	1	3
222	был бы	2	3
223	не так	1	3
224	всяком случае	5	3
225	само по	1	3
226	соловьева к	1	3
227	и только	1	3
228	даже не	1	3
229	именно в	6	3
230	в связи	3	3
231	как именно	2	3
232	мы видели	1	3
233	и вовсе	5	3
234	одной стороны	1	3
235	как бы	7	3
236	но для	1	3
237	и для	2	3
238	в настоящее	1	3
239	собственно говоря	1	3
240	же в	4	3
241	но вот	2	3
242	только о	1	3
243	ее в	2	3
244	как на	3	3
245	в таком	3	3
246	во всяком	5	3
247	не имел	1	2
248	не хочет	1	2
249	по преимуществу	2	2
250	не имеют	3	2
251	должна быть	3	2
252	с таким	1	2
253	и этот	1	2
254	есть не	1	2
255	в сущности	3	2
256	на себя	3	2
257	мы и	1	2
258	это время	1	2
259	не нужно	1	2
260	быть в	2	2
261	что его	2	2
262	истории в	1	2
263	но тогда	1	2
264	но как	1	2
265	в сторону	2	2
266	в теоретической	1	2
267	себе и	2	2
268	которые не	1	2
269	как говорит	1	2
270	общего с	1	2
271	с этим	4	2
272	что касается	2	2
273	от этого	2	2
274	только то	1	2
275	в которой	6	2
276	в целом	4	2
277	так или	2	2
278	в нашем	1	2
279	но на	1	2
280	что она	3	2
281	и еще	2	2
282	как с	2	2
283	же это	1	2
284	если они	1	2
285	в силу	10	2
286	и по	1	2
287	случае если	1	2
288	одно и	1	2
289	же не	1	2
290	те или	1	2
291	отчет в	1	2
292	стоит на	1	2
293	в жизни	1	2
294	в это	2	2
295	но уже	5	2
296	с такой	1	2
297	на первый	1	2
298	в этих	4	2
299	к тем	1	2
300	и сейчас	1	2
301	взгляд на	1	2
302	в их	3	2
303	оказывается что	1	2
304	и более	2	2
305	есть ничто	1	2
306	а вот	1	2
307	можно ли	2	2
308	тем самым	4	2
309	но что	1	2
310	иметь в	1	2
311	но только	1	2
312	в разных	2	2
313	же время	2	2
314	при всем	1	2
315	связи с	7	2
316	что на	1	2
317	может показаться	1	2
318	он называет	1	2
319	не могут	2	2
320	мало чем	1	2
321	той или	1	2
322	роль в	4	2
323	во многом	1	2
324	можно только	1	2
325	но у	1	2
326	которая в	1	2
327	возможна только	1	2
328	не содержит	1	2
329	его в	1	2
330	или иные	1	2
331	т i	1	2
332	абсолютном и	1	2
333	когда оно	2	2
334	бы в	7	2
335	которые можно	2	2
336	в теории	1	2
337	но тут	1	2
338	в каких	1	2
339	но с	2	2
340	что даже	1	2
341	в какой	6	2
342	что а	1	2
343	не имеющих	1	2
344	и так	1	2
345	который в	1	2
346	это же	1	2
347	то и	2	2
348	в нашей	1	2
349	в начале	1	2
350	свидетельствует о	2	2
351	а то	2	2
352	из них	4	2
353	себе в	3	2
354	могло бы	1	2
355	содержания и	1	2
356	мы находим	1	2
357	идеальное начало	1	2
358	и вместе	1	2
359	для того	16	2
360	без всякой	1	2
361	со стороны	4	2
362	или иначе	2	2
363	который был	1	2
364	только к	2	2
365	не на	4	2
366	что несмотря	1	2
367	это у	1	2
368	еще до	1	2
369	что мы	1	2
370	как не	1	2
371	нет ничего	1	2
372	в европе	1	2
373	к своему	2	2
374	а если	3	2
375	на почве	1	2
376	наряду с	1	2
377	самого себя	1	2
378	если эти	1	2
379	с этой	2	2
380	еще раз	1	2
381	как например	2	2
382	является для	1	2
383	внимания на	1	2
384	является как	1	2
385	в одно	1	2
386	не является	2	2
387	об отношении	1	2
388	этом отношении	5	2
389	только что	1	2
390	на более	2	2
391	бы на	2	2
392	факта то	1	2
393	другой стороны	6	2
394	совершенно не	1	2
395	сколько угодно	1	2
396	того же	4	2
397	к его	1	2
398	с его	4	2
399	же и	2	2
400	но еще	3	2
401	к этому	1	2
