N	3gram	Bakhtin_Pr_4	Dialekti
1	с точки зрения	9	12
2	сама по себе	2	8
3	в том что	2	7
4	сам по себе	3	6
5	то же время	5	4
6	можно было бы	2	4
7	одно и то	1	4
8	и то же	1	4
9	с другой стороны	3	4
10	в то же	5	4
11	ровно ничего не	1	3
12	более или менее	3	3
13	в этом смысле	2	3
14	что в нем	1	3
15	может быть и	1	3
16	в конце концов	1	3
17	иметь в виду	1	3
18	не может быть	8	3
19	можно сказать что	2	3
20	той или иной	2	3
21	никогда не может	1	2
22	в себе самом	2	2
23	одной стороны и	1	2
24	мы находим в	2	2
25	до сих пор	8	2
26	не с точки	1	2
27	и в то	1	2
28	с одной стороны	1	2
29	как один из	1	2
30	по сравнению с	1	2
31	ни на что	1	2
32	и в нем	1	2
33	это конечно не	1	2
34	не должна быть	1	2
35	во всяком случае	1	2
36	о том что	2	2
37	и даже не	1	2
38	к тому что	1	2
39	в каждом из	1	2
40	а между тем	1	1
41	хотя и не	2	1
42	в той или	1	1
43	дело в том	2	1
44	в виду что	1	1
45	в самом деле	4	1
46	так или иначе	1	1
47	глубоко и тонко	1	1
48	как раз и	3	1
49	на том или	1	1
50	со всеми ее	1	1
51	в которые оно	1	1
52	если же он	1	1
53	наиболее типичный и	1	1
54	они вовсе не	1	1
55	как то что	1	1
56	сами по себе	2	1
57	бы ни было	1	1
58	да еще и	2	1
59	как мы увидим	3	1
60	на самом же	1	1
61	того и другого	2	1
62	если бы не	1	1
63	может быть еще	1	1
64	и не в	2	1
65	взгляд может показаться	1	1
66	об этом уже	1	1
67	только один и	1	1
68	там где есть	1	1
69	том или другом	2	1
70	но в то	2	1
71	к своему собственному	1	1
72	в отношении к	2	1
73	он совершенно не	1	1
74	в связи с	1	1
75	но так что	1	1
76	вплоть до ее	1	1
77	поэтому все эти	1	1
78	та же самая	1	1
79	не в самом	1	1
80	но она не	1	1
81	перед нами два	1	1
82	таким образом и	1	1
83	и жизни и	1	1
84	самом же деле	1	1
85	бы не было	1	1
86	сих пор не	2	1
87	в него как	1	1
88	точки зрения своей	1	1
89	то что не	1	1
90	с самого начала	1	1
91	точек зрения и	2	1
92	каково бы ни	1	1
93	но все же	1	1
94	в этом его	1	1
95	друг от друга	1	1
96	в этих случаях	2	1
97	есть прежде всего	1	1
98	никогда не бывает	1	1
99	как ни в	1	1
100	друг с другом	5	1
101	дело не в	1	1
102	а именно в	1	1
103	друг в друга	1	1
104	к тому же	1	1
105	следует за ней	1	1
