N	3gram	Potebnia_M_2	Formalny
1	не может быть	2	10
2	в связи с	1	10
3	и т п	3	9
4	и в этом	1	5
5	с тем что	1	5
6	то же время	2	5
7	в то же	2	5
8	во всяком случае	7	5
9	между звуком и	2	5
10	и т д	3	5
11	вместе с тем	1	4
12	не могут быть	3	4
13	на самом деле	2	3
14	бы она ни	1	3
15	и не может	1	3
16	сам по себе	4	3
17	в большинстве случаев	1	3
18	не в том	2	3
19	в том смысле	4	3
20	с другой стороны	2	3
21	так и в	2	3
22	она ни была	1	3
23	для того чтобы	2	3
24	в этом смысле	2	2
25	и то и	1	2
26	сами по себе	7	2
27	в отличие от	1	2
28	в том случае	1	2
29	то и другое	4	2
30	в применении к	1	2
31	с самого начала	2	2
32	но все же	1	2
33	мы говорим о	1	2
34	том смысле что	1	2
35	в том что	7	2
36	и не в	1	2
37	мы знаем что	1	1
38	там где оно	2	1
39	что же касается	1	1
40	из нашего сознания	1	1
41	в ней все	1	1
42	прежде всего на	1	1
43	более или менее	8	1
44	к другому в	1	1
45	в таком виде	1	1
46	но даже и	1	1
47	и как увидим	1	1
48	нам кажется что	2	1
49	в этом случае	1	1
50	внутренняя форма слова	1	1
51	языка и не	1	1
52	этом смысле мы	1	1
53	потому что не	1	1
54	т п однако	1	1
55	с одной стороны	3	1
56	только в том	1	1
57	до сих пор	4	1
58	смысле в каком	1	1
59	при этом не	1	1
60	в таком случае	2	1
61	и в других	1	1
62	от одного к	2	1
63	в организме и	1	1
64	значение звука в	1	1
65	во всех этих	1	1
66	это не так	1	1
67	из того что	1	1
68	в собственном смысле	1	1
69	в той мере	1	1
70	языка и т	1	1
71	при помощи этого	1	1
72	что если бы	2	1
73	по крайней мере	5	1
74	а если и	1	1
75	того что они	2	1
76	том случае если	1	1
77	и связанные с	1	1
78	мы не можем	3	1
79	она входит в	1	1
80	можно думать что	2	1
81	каждый из этих	1	1
82	в том чтобы	1	1
83	связей с другими	1	1
84	могут быть названы	1	1
85	и тот же	1	1
86	смысле этого слова	3	1
87	в том как	1	1
88	ли можно будет	1	1
89	между тем в	1	1
90	в каком мы	1	1
91	не имеет места	1	1
92	в большей или	1	1
93	все же не	1	1
94	то что он	1	1
95	бы то ни	1	1
96	которое не может	1	1
97	сознания таким образом	1	1
98	мере в какой	1	1
99	том смысле в	1	1
100	один и тот	1	1
101	не для того	1	1
102	что они не	1	1
103	не было бы	4	1
104	она могла бы	1	1
105	таким образом в	2	1
106	но тем не	3	1
107	перед нами совсем	1	1
108	большей или меньшей	1	1
109	и тем самым	1	1
110	в свою очередь	6	1
111	ничего общего с	1	1
112	одного к другому	2	1
113	но все эти	1	1
114	если мы в	1	1
115	слово с его	1	1
116	сама по себе	2	1
117	тем не менее	5	1
118	то что они	1	1
119	той мере в	1	1
120	как и в	1	1
121	что и в	1	1
122	есть разница между	1	1
