N	2gram	Vygotskiy__1	Dialekti
1	и не	9	30
2	а не	3	18
3	и т	1	17
4	ничего не	3	17
5	может быть	14	17
6	то что	17	16
7	т д	1	15
8	и в	23	15
9	как бы	11	14
10	точки зрения	26	14
11	не имеет	2	14
12	так как	7	14
13	что это	3	13
14	по себе	5	13
15	того что	15	13
16	это не	1	12
17	в этом	17	11
18	и вот	2	11
19	говорить о	2	11
20	ясно что	2	11
21	в том	24	11
22	прежде всего	10	11
23	не может	12	11
24	и все	5	11
25	том что	21	10
26	в основе	8	10
27	потому что	6	10
28	с ее	1	10
29	то же	8	9
30	мы не	7	9
31	было бы	4	9
32	с точки	18	9
33	в виду	1	9
34	и что	5	9
35	уже не	2	9
36	и пр	2	9
37	значит что	1	9
38	все это	6	9
39	в чем	4	8
40	не в	4	8
41	в себе	6	8
42	не только	16	8
43	ни в	4	8
44	и это	3	8
45	и ее	7	8
46	это значит	1	8
47	не просто	1	7
48	что именно	3	7
49	и мы	3	7
50	как и	14	7
51	по крайней	1	7
52	и его	6	7
53	что оно	3	7
54	только в	6	7
55	крайней мере	1	7
56	что мы	5	7
57	или в	1	7
58	что он	7	7
59	что в	14	7
60	перед нами	5	6
61	хотя и	2	6
62	и тем	6	6
63	если бы	5	6
64	в то	7	6
65	же время	2	6
66	что и	1	6
67	так что	1	6
68	вовсе не	3	6
69	и даже	2	6
70	а именно	1	6
71	в результате	4	6
72	тем более	5	6
73	сказать что	11	6
74	в сфере	3	5
75	той же	2	5
76	в сущности	6	5
77	и на	8	5
78	быть в	1	5
79	с его	4	5
80	только тогда	2	5
81	сама по	1	5
82	в своем	3	5
83	то в	1	5
84	учение о	3	5
85	на то	5	5
86	что она	4	5
87	в нем	1	5
88	есть не	2	5
89	в жизни	1	5
90	что я	1	5
91	в ней	1	5
92	но что	1	5
93	того чтобы	17	5
94	тогда когда	3	5
95	как таковой	2	5
96	я не	3	5
97	в каком	3	5
98	таким образом	26	5
99	как только	1	5
100	о том	6	5
101	так и	5	5
102	можно сказать	5	5
103	именно в	6	5
104	в свете	4	5
105	если мы	2	5
106	для того	15	5
107	в смысле	2	5
108	и для	1	5
109	но если	1	5
110	также и	1	4
111	или по	1	4
112	оно есть	2	4
113	хотя бы	4	4
114	что они	3	4
115	в этой	7	4
116	в течение	2	4
117	и как	5	4
118	с их	1	4
119	в силу	6	4
120	и с	9	4
121	этом смысле	1	4
122	с тем	7	4
123	она не	3	4
124	так то	1	4
125	той или	1	4
126	что все	4	4
127	еще не	1	4
128	только так	1	4
129	в его	14	4
130	оказывается что	1	4
131	мы должны	5	4
132	мы видим	4	4
133	в одном	4	4
134	само по	1	4
135	как раз	4	4
136	отнюдь не	1	4
137	и отношение	2	4
138	так же	16	4
139	тому как	1	4
140	один из	2	4
141	бы в	5	4
142	жизни и	2	4
143	но и	14	4
144	должны быть	1	4
145	отношения к	3	3
146	и то	3	3
147	мы имели	1	3
148	чего не	1	3
149	едва ли	2	3
150	что если	2	3
151	же что	1	3
152	явлений с	1	3
153	не говорят	1	3
154	изменения и	1	3
155	со стороны	1	3
156	в истории	1	3
157	как в	4	3
158	с этим	6	3
159	когда он	2	3
160	и наконец	2	3
161	но в	5	3
162	от этого	2	3
163	та же	1	3
164	бы и	2	3
165	все эти	4	3
166	и если	3	3
167	одной и	2	3
168	на этом	2	3
169	об этом	3	3
170	мы уже	1	3
171	всегда и	3	3
172	в данном	2	3
173	в один	2	3
174	в своей	4	3
175	в их	3	3
176	чем заключается	1	3
177	и той	2	3
178	возможно только	1	3
179	только для	3	3
180	есть прежде	2	3
181	мы можем	6	3
182	могут быть	3	3
183	лежит в	2	3
184	в собственном	5	3
185	к жизни	1	3
186	сознания и	3	3
187	в словах	2	3
188	вот почему	2	3
189	и та	1	3
190	и следовательно	3	3
191	от всего	1	3
192	для всех	4	3
193	в виде	2	3
194	в области	3	3
195	за пределы	2	3
196	в природе	3	3
197	что не	1	3
198	на основании	5	3
199	и потому	2	3
200	из которых	3	3
201	или другой	1	3
