N	2gram	Bakhtin_Pr_4	RusskieA
1	и в	46	36
2	не только	14	22
3	том что	4	19
4	что в	4	19
5	в том	9	17
6	но и	12	16
7	так как	5	15
8	во время	1	14
9	и другие	3	13
10	в этом	16	12
11	в других	2	11
12	в xix	1	10
13	и на	11	10
14	это не	5	10
15	как и	12	10
16	как мы	12	10
17	вместе с	2	10
18	потому что	4	10
19	об этом	2	9
20	а в	2	9
21	и по	2	8
22	у нас	2	8
23	о том	5	8
24	один из	1	8
25	мы увидим	6	8
26	может быть	23	8
27	как это	1	8
28	так и	4	7
29	между тем	2	7
30	что и	3	7
31	и других	4	7
32	мы не	4	6
33	таким образом	4	6
34	при этом	5	6
35	с этого	1	6
36	уже не	4	6
37	в них	1	6
38	и не	27	6
39	все это	6	6
40	для нас	2	6
41	то что	4	6
42	как в	4	5
43	все же	4	5
44	во многих	1	5
45	при изучении	1	5
46	в которых	2	5
47	того как	2	5
48	как будто	1	5
49	и у	1	5
50	первый день	1	5
51	как бы	19	5
52	этом случае	1	5
53	мы имеем	3	4
54	еще не	7	4
55	во всех	5	4
56	в эти	1	4
57	с собой	3	4
58	входит в	1	4
59	из этих	3	4
60	в их	4	4
61	тому что	1	4
62	вплоть до	1	4
63	одна из	2	4
64	связи с	1	4
65	что на	1	4
66	к тому	2	4
67	его с	1	4
68	так в	2	4
69	еще в	1	4
70	и что	3	4
71	и их	3	4
72	тем что	3	4
73	а с	1	4
74	и др	1	4
75	в некоторых	1	4
76	в тех	1	4
77	по существу	3	4
78	но это	6	4
79	в связи	1	4
80	не может	19	4
81	только в	6	4
82	к этому	1	4
83	этот вечер	1	3
84	как правило	1	3
85	своего рода	4	3
86	если в	2	3
87	в своем	3	3
88	что это	1	3
89	на этом	3	3
90	то же	6	3
91	но все	2	3
92	далеко не	3	3
93	несмотря на	1	3
94	в этих	4	3
95	точки зрения	11	3
96	с точки	9	3
97	но они	1	3
98	их в	3	3
99	не менее	2	3
100	ничего не	2	3
101	и другой	1	3
102	приводит к	4	3
103	к жизни	2	3
104	не с	1	3
105	начиная с	1	3
106	то есть	40	3
107	или на	1	3
108	от них	2	3
109	только на	3	3
110	слова в	13	3
111	в одном	11	3
112	к ним	4	3
113	в области	1	3
114	на этот	2	3
115	так называемой	1	3
116	так же	3	3
117	в это	1	3
118	этого слова	2	3
119	не будем	1	3
120	и к	9	3
121	в свою	1	3
122	но эти	4	3
123	например в	4	2
124	между двумя	3	2
125	к другому	5	2
126	в доме	1	2
127	но она	2	2
128	на себя	4	2
129	их к	1	2
130	как не	1	2
131	это время	1	2
132	в ней	1	2
133	это имеет	1	2
134	на самом	1	2
135	но не	4	2
136	обстояло дело	1	2
137	к слову	2	2
138	с этим	2	2
139	мы можем	4	2
140	хотя и	6	2
141	и как	2	2
142	его к	2	2
143	некоторые исследователи	1	2
144	но в	6	2
145	та же	1	2
146	в целом	1	2
147	все эти	4	2
148	в нашем	1	2
149	и до	3	2
150	как он	3	2
151	что она	1	2
152	в нем	17	2
153	и лучше	1	2
154	чем у	3	2
155	в силу	1	2
156	в каждом	6	2
157	же не	1	2
158	и с	7	2
159	на этой	1	2
160	в жизни	5	2
161	такой же	3	2
162	в один	1	2
163	том же	4	2
164	для этого	2	2
165	она не	3	2
166	что ему	1	2
167	у него	5	2
168	и здесь	4	2
169	могут быть	2	2
170	и другим	1	2
171	они и	1	2
172	в более	1	2
173	мы наблюдаем	1	2
174	что у	1	2
175	иногда в	1	2
176	с ним	2	2
177	на все	2	2
178	и поэтому	1	2
179	на что	1	2
180	после того	1	2
181	в различных	3	2
182	в его	9	2
183	к ней	2	2
184	этот вопрос	2	2
185	в какой	1	2
186	наших целей	2	2
187	так что	2	2
188	в большинстве	9	2
189	в последний	2	2
190	его и	1	2
191	не было	2	2
192	чем в	1	2
193	для наших	3	2
194	себя и	3	2
195	но есть	1	2
196	с ней	1	2
197	и пр	2	2
198	до конца	4	2
199	не на	1	2
200	а не	11	2
201	его как	2	2
202	на весь	1	2
203	большинстве случаев	8	2
204	в частности	1	2
205	и потому	1	2
206	относятся к	1	2
207	там где	2	2
208	довольно много	1	2
209	будем останавливаться	1	2
210	быть и	1	2
211	между собой	1	2
212	мы видим	1	2
213	и для	3	2
214	или в	8	2
215	когда он	2	2
216	в своих	1	2
217	смысла не	1	1
218	мы обнаружим	1	1
219	границы между	1	1
220	ту же	2	1
221	также и	3	1
222	же как	2	1
223	чтобы не	1	1
224	мы здесь	2	1
225	самом деле	4	1
226	в приведенном	3	1
227	в первом	1	1
228	сам и	1	1
229	из самых	1	1
230	в определенные	1	1
231	которое могло	1	1
232	его чрезвычайно	1	1
233	по преимуществу	1	1
234	оно было	1	1
235	должна быть	2	1
236	собственном смысле	1	1
237	видеть в	1	1
238	над ней	1	1
239	и могут	1	1
240	несколько иной	1	1
241	мы уже	3	1
242	из всех	1	1
243	в несколько	1	1
244	или наоборот	1	1
245	собой как	1	1
246	что если	1	1
247	не во	1	1
248	вопрос о	2	1
249	из своих	2	1
250	к новой	1	1
251	этом не	1	1
252	приводят к	1	1
253	не вполне	1	1
254	и самой	1	1
255	нет но	2	1
256	того же	3	1
257	и он	6	1
258	в каждой	1	1
259	которую можно	1	1
260	в отличие	3	1
261	именно эти	1	1
262	не был	1	1
263	с его	5	1
264	этих случаях	2	1
265	а следовательно	2	1
266	а только	1	1
267	же она	1	1
268	по отношению	5	1
269	в общем	2	1
270	себе и	3	1
271	он пишет	1	1
272	отличие от	3	1
273	между основными	1	1
274	искал в	1	1
275	и должны	2	1
276	она как	1	1
277	на какое-нибудь	1	1
278	однако не	1	1
279	перед нами	12	1
280	целый ряд	2	1
281	и наконец	4	1
282	именно такие	1	1
283	тем же	3	1
284	увидим что	2	1
285	он на	1	1
286	от этого	2	1
287	поэтому и	2	1
288	из жизни	1	1
289	на некоторых	2	1
290	то и	2	1
291	в себе	7	1
292	тому же	1	1
293	на то	3	1
294	иногда же	2	1
295	что было	1	1
296	своим целям	1	1
297	он не	4	1
298	с новым	1	1
299	он должен	1	1
300	не к	3	1
301	не как	3	1
302	однако он	1	1
303	жизни здесь	1	1
304	с первым	1	1
305	не бывает	1	1
306	называя его	1	1
307	а затем	1	1
308	здесь мы	1	1
309	что все	1	1
310	и характер	1	1
311	значение в	2	1
312	о котором	2	1
313	те же	2	1
314	влиять на	1	1
315	и иногда	1	1
316	его в	1	1
317	на почве	2	1
318	известно что	1	1
319	должен был	1	1
320	и тем	2	1
321	не соответствует	1	1
322	ни в	6	1
323	можно это	1	1
324	этом мы	2	1
325	к своим	1	1
326	в этой	3	1
327	жизни то	1	1
