N	3gram	Bakhtin_Pr_2	Narrotol
1	в том что	4	8
2	о том что	3	6
3	по отношению к	8	6
4	в том числе	2	6
5	в отличие от	1	5
6	не может быть	6	5
7	все те же	1	4
8	том числе и	2	4
9	в данном случае	1	4
10	к тому же	1	4
11	с другой стороны	1	4
12	той или иной	3	4
13	но все же	2	4
14	можно сказать что	2	4
15	в этом отношении	2	3
16	тем не менее	1	3
17	то же время	3	3
18	в то же	3	3
19	по всей вероятности	1	2
20	в той или	2	2
21	более или менее	1	2
22	подобно тому как	2	2
23	с точки зрения	9	2
24	в таком случае	1	2
25	сами по себе	1	2
26	можно было бы	1	2
27	так же как	3	2
28	не только в	1	2
29	этой точки зрения	2	2
30	с точкой зрения	2	2
31	то есть в	8	2
32	здесь не в	1	2
33	тому или другому	1	1
34	и того же	1	1
35	каков бы он	1	1
36	как и для	1	1
37	прежде всего в	1	1
38	дело в том	1	1
39	на самом деле	1	1
40	в самом деле	3	1
41	в этом смысле	5	1
42	в равной степени	1	1
43	к самому герою	1	1
44	же как и	2	1
45	он не может	1	1
46	по крайней мере	2	1
47	точку зрения на	3	1
48	с таким же	1	1
49	но далеко не	1	1
50	до сих пор	2	1
51	не входит в	2	1
52	высказывания и в	1	1
53	отношению к нему	1	1
54	независимо от того	1	1
55	в той мере	1	1
56	или иной степени	2	1
57	и др в	1	1
58	он ни был	1	1
59	может быть только	2	1
60	в ней не	1	1
61	но в таком	1	1
62	и не дает	1	1
63	все равно что	1	1
64	к нему в	1	1
65	а не только	2	1
66	далеко не всегда	1	1
67	один из них	1	1
68	и с точки	1	1
69	всякую связь с	1	1
70	точки зрения и	1	1
71	ней не только	1	1
72	и как бы	2	1
73	что он видит	1	1
74	всю свою жизнь	1	1
75	то что он	1	1
76	а не как	1	1
77	мере в какой	1	1
78	не понимал с	1	1
79	в свое время	2	1
80	по себе не	1	1
81	они и не	1	1
82	а в литературе	1	1
83	одного из этих	1	1
84	двух или нескольких	1	1
85	само по себе	2	1
86	не кто иной	1	1
87	человеческой мысли о	1	1
88	на протяжении всего	2	1
89	может показаться что	1	1
90	далеко не все	1	1
91	в русской литературе	2	1
92	он не есть	1	1
93	одного и того	1	1
94	бы он ни	1	1
95	друг от друга	2	1
96	тем более что	1	1
97	о себе самом	3	1
98	тех или иных	1	1
99	мы уже отмечали	1	1
100	друг с другом	2	1
101	особое отношение к	1	1
102	в неразрывное единство	1	1
103	той мере в	1	1
104	как мы видели	3	1
105	кто иной как	1	1
