N	3gram	Propp_Isto_1	Problemy
1	в этом смысле	1	10
2	по отношению к	3	8
3	в том что	4	6
4	и в этом	1	5
5	в зависимости от	2	5
6	но в то	1	5
7	а не как	1	4
8	не может быть	7	4
9	подобно тому как	1	3
10	и т п	1	3
11	сами по себе	1	3
12	это не значит	1	3
13	в этом отношении	1	3
14	само по себе	2	3
15	с другой стороны	5	3
16	то же что	1	3
17	но все же	3	2
18	оно может быть	2	2
19	до сих пор	5	2
20	бы то ни	2	2
21	только то что	1	2
22	не только в	1	2
23	в большинстве случаев	4	2
24	все же не	2	2
25	можно было бы	3	2
26	именно потому что	1	2
27	в другом месте	1	1
28	мы видим не	1	1
29	он вскрывает в	1	1
30	же как и	1	1
31	дело в том	3	1
32	в нем и	1	1
33	даже тон рассказа	1	1
34	большей или меньшей	2	1
35	мы должны были	2	1
36	то что обычно	1	1
37	то же самое	3	1
38	в этом случае	1	1
39	может быть назван	2	1
40	они не могут	1	1
41	в своей книге	1	1
42	исследования но в	1	1
43	а так как	1	1
44	то что в	2	1
45	но он не	1	1
46	точно так же	3	1
47	на этот вопрос	2	1
48	в противном случае	1	1
49	она может быть	1	1
50	может быть только	1	1
51	героя кто он	1	1
52	то время как	3	1
53	непременно должна быть	1	1
54	какой бы то	1	1
55	так же как	2	1
56	а не только	1	1
57	того что он	1	1
58	в первом случае	1	1
59	то ни было	2	1
60	таким образом и	1	1
61	на первый взгляд	2	1
62	в какой бы	1	1
63	тех или иных	1	1
64	то и здесь	2	1
65	как один из	1	1
66	и в пределах	1	1
67	как будто бы	2	1
68	не могут быть	1	1
69	в большей или	1	1
70	не в том	1	1
71	тем или иным	1	1
72	не дает никакой	1	1
73	по себе не	1	1
74	что они не	1	1
75	о том что	3	1
76	того или иного	1	1
77	более или менее	5	1
78	таким образом в	1	1
79	в одном из	1	1
80	один из возможных	1	1
81	по себе а	1	1
82	в то время	3	1
83	с самого начала	2	1
84	в одном месте	2	1
85	ни одной из	1	1
86	уже не только	1	1
87	к тому что	1	1
88	дело здесь в	1	1
89	и пр каждый	1	1
90	до известной степени	1	1
91	друг с другом	3	1
92	и в нем	1	1
93	быть не может	1	1
94	для того чтобы	1	1
95	что и в	1	1
96	это не так	1	1
97	и т д	22	1
