N	3gram	Losev_Prob_5	FransuaR
1	в то же	1	6
2	то же время	1	6
3	с точки зрения	8	5
4	не только в	1	5
5	но и в	2	4
6	до сих пор	2	4
7	не может быть	2	4
8	в этом отношении	1	3
9	все же в	1	3
10	на первом плане	3	3
11	но в то	1	3
12	с одной стороны	3	3
13	о том что	9	3
14	с другой стороны	5	3
15	можно сказать что	3	2
16	но даже и	2	2
17	он видит в	2	2
18	содержит в себе	1	2
19	во всяком случае	2	2
20	xvii и xviii	1	2
21	но все же	2	2
22	в ту эпоху	1	2
23	в силу того	1	1
24	только потому что	1	1
25	другой стороны он	1	1
26	в те времена	2	1
27	там где нет	1	1
28	дело в том	2	1
29	по отношению к	2	1
30	в настоящее время	3	1
31	также и в	2	1
32	так и его	1	1
33	в одной из	1	1
34	не входит в	1	1
35	в значительной мере	2	1
36	то есть на	1	1
37	как и у	2	1
38	и после того	1	1
39	в виду в	1	1
40	далеко не всегда	3	1
41	же время это	1	1
42	можно найти еще	1	1
43	в конце концов	6	1
44	по существу и	1	1
45	в предисловии к	1	1
46	в области художественного	1	1
47	так и в	1	1
48	отношение к свободе	1	1
49	в какой степени	1	1
50	до некоторой степени	4	1
51	не только как	1	1
52	жизни в самом	1	1
53	но не только	1	1
54	области художественного творчества	1	1
55	с богами и	1	1
56	то есть только	1	1
57	силу того что	1	1
58	в наше время	1	1
59	вовсе не в	1	1
60	время это уже	1	1
61	здесь в связи	1	1
62	на самом деле	1	1
63	в новое время	3	1
64	на то что	2	1
65	в большинстве случаев	1	1
66	после того как	3	1
67	для того чтобы	2	1
68	в том что	8	1
69	то есть в	1	1
70	только тогда когда	3	1
71	в античном мире	2	1
72	на точке зрения	1	1
