N	2gram	Berdyaev_V_1	Myslijsy
1	потому что	4	46
2	то есть	1	34
3	в том	3	32
4	и в	16	30
5	может быть	1	28
6	то же	1	23
7	не только	2	21
8	только в	2	21
9	для нас	2	20
10	но и	5	19
11	того что	5	18
12	том что	2	18
13	то что	9	18
14	не есть	6	17
15	что в	3	17
16	и не	20	15
17	не в	3	15
18	в сознании	1	15
19	а не	7	15
20	что и	3	13
21	так как	9	13
22	вместе с	1	12
23	а в	2	12
24	так и	4	11
25	что оно	1	11
26	этого слова	1	11
27	есть уже	2	11
28	как в	1	10
29	в этом	4	10
30	как и	4	10
31	и что	3	10
32	мы не	2	9
33	в нем	4	9
34	между тем	2	9
35	для него	2	9
36	и то	2	8
37	в ней	4	8
38	в самом	1	8
39	что не	4	8
40	что мы	4	8
41	есть не	1	7
42	но не	2	7
43	с тем	2	7
44	тем что	2	7
45	как мы	1	7
46	вовсе не	1	7
47	с другой	1	7
48	к тому	3	7
49	то это	3	6
50	же что	1	6
51	между собою	1	6
52	с ним	2	6
53	не имеет	3	6
54	и теперь	2	6
55	что он	4	6
56	уже не	2	6
57	то и	1	6
58	а потому	1	6
59	образ и	1	6
60	но это	3	6
61	если б	1	5
62	человека и	6	5
63	и т	2	5
64	еще не	8	5
65	в своем	1	5
66	и тем	1	5
67	в них	3	5
68	что я	3	5
69	по крайней	1	5
70	не могут	2	5
71	крайней мере	1	5
72	уже в	1	5
73	должно быть	3	5
74	не было	3	4
75	что это	1	4
76	перестает быть	1	4
77	не к	2	4
78	и по	1	4
79	в котором	4	4
80	того как	1	4
81	это слово	1	4
82	до того	2	4
83	для того	1	4
84	оно не	3	4
85	и это	2	4
86	в его	4	4
87	один из	2	4
88	образа в	1	4
89	все равно	2	4
90	себя и	1	4
91	для человека	2	4
92	если не	3	4
93	и потому	7	4
94	все это	5	4
95	и от	1	4
96	другой стороны	1	4
97	все что	4	4
98	и есть	4	3
99	говорить о	4	3
100	бы ни	1	3
101	и на	1	3
102	в чем	3	3
103	в целом	1	3
104	т д	2	3
105	не будет	2	3
106	что все	4	3
107	и тогда	2	3
108	как бы	5	3
109	есть еще	1	3
110	тому что	3	3
111	на него	1	3
112	того чтобы	2	3
113	могут быть	2	3
114	слова с	1	3
115	для себя	1	3
116	в образе	4	3
117	быть может	1	3
118	в словах	1	3
119	и вообще	1	3
120	жизни не	1	3
121	к нему	1	3
122	вслед за	2	3
123	слова для	1	3
124	же и	1	3
125	за ним	3	3
126	прежде всего	2	3
127	и вместе	1	3
128	человеческой жизни	1	3
129	в одно	1	3
130	связь с	1	3
131	так же	1	3
132	в человеке	1	3
133	самого себя	2	3
134	не существует	1	3
135	а к	2	3
136	и все	4	3
137	в последнем	2	3
138	в которой	1	3
139	в искусстве	1	3
140	к этому	1	3
141	а между	2	2
142	и до	1	2
143	в их	1	2
144	что уже	1	2
145	все в	1	2
146	оно ни	1	2
147	с любовью	1	2
148	в новом	1	2
149	тогда как	1	2
150	отношение к	1	2
151	что они	7	2
152	я представляю	1	2
153	все же	1	2
154	далее и	1	2
155	его к	2	2
156	со своей	1	2
157	в этой	1	2
158	человеке и	1	2
159	свое место	1	2
160	и если	1	2
161	слово это	1	2
162	людей и	2	2
163	но все	1	2
164	художественный образ	1	2
165	ни в	3	2
166	не всегда	1	2
167	в своей	3	2
168	в которых	1	2
169	их в	3	2
170	что есть	5	2
171	она не	1	2
172	на котором	1	2
173	в разных	1	2
174	природы в	1	2
175	от этого	3	2
176	его с	1	2
177	отказаться от	1	2
178	и самое	1	2
179	в ее	1	2
180	когда в	2	2
181	и с	1	2
182	но мы	2	2
183	от него	2	2
184	от них	1	2
185	я думаю	2	2
186	природы и	1	2
187	в форме	2	2
188	и мы	3	2
189	мы видим	1	2
190	но как	1	2
191	в виде	1	2
192	слова не	1	2
193	в одном	1	2
194	себя от	1	2
195	но что	1	2
196	у него	1	2
197	не были	1	2
198	что человек	1	2
199	а с	2	2
200	души и	1	2
201	ко всем	1	2
202	он говорит	1	2
203	с этой	1	2
204	сознании и	1	2
205	будет понятно	1	2
206	уже на	2	2
207	бы в	1	2
208	на нас	2	2
209	есть то	1	2
210	жизни и	3	2
211	образ в	1	2
212	это в	1	2
213	не имел	2	1
214	искать в	1	1
215	быть бесконечно	1	1
216	человеческой души	1	1
217	в нашу	1	1
218	его связь	1	1
219	должна быть	3	1
220	его не	2	1
221	их и	1	1
222	человеческой природы	1	1
223	в первый	3	1
224	вопрос о	1	1
225	нас это	1	1
226	который был	1	1
227	только это	1	1
228	но она	1	1
229	и столь	1	1
230	он был	1	1
231	со словами	1	1
232	бы то	1	1
233	с его	3	1
234	так для	2	1
235	к нам	2	1
236	мы же	3	1
237	если в	1	1
238	его во	3	1
239	себе и	1	1
240	жизни все	2	1
241	нам право	1	1
242	нет и	2	1
243	и чем	1	1
244	которые не	2	1
245	и я	4	1
246	в истории	8	1
247	его на	1	1
248	своей и	1	1
249	еще и	1	1
250	нас за	2	1
251	хотя и	5	1
252	могли бы	1	1
253	же прямо	1	1
254	но в	3	1
255	зла не	1	1
256	духа в	1	1
257	к чему	3	1
258	существует лишь	1	1
259	все эти	3	1
260	только способ	1	1
261	тоже не	1	1
262	свободы но	1	1
263	бы от	1	1
264	и стало	1	1
265	к миру	1	1
266	одно целое	1	1
267	в понимании	1	1
268	слова которое	1	1
269	и вот	1	1
270	существует и	1	1
271	которое может	1	1
272	под конец	2	1
273	теперь еще	1	1
274	будем говорить	1	1
275	соединения с	1	1
276	конечная цель	1	1
277	в мире	5	1
278	конечно в	1	1
279	сознания так	1	1
280	и навсегда	1	1
281	лишь в	3	1
282	которого не	1	1
283	его личности	1	1
284	в глазах	1	1
285	это не	2	1
286	в жизни	3	1
287	люди не	2	1
288	в тот	1	1
289	она и	1	1
290	для чего	1	1
291	с такой	1	1
292	и было	1	1
293	в этих	3	1
294	места в	1	1
295	таким же	1	1
296	жизни с	1	1
297	не даст	1	1
298	история человечества	1	1
299	если нет	1	1
300	любовь к	3	1
301	сознания или	1	1
302	себя не	1	1
303	человека есть	1	1
304	и другое	1	1
305	много общего	1	1
306	в процессе	1	1
307	было не	1	1
308	и именно	1	1
309	нам и	1	1
310	ничего не	1	1
311	под этим	2	1
312	во всем	1	1
313	на людей	1	1
314	уже и	1	1
315	что на	1	1
316	всего что	1	1
317	ли что	1	1
318	видно и	1	1
319	и слияние	1	1
320	из всего	1	1
