N	3gram	Bakhtin_Fr_1	slovoVRo
1	то же время	1	12
2	в то же	1	12
3	в узком смысле	2	10
4	в той или	5	9
5	той или иной	5	9
6	или иной степени	1	9
7	с точки зрения	3	8
8	во всех его	2	7
9	в большинстве случаев	2	6
10	в отношении к	1	6
11	во всяком случае	1	5
12	зрения на мир	1	4
13	с одной стороны	2	4
14	с другой стороны	1	4
15	большей или меньшей	4	4
16	но в то	1	4
17	точки зрения на	1	3
18	в нем в	2	3
19	до конца и	1	3
20	в большей или	4	3
21	или меньшей степени	4	3
22	почти вовсе не	3	3
23	так и в	2	3
24	выходит за пределы	3	3
25	бы ни были	1	2
26	литературного языка но	1	2
27	а между тем	1	2
28	мы уже сказали	3	2
29	всегда в той	2	2
30	до сих пор	4	2
31	и не может	1	2
32	до известной степени	1	2
33	и др и	1	2
34	перестает быть тем	1	2
35	не укладывается в	1	2
36	смысловых и ценностных	1	2
37	может быть только	1	2
38	не только в	1	2
39	в них как	1	2
40	в известном смысле	1	2
41	не могут быть	1	2
42	как бы ни	2	2
43	они как бы	1	2
44	как мы уже	5	2
45	и в том	2	2
46	друг с другом	1	2
47	нам важна здесь	1	1
48	во всем своем	1	1
49	такова основная особенность	1	1
50	входит и сам	1	1
51	они были как	1	1
52	между прочим в	1	1
53	дело в том	2	1
54	в сущности всегда	1	1
55	в основе ее	1	1
56	имеем в виду	1	1
57	но это не	1	1
58	и так сказать	1	1
59	но именно эта	1	1
60	стерна и жан-поля	1	1
61	xviii века в	1	1
62	и в более	1	1
63	то или иное	1	1
64	в своей книге	2	1
65	находится в состоянии	1	1
66	не входит в	2	1
67	в отличие от	4	1
68	потому что по	1	1
69	но и в	2	1
70	с ним в	1	1
71	на самом же	3	1
72	в этом отношении	3	1
73	себе самому и	1	1
74	все эти типы	1	1
75	в литературе и	1	1
76	во всех областях	1	1
77	вовсе не были	1	1
78	своего исторического развития	1	1
79	у стерна и	3	1
80	все эти жанры	1	1
81	то есть без	1	1
82	в прокрустово ложе	1	1
83	в сущности только	1	1
84	и в частности	2	1
85	то есть его	1	1
86	в значительной степени	2	1
87	а как бы	1	1
88	конечно и в	1	1
89	всех различиях в	1	1
90	и в них	1	1
91	в меньшей степени	1	1
92	но и на	1	1
93	жизни но и	1	1
94	мы имеем в	1	1
95	свою связь с	1	1
96	вместе со своим	1	1
97	для своего выражения	1	1
98	во всех этих	2	1
99	укладывается в прокрустово	1	1
100	и ничего не	1	1
101	мир и на	1	1
102	а иногда прямо	1	1
103	нигде четко не	1	1
104	в нем всегда	1	1
105	так и на	1	1
106	в особенности в	1	1
107	свое наиболее полное	1	1
108	и др все	1	1
109	могла бы быть	1	1
110	в разной степени	2	1
111	всегда и повсюду	1	1
112	все эти формы	1	1
113	в сущности имеет	1	1
114	не может быть	1	1
115	в свое время	2	1
116	до наших дней	1	1
117	очень далек от	2	1
118	в данную эпоху	1	1
119	остановимся еще на	1	1
120	различные формы и	1	1
121	там где они	1	1
122	никогда не может	1	1
123	что не укладывается	1	1
124	на протяжении всего	2	1
125	еще далеко не	1	1
126	в одном из	1	1
127	то есть в	4	1
128	в этом специфическая	1	1
129	остаются в нем	1	1
130	меньшей степени чем	1	1
131	этапах своего исторического	1	1
132	эпохи и в	1	1
133	он еще не	1	1
134	и прежде всего	3	1
135	включает в себя	1	1
136	можно сказать что	1	1
137	бы они ни	1	1
138	не в меньшей	1	1
139	лежит в основе	1	1
140	существенную роль в	2	1
141	наиболее полное и	1	1
142	при всех различиях	1	1
143	на то или	1	1
144	и перестает быть	1	1
145	для нас в	1	1
146	начинают привлекать внимание	1	1
147	и почти вовсе	1	1
148	мы видим что	1	1
149	тех или иных	1	1
150	самом же деле	3	1
151	важны прежде всего	1	1
152	для того чтобы	1	1
153	в том что	6	1
154	именно потому что	1	1
155	на мир и	1	1
