N	3gram	Vinokur_Vv_1	FransuaR
1	то же время	5	9
2	в то же	5	9
3	для того чтобы	21	6
4	в том что	12	6
5	в этом отношении	3	5
6	но в то	3	5
7	в связи с	2	5
8	а также и	2	4
9	так же как	1	4
10	на самом деле	1	4
11	как мы видели	2	4
12	потому что он	2	3
13	до сих пор	5	3
14	в нем не	1	3
15	связи с этим	1	3
16	и прежде всего	1	3
17	потому что она	1	2
18	в другом месте	2	2
19	то же самое	2	2
20	не могло не	1	2
21	в чем же	3	2
22	дело в том	2	2
23	в средние века	1	2
24	с точки зрения	2	2
25	в отличие от	3	2
26	но в общем	1	2
27	можно было бы	3	2
28	и не в	1	2
29	в известной мере	2	2
30	в данном случае	4	2
31	и др в	1	2
32	можно говорить о	1	2
33	и не могут	2	2
34	по тому же	1	2
35	не может быть	8	2
36	нужно сказать что	1	2
37	можно сказать что	3	2
38	также и в	2	2
39	том что в	1	1
40	и того же	2	1
41	что иное как	4	1
42	вкладывает в уста	1	1
43	на других языках	1	1
44	значение и как	1	1
45	теми или иными	1	1
46	кроме того они	1	1
47	потому что в	1	1
48	на котором он	2	1
49	и той же	2	1
50	по отношению к	4	1
51	не только о	1	1
52	это то же	1	1
53	в самом деле	5	1
54	это в сущности	1	1
55	что одним из	1	1
56	он определяет как	1	1
57	свое значение и	2	1
58	в ней есть	1	1
59	тем что она	1	1
60	в строгом смысле	3	1
61	но уже и	1	1
62	одном и том	1	1
63	в значительной мере	1	1
64	вместе с тем	3	1
65	ему надо было	1	1
66	может быть и	2	1
67	не похожи на	1	1
68	в значительной степени	1	1
69	но как мы	1	1
70	по своему характеру	1	1
71	в его время	1	1
72	и том же	1	1
73	и как на	1	1
74	быть и речи	1	1
75	в одном случае	1	1
76	но вместе с	2	1
77	в нем есть	1	1
78	все то что	1	1
79	не могли не	1	1
80	дошедших до нас	1	1
81	одной и той	2	1
82	не мог не	1	1
83	в одном и	1	1
84	есть не что	2	1
85	в особенности в	1	1
86	что в своей	1	1
87	не что иное	4	1
88	от того что	1	1
89	человеческой культуры в	1	1
90	в свою очередь	1	1
91	о том что	12	1
92	у платона и	1	1
93	особой точки зрения	1	1
94	и в самом	3	1
95	о том насколько	1	1
96	той или иной	1	1
97	самое существенное в	1	1
98	как своего рода	1	1
99	один из важнейших	1	1
100	одного и того	2	1
101	дошедшие до нас	1	1
102	же время в	1	1
103	после того как	2	1
104	как мы уже	1	1
105	из этих двух	1	1
106	по этому поводу	2	1
107	это не просто	1	1
108	тем не менее	8	1
109	а именно в	1	1
110	только тогда когда	1	1
