N	3gram	Vygotskiy__3	Sovremen
1	мы не можем	1	6
2	с точки зрения	1	5
3	в зависимости от	5	4
4	не может быть	2	4
5	мы видели что	3	3
6	с самого начала	6	3
7	тем не менее	5	2
8	друг с другом	5	2
9	во всяком случае	4	2
10	в отличие от	6	2
11	в свою очередь	2	2
12	самый вопрос о	1	2
13	с помощью которых	7	2
14	так как он	1	2
15	то же самое	1	2
16	что иное как	1	1
17	в известном смысле	2	1
18	и в этом	2	1
19	которая не может	1	1
20	не могут быть	1	1
21	всяком случае не	1	1
22	этой стадии развития	3	1
23	возникновения и развития	1	1
24	в связи с	5	1
25	все более и	1	1
26	по отношению к	2	1
27	в целом при	1	1
28	в этом смысле	2	1
29	и той же	2	1
30	так же как	6	1
31	таким образом ясно	1	1
32	влечет за собой	1	1
33	в этом случае	1	1
34	должен быть поставлен	1	1
35	и речи мы	1	1
36	и благодаря этому	2	1
37	в дальнейшем мы	1	1
38	в том предмете	1	1
39	с помощью которой	2	1
40	до сих пор	1	1
41	и что следовательно	1	1
42	тот или иной	1	1
43	раз и навсегда	1	1
44	но тем не	1	1
45	представление о том	1	1
46	сами по себе	3	1
47	по аналогии с	1	1
48	есть не что	1	1
49	бы то ни	1	1
50	является ли оно	1	1
51	мы не знаем	1	1
52	помощью которых он	2	1
53	это значит что	4	1
54	все равно будет	1	1
55	на которых по	1	1
56	совершенно так же	2	1
57	но все эти	1	1
58	заключает в себе	2	1
59	более и более	1	1
60	можно было бы	5	1
61	все же в	2	1
62	к одному и	1	1
63	той или иной	2	1
64	образом ясно что	1	1
65	что дело идет	1	1
66	одной и той	2	1
67	не что иное	1	1
68	не подлежит никакому	1	1
69	но мы уже	1	1
70	со всеми его	1	1
71	в этой стадии	2	1
72	в процессе развития	1	1
73	в том что	17	1
74	в этой области	1	1
75	в данном случае	1	1
76	на этой стадии	2	1
77	никакому сомнению что	1	1
78	все эти три	1	1
79	и у нас	1	1
80	при этом с	1	1
81	то ни было	1	1
82	подлежит никакому сомнению	1	1
83	с одной стороны	5	1
84	и к другому	1	1
85	на этот раз	1	1
86	тот факт что	5	1
