N	4gram	Vygotskiy__4	VeschiIm
1	бы то ни было	1	9
2	не что иное как	1	8
3	одно и то же	6	5
4	с этой точки зрения	4	2
5	заключается в том что	13	2
6	но и то что	1	1
7	с одной стороны и	2	1
8	какое бы то ни	1	1
9	вопрос о том как	1	1
10	одного и того же	5	1
11	что в свою очередь	1	1
12	видим таким образом что	4	1
13	к одному и тому	4	1
14	в то время как	1	1
15	одному и тому же	4	1
16	мы видим таким образом	4	1
17	в том что он	1	1
18	не только то что	1	1
19	до самого последнего времени	1	1
20	в том смысле что	1	1
21	но само по себе	1	1
22	в том что это	1	1
23	что с точки зрения	1	1
