N	3gram	Propp_Russ_1	Analitik
1	в том что	15	9
2	в отличие от	1	6
3	значении этого слова	1	6
4	что иное как	2	5
5	по отношению к	1	5
6	с точки зрения	3	4
7	не что иное	2	4
8	о том что	4	3
9	состоит в том	8	3
10	подобно тому как	1	3
11	в таком случае	1	3
12	и т п	1	3
13	быть не может	1	3
14	и того же	1	2
15	это означает что	1	2
16	в этом отношении	1	2
17	в данном случае	1	2
18	в равной степени	2	2
19	в этом ряду	1	2
20	одного и того	1	2
21	в е годы	2	1
22	на себя внимание	1	1
23	по меньшей мере	1	1
24	а н веселовский	4	1
25	дело не только	1	1
26	точки зрения в	1	1
27	как будто не	1	1
28	а в случае	1	1
29	в частности изучение	1	1
30	на тех же	1	1
31	как мы увидим	5	1
32	и та же	1	1
33	на самом же	1	1
34	в собственном смысле	1	1
35	приводит нас к	1	1
36	еще не означает	1	1
37	в противном случае	1	1
38	собой не что	1	1
39	но и как	1	1
40	вместе с тем	6	1
41	ничего нам не	1	1
42	здесь мы имеем	1	1
43	обращает на себя	1	1
44	не только в	1	1
45	в особенности же	1	1
46	в свою очередь	2	1
47	как будто бы	1	1
48	еще в е	1	1
49	и как бы	1	1
50	самом деле как	1	1
51	все же не	2	1
52	одни и те	1	1
53	себя и не	1	1
54	во всяком случае	1	1
55	одна и та	1	1
56	самом же деле	1	1
57	в тексте и	1	1
58	существует независимо от	1	1
59	себя но и	1	1
60	или по меньшей	1	1
61	только тогда когда	1	1
62	и те же	1	1
63	в связи с	4	1
64	к тому что	4	1
65	друг с другом	1	1
66	как и в	1	1
67	этого слова в	1	1
