N	3gram	Bakhtin_Fr_6	Problema
1	о том что	5	9
2	с точки зрения	2	8
3	в том что	2	8
4	в связи с	1	7
5	в конце концов	1	6
6	с другой стороны	2	5
7	в настоящее время	1	3
8	и то что	2	3
9	на первом плане	1	3
10	вместе с тем	1	3
11	с одной стороны	4	3
12	а с другой	1	3
13	все же не	1	3
14	а именно в	1	3
15	в то время	1	3
16	можно сказать что	1	3
17	после того как	1	3
18	дело в том	1	2
19	по отношению к	1	2
20	никак не может	2	2
21	том что он	1	2
22	мы находим в	1	2
23	до сих пор	3	2
24	но и в	2	2
25	в значительной мере	1	2
26	в данном случае	2	2
27	мы находим и	1	2
28	и никак не	1	2
29	людей в этом	1	2
30	не может быть	1	2
31	потому что они	1	2
32	античного мифа о	1	2
33	у нас и	1	2
34	но все же	1	2
35	для того чтобы	1	2
36	в средневековой литературе	1	1
37	которого мы уже	1	1
38	между небом и	1	1
39	нас и нет	1	1
40	таким образом уже	1	1
41	в своем романе	1	1
42	девкалион и пирра	2	1
43	одним и тем	1	1
44	в себе самом	1	1
45	в самом деле	4	1
46	свидетельствует о том	1	1
47	о том как	1	1
48	еще и до	1	1
49	людей и животных	1	1
50	в нем и	1	1
51	таким образом здесь	1	1
52	в одной из	1	1
53	здесь вовсе не	1	1
54	и вообще на	1	1
55	этот же мотив	1	1
56	сам по себе	1	1
57	как мы увидим	2	1
58	между тем как	1	1
59	в огне и	1	1
60	а так как	1	1
61	в этом отношении	3	1
62	в большей степени	1	1
63	в природе и	1	1
64	нового времени в	1	1
65	еще в одном	1	1
66	смешиваются в одном	1	1
67	и тем же	1	1
68	как раз в	1	1
69	но в то	1	1
70	не только в	1	1
71	а также и	2	1
72	нас не дошло	1	1
73	и как бы	1	1
74	как и вообще	1	1
75	от радости что	1	1
76	в самом себе	1	1
77	хотя и в	2	1
78	с ним в	1	1
79	до нас не	3	1
80	то есть только	2	1
81	если мы будем	1	1
82	но до нас	1	1
83	то же время	5	1
84	и сейчас в	1	1
85	отношению к людям	1	1
86	то есть в	2	1
87	человеческого рода и	1	1
88	и до сих	1	1
89	из земли с	1	1
90	и превращается в	1	1
91	ни о каком	1	1
92	той или иной	1	1
93	она основана на	1	1
94	для всего космоса	1	1
95	в большинстве случаев	4	1
96	в то же	5	1
97	в античной литературе	1	1
98	в предисловии к	1	1
99	в нем не	1	1
100	то есть с	1	1
