N	2gram	Vygotskiy__4	Analitik
1	может быть	22	29
2	в том	21	27
3	не может	10	22
4	и не	13	21
5	в частности	4	19
6	и в	33	18
7	но и	3	17
8	а не	6	17
9	представляет собой	2	16
10	не только	7	15
11	не в	2	14
12	в этом	28	13
13	как и	5	13
14	в его	10	13
15	при этом	2	12
16	том что	22	12
17	в себе	6	11
18	то есть	13	11
19	но не	3	10
20	то же	9	9
21	иначе говоря	2	9
22	в то	3	9
23	а в	4	9
24	есть не	1	8
25	в мире	3	8
26	но в	2	8
27	в той	3	8
28	том чтобы	4	7
29	тем самым	3	7
30	к тому	12	7
31	этого слова	3	7
32	мы имеем	2	6
33	в сущности	6	6
34	по отношению	1	6
35	в самом	12	6
36	это не	6	6
37	далеко не	3	6
38	точки зрения	6	6
39	в своей	4	6
40	в основе	3	6
41	должен быть	1	6
42	времени и	2	6
43	же время	2	6
44	только в	4	6
45	себя в	4	6
46	то что	44	6
47	прежде всего	2	6
48	художественного произведения	1	5
49	в их	2	5
50	что иное	1	5
51	и на	5	5
52	иное как	1	5
53	и как	5	5
54	в целом	5	5
55	в этой	9	5
56	и его	5	5
57	о том	20	5
58	сводится к	2	5
59	между тем	1	5
60	такого рода	1	5
61	как бы	25	5
62	художественное произведение	1	5
63	отношению к	1	5
64	и состоит	1	5
65	что в	21	5
66	того же	1	4
67	не что	1	4
68	из того	1	4
69	столь же	2	4
70	более чем	1	4
71	все же	5	4
72	смысла но	1	4
73	тому же	3	4
74	не следует	1	4
75	с точки	4	4
76	и более	1	4
77	по себе	9	4
78	ни в	3	4
79	так и	3	4
80	с ним	5	4
81	в другом	1	4
82	с другой	2	4
83	в конечном	1	4
84	искусства в	1	4
85	того что	4	4
86	дело с	3	4
87	конечном счете	1	4
88	для того	23	4
89	с другим	1	4
90	именно в	2	4
91	себя и	1	4
92	во времени	1	4
93	вместе с	8	4
94	из которых	3	4
95	исходя из	4	4
96	истории литературы	1	4
97	ни было	1	4
98	и т	6	3
99	таком случае	1	3
100	и есть	4	3
101	между двумя	2	3
102	место в	2	3
103	это всегда	1	3
104	бы то	2	3
105	если в	1	3
106	в художественном	2	3
107	однако не	2	3
108	и к	2	3
109	в нашем	1	3
110	как он	5	3
111	в нем	7	3
112	он не	11	3
113	подобно тому	1	3
114	таким образом	13	3
115	то ни	1	3
116	не будет	4	3
117	бы быть	1	3
118	даже в	2	3
119	смысл и	4	3
120	в котором	2	3
121	всякий раз	6	3
122	того чтобы	22	3
123	т п	3	3
124	смысл его	1	3
125	о нем	4	3
126	в таком	4	3
127	как будто	8	3
128	или ином	1	3
129	оно может	1	3
130	могла бы	4	3
131	если бы	10	3
132	а также	1	3
133	к нему	1	3
134	с его	2	3
135	том или	1	3
136	еще не	1	3
137	и представляет	1	3
138	с одной	3	3
139	обратиться к	3	3
140	никто не	4	3
141	что и	3	3
142	одной стороны	3	3
143	а с	2	3
144	что не	4	3
145	смысла и	4	3
146	тому как	2	3
147	быть не	2	3
148	что мы	6	3
149	которая в	1	3
150	и все	12	3
151	хотя бы	2	3
152	будто бы	1	3
153	что он	20	3
154	говоря о	1	2
155	не остается	1	2
156	самом деле	12	2
157	на самом	6	2
158	он может	2	2
159	в первом	1	2
160	едва ли	2	2
161	также и	2	2
162	той же	4	2
163	а как	2	2
164	и то	2	2
165	события в	3	2
166	не все	2	2
167	не просто	4	2
168	за пределы	1	2
169	как говорит	2	2
170	что именно	3	2
171	как к	1	2
172	сюжетного построения	1	2
173	могли бы	2	2
174	в которой	4	2
175	все эти	6	2
176	бы не	2	2
177	из этих	2	2
178	думать что	2	2
179	рассказ о	1	2
180	и до	3	2
181	на его	1	2
182	какой бы	3	2
183	на этом	3	2
184	и с	2	2
185	на все	2	2
186	из них	4	2
187	вовсе не	5	2
188	творческий акт	2	2
189	так как	12	2
190	несмотря на	1	2
191	для чего	4	2
192	обозначить как	1	2
193	такой же	2	2
194	перед собой	1	2
195	для него	1	2
196	не должен	1	2
197	не столько	1	2
198	которое дает	1	2
199	случае это	1	2
200	вопрос о	2	2
201	только для	1	2
202	которые в	1	2
203	том и	1	2
204	для этого	8	2
205	тогда когда	1	2
206	только не	2	2
207	никогда не	5	2
208	из четырех	1	2
209	и является	2	2
210	потому что	24	2
211	в сознании	1	2
212	и заключается	1	2
213	отличается от	1	2
214	же самое	6	2
215	как мы	4	2
216	и о	4	2
217	ни одно	2	2
218	не могу	1	2
219	связей в	1	2
220	мысль о	1	2
221	в пределах	3	2
222	представляют собой	1	2
223	в искусстве	2	2
224	не решает	1	2
225	читателя в	2	2
226	и сам	1	2
227	на примере	2	2
228	должно быть	3	2
229	и восприятия	1	2
230	и та	2	2
231	и просто	1	2
232	можно сказать	2	2
233	ним и	1	2
234	деле в	1	2
235	романа в	1	2
236	один из	2	2
237	в двух	4	2
238	ли он	2	2
239	бы ни	1	2
240	или не	1	2
241	при помощи	4	2
242	его и	2	2
243	себе в	1	2
244	сами по	3	2
245	для художественного	1	2
246	со стороны	2	2
247	было бы	12	2
248	создания и	2	2
249	душевной жизни	1	2
250	и потому	2	2
251	она есть	2	2
252	не является	2	2
253	это как	1	2
254	нет ничего	1	2
255	понимать как	1	2
256	другой стороны	2	2
257	была бы	2	2
258	других людей	1	2
259	в какой	5	2
260	себя как	1	1
261	художественном произведении	1	1
262	вопрос зачем	1	1
263	речь идет	3	1
264	например в	3	1
265	зависимость от	1	1
266	человека и	1	1
267	три слова	1	1
268	сам по	2	1
269	с кем	1	1
270	этом понимании	1	1
271	и должны	1	1
272	самих событий	1	1
273	ее никто	1	1
274	литературная критика	1	1
275	он всегда	1	1
276	сам автор	2	1
277	не имеют	1	1
278	в какой-то	1	1
279	все те	2	1
280	его что	1	1
281	мы уже	5	1
