N	3gram	Bakhtin_Pr_5	Problema
1	по отношению к	6	19
2	не может быть	3	11
3	с точки зрения	2	6
4	должно отметить что	1	5
5	в отличие от	2	5
6	в высшей степени	3	5
7	в его целом	2	5
8	и прежде всего	4	5
9	в большинстве случаев	2	5
10	не входит в	1	4
11	в данном случае	1	4
12	с другой стороны	3	4
13	на самом деле	9	3
14	в самом деле	1	3
15	в этом смысле	3	3
16	бы то ни	3	3
17	можно было бы	2	3
18	то же время	10	3
19	художественное произведение в	1	3
20	в том что	2	3
21	в то же	10	3
22	тем не менее	1	3
23	и в нем	3	3
24	в чем не	1	2
25	можно сказать что	1	2
26	то же самое	1	2
27	в том же	1	2
28	со всех сторон	1	2
29	в строгом смысле	1	2
30	ни в чем	1	2
31	и не может	2	2
32	и в то	2	2
33	то ни было	3	2
34	может и не	1	2
35	так и в	2	2
36	мы можем сказать	2	2
37	к нему и	4	2
38	той или иной	4	2
39	не может и	1	2
40	для того чтобы	1	2
41	в этом отношении	1	2
42	может войти в	2	1
43	чего бы то	2	1
44	а между тем	3	1
45	то есть как	1	1
46	к себе самому	13	1
47	а вовсе не	1	1
48	в свою очередь	1	1
49	бы они ни	1	1
50	в этом произведении	1	1
51	подобно тому как	2	1
52	ибо в нем	2	1
53	и пр в	1	1
54	в том и	1	1
55	протяжении всего романа	2	1
56	внутреннего человека как	1	1
57	о том как	1	1
58	самим собою и	1	1
59	в нем и	1	1
60	именно как слово	1	1
61	до сих пор	1	1
62	и в других	1	1
63	резко отличается от	1	1
64	или хотя бы	1	1
65	с самим собою	7	1
66	в нем он	1	1
67	себе самому к	1	1
68	от него он	1	1
69	может быть и	1	1
70	что дело идет	1	1
71	не может но	1	1
72	и не в	2	1
73	в значительной степени	1	1
74	то время как	1	1
75	в другом направлении	2	1
76	как бы уже	3	1
77	себе и не	1	1
78	но в то	4	1
79	человека из подполья	13	1
80	самом деле и	1	1
81	смысле этого слова	2	1
82	в ней в	1	1
83	вне себя как	1	1
84	во всем последующем	1	1
85	и в этом	2	1
86	в целом в	1	1
87	и как бы	1	1
88	и ничего не	1	1
89	во всех отношениях	1	1
90	и понять его	1	1
91	к своему предмету	1	1
92	то есть не	1	1
93	в нем не	1	1
94	в этом направлении	1	1
95	в творчестве достоевского	4	1
96	и со всею	1	1
97	лицом к лицу	1	1
98	и в том	1	1
99	строгом смысле этого	1	1
100	независимо от их	1	1
101	не чем иным	1	1
102	внутреннего и внешнего	2	1
103	в свое время	1	1
104	еще нет здесь	1	1
105	с ними в	1	1
106	то что в	1	1
107	в нем нет	1	1
108	чем иным как	1	1
109	раз и навсегда	1	1
110	в то время	1	1
111	его отношение к	4	1
112	том и в	1	1
113	на протяжении всего	4	1
114	всего то что	1	1
115	и в самом	3	1
116	можем сказать что	2	1
117	вопрос о том	1	1
118	о мире и	2	1
119	к нему с	1	1
120	они ни были	1	1
121	но именно поэтому	1	1
122	не может обойтись	1	1
123	как мы уже	2	1
124	это как бы	1	1
125	к тому что	1	1
126	мы уже указывали	1	1
127	его же собственным	1	1
128	как и в	1	1
129	дело в том	1	1
130	с первого же	1	1
131	и в другом	1	1
132	мы еще не	1	1
