N	2gram	Bakhtin_Fr_3	Psycholo
1	и в	40	38
2	то что	5	35
3	все время	1	30
4	в том	8	25
5	в самом	6	25
6	самом деле	3	21
7	что в	12	20
8	может быть	9	19
9	и что	1	18
10	точки зрения	2	16
11	в ней	4	15
12	то есть	18	15
13	и т	1	14
14	том что	4	14
15	если бы	3	14
16	как бы	3	14
17	потому что	2	14
18	в этом	15	13
19	в этой	3	13
20	не только	13	12
21	таким образом	10	12
22	было бы	4	12
23	не в	1	12
24	мы видим	5	12
25	мы увидим	2	12
26	что он	2	11
27	то же	7	10
28	в сущности	9	10
29	что это	1	10
30	и не	13	10
31	и все	9	10
32	с точки	1	9
33	того чтобы	4	9
34	с этим	2	8
35	все же	2	8
36	и как	3	8
37	говорит что	1	8
38	с тем	1	8
39	как и	11	8
40	в одном	7	8
41	видим что	1	8
42	и это	2	8
43	но только	1	8
44	так что	1	8
45	вовсе не	12	8
46	как раз	5	8
47	для того	3	8
48	перед нами	1	8
49	из этого	2	8
50	мы уже	13	7
51	с другой	2	7
52	заключается в	1	7
53	не может	3	7
54	все то	2	7
55	как мы	10	7
56	в ее	3	7
57	никак не	3	7
58	между тем	3	7
59	а не	5	7
60	а в	3	7
61	и на	8	6
62	как это	1	6
63	и если	2	6
64	он не	9	6
65	бы совершенно	1	6
66	мы видели	3	6
67	в котором	2	6
68	тому что	1	6
69	не имеет	1	6
70	самого начала	1	6
71	и его	17	6
72	с самого	1	6
73	и здесь	4	6
74	о том	4	6
75	один из	4	6
76	с одной	1	6
77	из них	4	6
78	так как	4	6
79	до сих	4	6
80	там где	3	6
81	он говорит	6	6
82	мы не	2	5
83	в своем	7	5
84	в которой	2	5
85	так сказать	5	5
86	на этом	2	5
87	в другом	3	5
88	несмотря на	1	5
89	с такой	1	5
90	в своей	6	5
91	в его	13	5
92	но и	11	5
93	вместе с	3	5
94	в той	6	5
95	сих пор	4	5
96	или в	1	5
97	о котором	1	5
98	другой стороны	1	5
99	во всех	6	4
100	что они	1	4
101	как в	3	4
102	когда он	1	4
103	в целом	2	4
104	все эти	8	4
105	в тех	1	4
106	раз в	2	4
107	в себе	3	4
108	если он	1	4
109	в нем	5	4
110	при этом	3	4
111	здесь мы	2	4
112	она была	1	4
113	смысл и	1	4
114	не могли	1	4
115	что этот	1	4
116	что эта	1	4
117	одна из	3	4
118	никогда не	1	4
119	больше чем	2	4
120	как будто	1	4
121	здесь совершенно	1	4
122	мы все	1	4
123	в виду	7	4
124	согласиться с	1	4
125	что и	3	4
126	с той	1	4
127	только в	3	4
128	конечно не	2	4
129	у него	8	4
130	и даже	4	4
131	из которых	1	4
132	в течение	2	4
133	того что	1	4
134	и для	5	4
135	в свою	1	4
136	сказать что	3	4
137	который не	1	4
138	ее в	1	4
139	в своих	5	4
140	того же	2	3
141	и этот	2	3
142	из всех	4	3
143	на тему	2	3
144	и к	3	3
145	но в	8	3
146	из этих	2	3
147	не к	2	3
148	одно и	1	3
149	могла бы	1	3
