N	2gram	Tiupa_Hudo_1	VerxiiNi
1	и в	14	26
2	с тем	1	18
3	в этом	11	15
4	точки зрения	5	13
5	как бы	7	12
6	в том	12	11
7	из этих	1	10
8	не только	12	10
9	и с	4	10
10	может быть	5	10
11	связи с	4	9
12	так как	1	9
13	но и	5	9
14	что в	6	9
15	но не	3	8
16	в общем	1	8
17	главным образом	1	8
18	и у	1	8
19	с другой	1	8
20	и не	2	8
21	но в	5	7
22	но все	1	7
23	из них	4	7
24	том что	16	7
25	потому что	5	7
26	с одной	1	7
27	то что	8	7
28	а с	2	7
29	одной стороны	1	7
30	все же	3	6
31	все эти	3	6
32	в себе	11	6
33	всяком случае	1	6
34	с точки	3	6
35	в отношении	1	6
36	к тому	7	6
37	так и	13	6
38	и т.д	1	6
39	о том	12	6
40	в конце	4	6
41	несмотря на	4	6
42	и потому	2	6
43	все это	2	6
44	мы должны	1	6
45	во всяком	1	6
46	отношение к	1	5
47	сих пор	2	5
48	и к	4	5
49	в силу	1	5
50	в мире	3	5
51	лишь в	3	5
52	или менее	1	5
53	не имеет	2	5
54	того чтобы	3	5
55	никогда не	6	5
56	с другом	1	5
57	в его	8	5
58	до сих	2	5
59	а не	12	5
60	к жизни	5	5
61	друг с	1	5
62	и для	3	5
63	одной из	2	5
64	более или	1	5
65	то же	9	4
66	в самом	4	4
67	в этой	8	4
68	и по	3	4
69	что все	1	4
70	он не	4	4
71	далеко не	1	4
72	в которых	1	4
73	в то	8	4
74	в нем	3	4
75	а в	7	4
76	что оно	1	4
77	и что	2	4
78	и только	1	4
79	только в	5	4
80	к своим	1	4
81	ничем не	3	4
82	не может	7	4
83	из которых	1	4
84	в смысле	1	4
85	и от	4	4
86	в этих	5	4
87	что он	9	4
88	же как	2	3
89	если в	2	3
90	к сожалению	1	3
91	в своем	4	3
92	когда он	1	3
93	и как	1	3
94	за собой	1	3
95	в которой	1	3
96	так или	2	3
97	при этом	12	3
98	тем не	4	3
99	если бы	3	3
100	не менее	5	3
101	как о	1	3
102	к концу	1	3
103	и о	4	3
104	с самого	1	3
105	на нее	1	3
106	ясно что	2	3
107	можно сказать	4	3
108	в значительной	2	3
109	путь к	1	3
110	того что	4	3
111	но с	2	3
112	хотя бы	1	3
113	в качестве	9	3
114	так что	2	3
115	уже не	7	3
116	связывается с	1	3
117	для него	10	3
118	в одном	1	3
119	и даже	3	3
120	или иначе	2	3
121	в связи	3	3
122	в рамках	2	3
123	с этой	2	3
124	в результате	2	3
125	конце концов	1	3
126	отношению к	8	3
127	и другие	1	3
128	в таком	3	3
129	говорили о	1	2
130	связана с	1	2
131	и это	4	2
132	его не	1	2
133	ни у	1	2
134	принято называть	1	2
135	еще не	7	2
136	и на	3	2
137	с его	5	2
138	во всех	1	2
139	различия между	1	2
140	относится к	1	2
141	общего с	1	2
142	что именно	1	2
143	он в	1	2
144	на то	4	2
145	не могла	1	2
146	они в	2	2
147	с именем	1	2
148	не как	1	2
149	его от	1	2
150	состоит в	2	2
151	заключает в	2	2
152	то ни	1	2
153	в глазах	6	2
154	к которым	1	2
155	с самых	1	2
156	признать что	1	2
157	не в	7	2
158	как от	2	2
159	иной раз	1	2
160	вплоть до	1	2
161	самого начала	1	2
162	этими двумя	1	2
163	не могло	1	2
164	только не	1	2
165	в самой	1	2
166	же время	8	2
167	этом отношении	3	2
168	ему в	1	2
169	не потому	1	2
170	не могут	1	2
171	в среде	1	2
172	и другой	1	2
173	пор еще	1	2
174	ничего общего	1	2
175	но при	1	2
176	приводит к	3	2
177	в образе	1	2
178	особенно в	2	2
179	не исчерпывается	1	2
180	в виду	1	2
181	с того	2	2
182	а также	3	2
183	между тем	8	2
184	и человеком	1	2
185	вслед за	1	2
186	наконец в	1	2
187	по своей	4	2
188	один из	4	2
189	тот же	1	2
190	между этими	1	2
191	уже в	1	2
192	больше не	2	2
193	в начале	2	2
194	одно из	1	2
195	не исключая	1	2
196	он один	1	2
197	и из	1	2
198	именно в	7	2
199	по своим	1	2
200	прежде всего	11	2
201	выступает в	1	2
202	связано с	1	2
203	превращается в	3	2
204	не было	4	2
205	и все	4	2
206	когда же	1	2
207	по своему	3	2
208	на пути	1	2
209	что мы	1	2
210	только для	2	2
211	же самое	1	2
212	при таком	1	2
213	о котором	2	2
214	совершенно иной	2	2
215	пути к	1	2
216	но когда	1	2
217	только что	4	2
218	в свою	1	2
219	сказать что	1	2
220	к его	1	2
221	одновременно и	5	2
222	из этого	1	2
223	ли они	1	2
224	жизни и	5	2
225	можно назвать	1	2
226	все что	1	2
227	этой точки	1	2
228	как известно	1	1
229	можно говорить	1	1
230	речь идет	3	1
231	в сфере	1	1
232	таком случае	1	1
233	в этот	1	1
234	начинается с	2	1
235	а между	1	1
236	смысле слова	1	1
237	самом деле	5	1
238	своей основной	1	1
239	это и	1	1
240	другому человеку	2	1
241	что когда	2	1
242	в первом	1	1
