N	2gram	Voloshinov_1	Myslijsy
1	и в	3	30
2	может быть	1	28
3	то же	1	23
4	не только	1	21
5	но и	1	19
6	и не	1	15
7	а не	1	15
8	если бы	1	12
9	в то	1	10
10	для него	1	9
11	из этих	1	9
12	в ней	1	8
13	к тому	1	7
14	в языке	1	7
15	не может	4	6
16	же время	1	5
17	не менее	1	5
18	с другими	1	5
19	художественного произведения	1	5
20	в его	1	4
21	один из	2	4
22	и все	1	3
23	тому что	1	3
24	и на	1	3
25	в каждом	1	3
26	бы в	1	2
27	точки зрения	1	2
28	себя от	1	2
29	связи с	1	2
30	несмотря на	1	2
31	в системе	1	2
32	мы видим	1	2
33	грамматических категорий	1	2
34	может и	1	1
35	исходя из	1	1
36	если в	2	1
37	нет и	1	1
38	тех же	1	1
39	можно назвать	1	1
40	и заставляет	1	1
41	так называемая	1	1
42	истории но	1	1
43	нуждаются в	1	1
44	с точки	1	1
45	по своим	1	1
46	лежащие в	1	1
47	при сравнении	1	1
48	себе все	1	1
49	на нее	1	1
