N	4gram	Tiupa_Lite_3	SlovoVZh
1	бы то ни было	2	3
2	с одной стороны и	2	2
3	в игру все время	1	1
4	что в игру все	1	1
5	входят в самое восприятие	1	1
6	трех говорящего автора слушателя	1	1
7	мы все время берем	1	1
8	интимным взаимоотношением двоих форма	1	1
9	лишь поскольку они входят	1	1
10	самое восприятие художественного произведения	1	1
11	автора героя и слушателя	1	1
12	автора слушателя читателя и	1	1
13	действительно произнесенное или осмысленно	1	1
14	не вне художественного события	1	1
15	вмешивается третий участник слушатель	1	1
16	время учитывает третьего слушателя	1	1
17	все время вмешивается третий	1	1
18	и продукт социального взаимодействия	1	1
19	учитывает третьего слушателя который	1	1
20	существеннейшее влияние на все	1	1
21	берем не вне художественного	1	1
22	взаимодействия трех говорящего автора	1	1
23	продукт социального взаимодействия трех	1	1
24	свое незаместимое место в	1	1
25	произнесенное или осмысленно написанное	1	1
26	художественного события а лишь	1	1
27	со специфической социальной структурой	1	1
28	слушателя читателя и того	1	1
29	ком или о чем	1	1
30	других творца и героя	1	1
31	вне художественного события а	1	1
32	социального взаимодействия трех говорящего	1	1
33	который и оказывает существеннейшее	1	1
34	и слушателя мы все	1	1
35	в то же время	7	1
36	есть выражение и продукт	1	1
37	взаимоотношением двоих форма все	1	1
38	двух других творца и	1	1
39	все время берем не	1	1
40	героя никогда не бывает	1	1
41	и оказывает существеннейшее влияние	1	1
42	события а лишь поскольку	1	1
43	слово есть выражение и	1	1
44	и героя никогда не	1	1
45	оказывает существеннейшее влияние на	1	1
46	игру все время вмешивается	1	1
47	всякое действительно произнесенное или	1	1
48	события со специфической социальной	1	1
49	о чем говорят героя	1	1
50	третьего слушателя который и	1	1
51	автора и героя никогда	1	1
52	а лишь поскольку они	1	1
53	в самое восприятие художественного	1	1
54	выражение и продукт социального	1	1
55	слушателя мы все время	1	1
56	участник слушатель который меняет	1	1
57	время берем не вне	1	1
58	они входят в самое	1	1
59	и того о ком	1	1
60	того о ком или	1	1
61	слушателя который и оказывает	1	1
62	говорящего автора слушателя читателя	1	1
63	о ком или о	1	1
64	слушатель который меняет и	1	1
65	двоих форма все время	1	1
66	на все моменты произведения	1	1
67	поскольку они входят в	1	1
68	героя и слушателя мы	1	1
69	читателя и того о	1	1
70	время вмешивается третий участник	1	1
71	или о чем говорят	1	1
72	влияние на все моменты	1	1
73	третий участник слушатель который	1	1
74	художественного события со специфической	1	1
75	все время учитывает третьего	1	1
76	форма все время учитывает	1	1
