N	2gram	Potebnia_M_4	Psycholo
1	то что	29	32
2	и в	23	31
3	в том	23	30
4	и т	7	26
5	то есть	34	26
6	что в	17	23
7	может быть	26	22
8	таким образом	24	20
9	при помощи	3	20
10	при этом	15	19
11	ясно что	1	19
12	так как	14	18
13	художественного произведения	1	17
14	не может	11	17
15	как и	14	16
16	том что	12	16
17	т п	4	16
18	и не	18	16
19	точки зрения	4	15
20	только в	15	14
21	не только	10	13
22	что и	7	13
23	а не	12	13
24	мы не	8	12
25	если мы	2	12
26	так же	4	12
27	в этом	23	12
28	в самом	3	11
29	не в	11	11
30	в области	2	11
31	могут быть	7	11
32	в сущности	2	10
33	на то	7	10
34	того что	14	10
35	художественное произведение	2	10
36	потому что	33	10
37	самом деле	3	9
38	по себе	11	9
39	как в	7	9
40	показать что	1	8
41	т д	3	8
42	и что	7	8
43	никогда не	3	8
44	что мы	10	8
45	вместе с	6	8
46	все это	5	8
47	во всяком	5	8
48	только тогда	5	7
49	том чтобы	1	7
50	заключается в	1	7
51	на основании	4	7
52	сказать что	8	7
53	того чтобы	4	7
54	и его	2	7
55	о том	8	7
56	есть в	5	7
57	тому как	2	7
58	что он	4	7
59	искусство есть	1	6
60	что это	7	6
61	зависимости от	1	6
62	внутренняя форма	2	6
63	очевидно что	7	6
64	из этих	2	6
65	что она	2	6
66	для того	6	6
67	было бы	8	6
68	если бы	13	6
69	в его	5	6
70	вслед за	1	6
71	всяком случае	3	6
72	вовсе не	7	6
73	и даже	2	6
74	одной стороны	1	6
75	а в	5	6
76	и есть	3	5
77	то же	14	5
78	в ее	2	5
79	с одной	1	5
80	что всякое	1	5
81	и совершенно	1	5
82	подобно тому	2	5
83	показывает что	1	5
84	она не	2	5
85	в то	4	5
86	тогда когда	8	5
87	в процессе	3	5
88	с и	2	5
89	как будто	1	5
90	утверждать что	1	5
91	то время	1	5
92	для нас	14	5
93	с другой	2	5
94	мы видим	2	5
95	отдельных лиц	1	5
96	так что	5	5
97	само по	5	5
98	это есть	3	5
99	как бы	5	5
100	все же	1	5
101	и для	2	5
102	и все	4	5
103	другой стороны	1	5
104	в котором	4	4
105	мы имеем	4	4
106	в которой	6	4
107	в виду	3	4
108	столь же	2	4
109	у него	1	4
110	отличие от	1	4
111	мы различаем	2	4
112	формы в	3	4
113	в себе	14	4
114	и если	3	4
115	одной и	1	4
116	работа мысли	3	4
117	от себя	1	4
118	что я	11	4
119	тому что	2	4
120	только из	1	4
121	совершенно правильно	1	4
122	у нас	2	4
123	к тому	3	4
124	те же	3	4
125	со стороны	3	4
126	прежде всего	1	4
127	между тем	9	4
128	один из	2	4
129	и у	2	4
130	могло бы	1	4
131	мы можем	10	4
132	там где	3	4
133	и так	3	4
134	как это	1	4
135	как нельзя	1	4
136	этого слова	7	4
137	и о	4	4
138	чтобы понять	2	4
139	в этих	3	4
140	указывает на	2	4
141	в искусстве	3	4
142	в своих	2	4
143	речь идет	1	3
144	например в	3	3
145	на деле	2	3
146	тем же	1	3
147	что эти	3	3
148	должна быть	1	3
149	той же	3	3
150	нуждаются в	1	3
151	вопрос о	2	3
152	из которых	2	3
153	в которых	3	3
154	мысль что	3	3
155	но не	1	3
156	образа к	1	3
157	с психологической	2	3
158	с этим	7	3
159	в своем	8	3
160	хотя и	5	3
161	что по	2	3
162	и к	6	3
163	но в	8	3
164	в произведении	1	3
165	та же	1	3
166	уже в	5	3
167	в этой	1	3
168	им в	1	3
169	состоит в	2	3
170	в силу	7	3
171	и по	3	3
172	тому чтобы	1	3
173	в каждом	3	3
174	не будет	3	3
175	разница между	1	3
176	может стать	1	3
177	к которым	3	3
178	с тем	7	3
179	в слове	22	3
180	в своей	1	3
181	представить себе	2	3
182	и той	1	3
183	что эта	1	3
184	мысли в	2	3
185	точно так	2	3
186	только не	3	3
187	во всем	1	3
188	внутреннюю форму	3	3
189	что на	2	3
190	у меня	1	3
191	все то	1	3
192	не могут	2	3
193	когда мы	6	3
194	и другой	1	3
195	не есть	9	3
196	что при	1	3
197	и это	2	3
198	что все	4	3
199	в собственном	1	3
200	роль в	1	3
201	и когда	2	3
202	так и	6	3
203	что у	3	3
204	по тому	2	3
205	но мы	2	3
206	же мысль	1	3
207	он не	2	3
208	ее от	1	3
209	с здесь	1	3
210	в частности	1	3
211	дело с	1	3
212	в обществе	2	3
213	не можем	5	3
214	только на	4	3
215	и других	3	3
216	это обстоятельство	2	3
217	а потому	1	3
218	слова в	3	3
219	от того	4	3
220	и только	3	3
221	до сих	4	3
222	не было	12	3
223	под влиянием	1	3
224	внутренней формы	10	3
225	исходя из	1	3
226	в состоянии	2	3
227	сих пор	4	3
228	но это	3	3
229	должны быть	3	3
230	потому не	1	3
231	от всех	1	3
232	жизни и	1	3
233	все что	2	3
234	как на	1	3
235	в таком	4	3
236	я сказал	1	2
237	то на	1	2
238	произведения но	1	2
239	ту же	3	2
240	таком случае	2	2
241	того же	1	2
242	и то	5	2
243	и без	2	2
244	на самом	3	2
245	идет о	1	2
246	мысли а	2	2
247	поэзии и	7	2
248	есть не	4	2
249	отличие поэтического	1	2
250	как мы	2	2
251	способ мышления	1	2
252	человека и	3	2
253	есть нечто	5	2
254	оно есть	2	2
255	но даже	2	2
256	быть в	1	2
257	в чем	1	2
258	на основе	1	2
259	но как	1	2
260	не то	5	2
261	искусство в	1	2
262	отношение к	2	2
263	объективное и	1	2
264	как говорит	1	2
265	если она	1	2
266	независимо от	6	2
267	мысли но	4	2
268	чего мы	1	2
269	и художественного	1	2
270	увидим что	1	2
271	в себя	1	2
272	бы и	5	2
273	есть для	5	2
274	то я	1	2
275	в известном	1	2
276	и тот	3	2
277	в нем	7	2
278	главным образом	1	2
279	чувственный образ	11	2
280	из виду	2	2
281	произведения с	1	2
282	и с	4	2
283	его в	4	2
284	но совершенно	1	2
285	и тем	4	2
286	в них	3	2
287	далеко не	1	2
288	не всегда	3	2
289	к значению	2	2
290	и тогда	1	2
291	к чему-то	1	2
292	что такое	7	2
293	в такой	1	2
294	с точки	3	2
295	и понятия	2	2
