N	2gram	Propp_Russ_1	Istorich
1	в сказке	1	50
2	и в	36	22
3	мы имеем	4	19
4	в этом	12	17
5	и т	10	16
6	т е	17	16
7	т д	9	15
8	что в	19	15
9	не только	22	14
10	мы видели	1	13
11	в доме	2	12
12	в лес	1	12
13	но и	16	12
14	и не	6	12
15	в дом	2	12
16	в этих	3	11
17	может быть	8	11
18	и пр	2	11
19	или в	2	11
20	но в	2	10
21	после чего	2	10
22	таким образом	6	10
23	еще не	4	10
24	в нем	2	9
25	в сказках	1	9
26	что и	7	9
27	в том	17	9
28	что он	1	9
29	вместе с	10	9
30	как мы	10	8
31	этот случай	1	8
32	дома в	1	8
33	мы видим	2	8
34	что они	7	8
35	с этим	2	8
36	том что	19	8
37	но не	2	7
38	то что	6	7
39	и здесь	2	7
40	мы должны	2	7
41	уже не	6	7
42	из них	8	7
43	так как	15	7
44	там где	2	7
45	этих случаях	1	7
46	предположить что	2	7
47	к этому	4	7
48	то же	3	6
49	мы уже	1	6
50	не вполне	1	6
51	на столбах	1	6
52	не все	1	6
53	это не	10	6
54	во время	14	6
55	как указывает	1	6
56	ничего не	3	6
57	связи с	4	6
58	возможно что	1	6
59	так в	4	6
60	если бы	1	6
61	в них	6	6
62	что здесь	1	6
63	то и	1	6
64	мы можем	2	6
65	а не	2	6
66	в течение	5	6
67	а в	9	6
68	с ней	2	6
69	все же	5	5
70	он не	1	5
71	что она	2	5
72	здесь мы	1	5
73	на охоту	1	5
74	в этой	1	5
75	тем не	3	5
76	не менее	3	5
77	могут быть	2	5
78	к нему	1	5
79	в свете	2	5
80	того что	4	5
81	один из	8	5
82	так что	2	5
83	можно установить	1	5
84	не противоречит	1	5
85	показывает что	5	5
86	в некоторых	4	5
87	в частности	2	5
88	или по	1	5
89	есть и	1	5
90	этом случае	5	5
91	мы здесь	1	4
92	и на	10	4
93	все эти	2	4
94	на этом	3	4
95	и с	2	4
96	не всегда	1	4
97	у нас	8	4
98	как это	8	4
99	можем предположить	1	4
100	к ней	2	4
101	видим что	1	4
102	и его	1	4
103	тем что	4	4
104	что на	4	4
105	она не	2	4
106	в пределах	1	4
107	в дальнейшем	2	4
108	находится в	2	4
109	только в	4	4
110	случаи когда	1	4
111	его и	2	4
112	в других	11	4
113	представляют собой	7	4
114	связано с	1	4
115	они не	1	4
116	власть над	1	4
117	в данном	1	4
118	для нас	6	4
119	в свою	3	4
120	на смену	1	4
121	не может	4	4
122	и другие	13	4
123	в русских	1	3
124	увидим ниже	3	3
125	эти случаи	1	3
126	их и	3	3
127	имеет свою	1	3
128	самый акт	1	3
129	что иное	2	3
130	представление о	3	3
131	и ее	1	3
132	и говорят	1	3
133	не совсем	4	3
134	иное как	2	3
135	в чем	1	3
136	некоторое время	1	3
137	в обрядах	1	3
138	целый ряд	1	3
139	и как	2	3
140	и к	3	3
141	следующим образом	4	3
142	в целом	2	3
143	представляет собой	4	3
144	из этих	4	3
145	их в	3	3
146	в немецкой	1	3
147	а затем	1	3
148	его в	1	3
149	было бы	1	3
150	должен был	1	3
151	для них	3	3
152	далеко не	3	3
153	как и	10	3
154	состоит в	8	3
155	указать что	1	3
156	должны были	2	3
157	такое толкование	2	3
158	одном из	1	3
159	не будем	3	3
160	и эти	1	3
161	детей и	2	3
162	потому что	10	3
163	а мы	2	3
164	он и	1	3
165	к тому	4	3
166	что некоторые	1	3
167	они и	2	3
168	о том	8	3
169	данном случае	1	3
170	на том	1	3
171	что у	2	3
172	этому же	2	3
173	от них	3	3
174	раньше чем	1	3
175	в его	2	3
176	приведенных материалов	1	3
177	с ними	5	3
178	и у	5	3
179	у него	2	3
180	из приведенных	3	3
181	мы еще	1	3
182	на смерть	1	3
183	в связи	4	3
184	так же	3	3
185	мы увидим	8	3
186	быть и	2	3
187	но это	4	3
188	между прочим	2	3
189	и все	1	3
190	сказать что	1	3
191	не что	2	3
192	этим объясняется	1	3
193	не единственный	1	3
194	все что	1	3
195	где ты	1	2
196	ту же	1	2
197	например в	2	2
198	на самом	2	2
199	но тем	2	2
200	странным образом	1	2
201	не имеют	1	2
202	этот обряд	3	2
203	или наоборот	1	2
204	же как	1	2
205	вопрос о	1	2
206	время от	1	2
207	от своих	1	2
208	но она	2	2
209	на себя	2	2
210	и он	1	2
211	в ней	2	2
212	доме и	1	2
213	как правило	3	2
214	на другой	1	2
215	к жизни	3	2
216	по отношению	1	2
217	в качестве	3	2
218	себе и	1	2
219	мы сейчас	1	2
220	на стол	4	2
221	независимо от	2	2
222	его на	1	2
223	как в	5	2
224	в своем	3	2
225	хотя и	2	2
226	что по	4	2
227	в этот	10	2
228	мы рассмотрим	1	2
229	то время	1	2
230	во многих	5	2
231	и и	2	2
232	тому же	1	2
233	при этом	6	2
234	видно что	6	2
235	всех этих	2	2
236	в виде	6	2
237	так и	7	2
238	но все	3	2
239	же не	2	2
240	на все	2	2
241	большинстве случаев	2	2
242	уже знаем	1	2
243	известно что	1	2
244	земледелия и	1	2
245	ни в	1	2
246	с тем	8	2
247	со своими	1	2
248	и для	2	2
249	и было	1	2
250	после этого	4	2
251	и некоторые	3	2
252	такой же	2	2
253	точки зрения	3	2
254	в которых	5	2
255	стоит в	2	2
256	в животном	1	2
257	что было	1	2
258	но они	3	2
259	и более	2	2
260	жены на	1	2
261	на кладбище	4	2
262	в то	1	2
263	хотелось бы	1	2
264	не имеет	6	2
265	одна из	4	2
266	здесь на	1	2
267	в русском	4	2
268	относится к	1	2
269	как будто	5	2
270	вот почему	1	2
271	как только	1	2
272	в самых	1	2
273	время они	1	2
274	и это	1	2
275	и о	1	2
276	с собой	4	2
277	гл iii	1	2
278	не с	3	2
279	связанных с	1	2
280	после того	2	2
281	по материалам	2	2
282	на землю	1	2
283	и что	4	2
284	за это	1	2
285	в силу	2	2
286	а также	3	2
287	там же	5	2
288	должно было	2	2
289	между тем	7	2
290	в три	1	2
291	же в	1	2
292	же можно	1	2
293	производилось в	1	2
294	этот вопрос	2	2
295	и действительно	1	2
296	очень много	1	2
297	и так	1	2
298	в жизни	2	2
299	что не	1	2
300	за счет	2	2
301	мы знаем	1	2
302	ходить на	1	2
303	всяком случае	1	2
304	русский материал	1	2
305	в одном	3	2
306	и один	1	2
307	с обрядом	1	2
308	только на	3	2
309	в особенности	2	2
310	сюда же	1	2
311	после смерти	1	2
312	и др	4	2
313	но есть	2	2
314	что им	1	2
315	не было	2	2
316	представления о	1	2
317	так на	2	2
318	и вновь	1	2
319	уже давно	1	2
320	нет никаких	1	2
321	и потому	2	2
322	в тех	4	2
323	можно сказать	1	2
324	на одной	1	2
325	если не	1	2
326	от него	1	2
327	или не	1	2
328	не дает	1	2
329	ты не	1	2
330	случаи показывают	1	2
331	сообщает о	4	2
332	совсем так	1	2
333	отношению к	1	2
334	жизни и	1	2
335	точно так	1	2
336	он на	1	2
337	во всяком	1	2
338	стол на	1	1
339	другие детали	1	1
340	состояла в	1	1
341	также и	1	1
342	таком случае	1	1
343	рассматривается как	1	1
344	самых разнообразных	1	1
345	песни и	3	1
346	а из	1	1
347	самом деле	1	1
348	в приведенном	1	1
349	и до	2	1
350	и за	1	1
351	встречается и	2	1
352	несколько иной	1	1
353	из всех	1	1
354	в несколько	1	1
355	что изучение	1	1
356	она показывает	1	1
357	мы не	6	1
358	ниже что	1	1
359	этого нет	1	1
360	на место	1	1
361	приводят к	1	1
362	происходило в	1	1
363	такое положение	1	1
364	они связаны	1	1
365	нет но	1	1
366	происхождение этого	1	1
367	на них	1	1
368	между собой	2	1
369	некоторых местах	1	1
370	изучить этот	1	1
371	материалами и	1	1
372	в различных	2	1
373	землю и	1	1
374	имеем здесь	1	1
375	однако совершенно	1	1
376	другой пример	1	1
377	очень ясно	2	1
378	к ним	3	1
379	ответ на	1	1
380	будет ниже	1	1
381	иногда и	5	1
382	тут же	2	1
383	не просто	2	1
384	отнюдь не	2	1
385	в гости	1	1
386	общего с	1	1
387	от до	1	1
388	изучение этого	1	1
389	к новому	1	1
390	это был	1	1
391	перед нами	1	1
392	кроме того	1	1
393	его к	2	1
394	это показывает	2	1
395	во двор	1	1
396	тынинке по	1	1
397	говорят о	1	1
398	что это	3	1
399	русских народных	1	1
400	в другие	8	1
401	ни одна	1	1
402	идут в	1	1
403	е с	1	1
404	общеизвестно что	1	1
405	и те	3	1
406	на то	1	1
407	главным образом	2	1
408	носят название	2	1
409	должна быть	1	1
410	видел в	1	1
411	видеть в	1	1
412	не как	1	1
413	здесь говорится	1	1
414	том чтобы	1	1
415	его от	2	1
416	подобно тому	1	1
417	сказок у	1	1
418	и по	8	1
419	так например	6	1
420	сказках герой	1	1
421	и наоборот	1	1
422	этому вопросу	2	1
423	по своему	1	1
424	встречаются и	1	1
425	как они	2	1
426	и встречается	1	1
427	об этом	9	1
428	на этой	2	1
429	и иногда	1	1
430	входит в	4	1
431	в и	17	1
432	но их	1	1
433	и тем	1	1
434	не соответствует	1	1
435	по всему	1	1
436	только одно	1	1
437	этом мы	1	1
438	есть некоторая	1	1
439	русском фольклоре	1	1
440	мы тебя	1	1
441	которой он	1	1
442	оно имеет	1	1
443	не единственная	1	1
444	народы у	1	1
445	чем в	2	1
446	наука в	1	1
447	этим в	1	1
448	рассмотрим некоторые	1	1
449	но если	1	1
450	к тем	3	1
451	делалось в	2	1
452	ассимиляция с	1	1
453	с точки	3	1
454	могли иметь	1	1
455	просто в	1	1
456	видел и	1	1
457	по три	1	1
458	она в	3	1
459	и цель	1	1
460	представляла собой	2	1
461	установить что	1	1
462	это подтверждается	1	1
463	от времени	1	1
464	своего рода	3	1
465	дров и	1	1
466	есть один	1	1
467	которые в	1	1
468	свет на	1	1
469	ко всему	1	1
470	не могли	1	1
471	что этот	4	1
472	чтобы решить	1	1
473	как можно	2	1
474	сам он	1	1
475	случае их	1	1
476	был уже	1	1
477	вплоть до	4	1
478	которые она	1	1
479	как из	1	1
480	того как	5	1
481	или другие	2	1
482	ее с	1	1
483	и сама	1	1
484	но вместе	1	1
485	подобное же	1	1
486	считает что	1	1
487	должны будем	1	1
488	почему именно	1	1
489	на которых	1	1
490	тем из	1	1
491	дворец и	1	1
492	не имели	1	1
493	в разных	3	1
494	именно с	2	1
495	впрочем в	1	1
496	помочь в	1	1
497	до того	2	1
498	только с	1	1
499	домах на	1	1
500	они показывают	1	1
