N	2gram	Bakhtin_sl_1	Narrotol
1	не только	16	26
2	а не	15	17
3	но и	16	15
4	при этом	6	14
5	в том	3	14
6	в качестве	3	14
7	и не	16	14
8	в этом	12	13
9	и в	41	13
10	том что	2	13
11	такого рода	2	12
12	только в	6	11
13	в частности	2	11
14	может быть	14	10
15	в данном	3	10
16	сводится к	1	9
17	так и	11	9
18	то есть	26	9
19	к тому	3	9
20	а в	6	9
21	в себе	3	8
22	не в	7	8
23	не может	14	8
24	у него	3	6
25	в своем	3	6
26	все же	7	6
27	и к	5	6
28	но в	8	6
29	в жизни	1	6
30	никогда не	3	6
31	ничего не	4	6
32	данном случае	3	6
33	можно сказать	2	6
34	а также	2	6
35	в его	13	6
36	того что	3	6
37	со стороны	1	6
38	прежде всего	8	6
39	как бы	12	6
40	отличие от	1	5
41	как в	8	5
42	хотя и	2	5
43	в нем	30	5
44	тем не	1	5
45	он не	3	5
46	таким образом	9	5
47	на протяжении	2	5
48	и тем	2	5
49	далеко не	5	5
50	точки зрения	16	5
51	в котором	2	5
52	место в	1	5
53	не столько	1	5
54	в то	14	5
55	о том	3	5
56	в форме	1	5
57	с одной	4	5
58	с другой	5	5
59	одной стороны	4	5
60	себе самому	1	5
61	в той	10	5
62	в отличие	1	5
63	то же	14	4
64	в ее	2	4
65	в этой	1	4
66	перед нами	4	4
67	уже не	2	4
68	все его	4	4
69	и уже	1	4
70	в своей	7	4
71	не к	1	4
72	не менее	1	4
73	в себя	1	4
74	если бы	1	4
75	как у	1	4
76	в другом	2	4
77	в какой	1	4
78	для него	3	4
79	у нее	1	4
80	как и	4	4
81	мира в	1	4
82	в литературе	1	4
83	не является	2	4
84	и все	4	4
85	в герое	1	4
86	с ним	7	4
87	же в	1	4
88	и у	2	4
89	жизни и	1	4
90	все что	1	4
91	а как	2	3
92	мы имеем	1	3
93	с его	4	3
94	но не	2	3
95	что они	2	3
96	как к	2	3
97	в целом	2	3
98	все эти	9	3
99	в известном	2	3
100	и его	14	3
101	так сказать	5	3
102	от которого	1	3
103	внутренней речи	3	3
104	и по	2	3
105	того или	2	3
106	в слове	7	3
107	характер и	1	3
108	и того	1	3
109	точку зрения	3	3
110	тому что	2	3
111	одна из	2	3
112	того чтобы	1	3
113	же время	12	3
114	по своей	1	3
115	этом отношении	1	3
116	той или	9	3
117	на том	2	3
118	и сам	3	3
119	между собой	2	3
120	о котором	1	3
121	о нем	4	3
122	за пределами	2	3
123	существенную роль	1	3
124	это не	6	3
125	известном смысле	2	3
126	один из	4	3
127	с ними	3	3
128	между тем	2	3
129	то и	1	3
130	или даже	2	3
131	то у	1	3
132	как раз	2	3
133	и даже	6	3
134	или иной	9	3
135	да и	1	3
136	с этой	3	3
137	и для	4	3
138	лицо и	1	3
139	сказать что	2	3
140	или иного	2	3
141	в таком	1	3
142	и т	28	2
143	он может	2	2
144	в чужой	1	2
145	к другому	1	2
146	героя на	1	2
147	мы не	2	2
148	же как	2	2
149	в ней	4	2
150	еще не	4	2
151	столь же	2	2
152	на самом	2	2
153	могли бы	1	2
154	в самом	5	2
155	из этих	3	2
156	роль в	2	2
157	на то	1	2
158	вследствие этого	1	2
159	жизнью и	1	2
160	что она	1	2
161	к миру	1	2
162	которая не	3	2
163	той же	2	2
164	зрения на	7	2
165	было бы	3	2
166	несмотря на	1	2
167	высказывания как	1	2
168	с точки	8	2
169	и что	1	2
170	от его	3	2
171	но он	2	2
172	и более	1	2
173	однако в	1	2
174	в процессе	4	2
175	не могло	3	2
176	только не	1	2
177	потому что	2	2
178	для нас	2	2
179	со своим	5	2
180	с таким	1	2
181	в сознании	2	2
182	у нас	2	2
183	и здесь	3	2
184	все то	1	2
185	в направлении	1	2
186	оно не	6	2
187	и он	1	2
188	здесь не	2	2
189	на свой	1	2
190	и иные	1	2
191	можно было	2	2
192	те же	2	2
193	и вследствие	1	2
194	или иначе	1	2
195	эти два	1	2
196	что и	1	2
197	дело с	1	2
198	со всеми	1	2
199	себя в	9	2
200	в виде	2	2
201	в начале	1	2
202	не все	1	2
203	персонажа и	1	2
204	в душе	1	2
205	на одном	1	2
206	т п	23	2
