N	2gram	Potebnia_M_4	Psycholo
1	то что	29	44
2	и в	23	33
3	в этом	23	28
4	и что	7	25
5	как бы	5	25
6	потому что	33	24
7	для того	6	23
8	том что	12	22
9	того чтобы	4	22
10	может быть	26	22
11	что в	17	21
12	в том	23	21
13	о том	8	20
14	что он	4	20
15	и мы	5	15
16	только что	3	15
17	как это	1	14
18	что это	7	13
19	таким образом	24	13
20	то есть	34	13
21	так же	4	13
22	и не	18	13
23	все это	5	13
24	сказать что	8	13
25	самом деле	3	12
26	в самом	3	12
27	было бы	8	12
28	все то	1	12
29	к тому	3	12
30	и все	4	12
31	если мы	2	12
32	так как	14	12
33	он не	2	11
34	что все	4	11
35	на то	7	10
36	что она	2	10
37	если бы	13	10
38	в его	5	10
39	как она	2	10
40	не может	11	10
41	то же	14	9
42	в этой	1	9
43	и если	3	9
44	по себе	11	9
45	как будто	1	8
46	вместе с	6	8
47	в каком	4	8
48	показать что	1	7
49	в своем	8	7
50	не только	10	7
51	в нем	7	7
52	что шекспир	1	7
53	так что	5	7
54	и только	3	7
55	для нас	14	7
56	и т	7	6
57	на самом	3	6
58	в сущности	2	6
59	в ней	2	6
60	перед нами	1	6
61	все эти	3	6
62	в себе	14	6
63	во время	2	6
64	точки зрения	4	6
65	но он	1	6
66	что эта	1	6
67	тому что	2	6
68	в самой	2	6
69	когда мы	6	6
70	же самое	4	6
71	это не	7	6
72	мы видим	2	6
73	у него	1	6
74	а не	12	6
75	что мы	10	6
76	мы должны	2	6
77	как на	1	6
78	мы уже	3	5
79	полагает что	1	5
80	мы не	8	5
81	и на	3	5
82	только после	1	5
83	с этим	7	5
84	все же	1	5
85	и как	2	5
86	и может	4	5
87	ясно что	1	5
88	как и	14	5
89	самого начала	2	5
90	никогда не	3	5
91	и его	2	5
92	и это	2	5
93	с самого	1	5
94	и совершенно	1	5
95	казалось бы	1	5
96	с ним	5	5
97	заключается в	1	5
98	вовсе не	7	5
99	мы можем	10	5
100	связь с	1	5
101	из этого	2	5
102	и есть	3	4
103	той же	3	4
104	в которой	6	4
105	я не	2	4
106	не то	5	4
107	том чтобы	1	4
108	не будет	3	4
