N	3gram	Losev_Dial_3	Mirosoze
1	не может быть	6	8
2	что и в	1	4
3	что иное как	6	3
4	же как и	1	3
5	до сих пор	1	3
6	к тому что	2	3
7	так же как	2	3
8	от того что	1	3
9	и в этом	2	3
10	это и есть	2	3
11	есть не что	3	3
12	не что иное	6	3
13	и той же	1	2
14	подобно тому как	4	2
15	и никогда не	1	2
16	в нем нет	1	2
17	т е в	4	2
18	у нас не	1	2
19	все что было	1	2
20	и та же	1	2
21	одна и та	1	2
22	о том что	5	2
23	одной и той	1	2
24	ни в чем	1	2
25	как и в	3	2
26	что это не	2	2
27	в том что	3	2
28	том что в	1	1
29	но что это	2	1
30	а следовательно и	1	1
31	она и есть	2	1
32	не мог бы	1	1
33	одном из самых	1	1
34	потому что в	1	1
35	с особенной силой	1	1
36	только тогда когда	3	1
37	с точки зрения	14	1
38	в этом мире	1	1
39	для себя и	1	1
40	как и все	2	1
41	сам по себе	5	1
42	то я не	1	1
43	друг на друга	1	1
44	на что не	1	1
45	в этом отношении	1	1
46	он хочет быть	1	1
47	на то что	3	1
48	есть и в	1	1
49	личности и ее	1	1
50	не выходит из	1	1
51	чтобы не было	1	1
52	жизни он не	1	1
53	– я сам	1	1
54	не имеет своего	1	1
55	не есть ни	3	1
56	они должны быть	1	1
57	что он существует	1	1
58	то стало быть	1	1
59	и есть свобода	1	1
60	не вижу и	1	1
61	ни на что	1	1
62	и в основе	1	1
63	есть не только	2	1
64	что у него	1	1
65	я не могу	1	1
66	но так как	1	1
67	и что же	1	1
68	что же такое	2	1
69	на наших глазах	1	1
70	не в силах	1	1
71	что это –	1	1
72	не может нас	1	1
73	не может существовать	2	1
74	это – чисто	1	1
75	той или иной	2	1
76	лежит и в	1	1
77	у нее нет	1	1
78	и в движении	1	1
79	но это –	2	1
80	сама по себе	4	1
81	на самом деле	1	1
82	ну и что	1	1
83	том что все	1	1
