N	4gram	Vygotskiy__6	Psycholo
1	заключается в том что	5	7
2	одной и той же	3	4
3	то же самое что	1	2
4	в том что в	1	2
5	в то время как	5	2
6	точно так же как	1	2
7	и не может быть	1	1
8	в том смысле что	2	1
9	же как и в	1	1
10	не что иное как	1	1
11	никакой роли и что	1	1
12	с этой точки зрения	1	1
13	он должен был оставить	1	1
14	то время как у	1	1
15	в связи с этим	1	1
16	одного и того же	4	1
17	в силу того что	5	1
18	с самого начала что	2	1
19	в зависимости от того	1	1
20	так же как и	1	1
21	приводит к тому что	1	1
22	с точки зрения этой	1	1
23	один и тот же	1	1
24	вместе с тем и	2	1
25	есть не что иное	1	1
