N	2gram	Vinokur_Ku_3	Problemy
1	и не	10	31
2	и в	23	29
3	в его	11	24
4	может быть	14	24
5	в этом	16	22
6	а не	11	22
7	т е	32	21
8	точки зрения	23	19
9	как бы	5	19
10	для него	1	18
11	не только	17	15
12	то что	4	15
13	то же	6	14
14	не как	2	14
15	и его	1	14
16	рядом с	1	14
17	но и	3	14
18	в пределах	2	13
19	с точки	16	13
20	уже не	8	13
21	точка зрения	4	12
22	таким образом	9	12
23	как и	5	12
24	не может	6	12
25	в самом	13	10
26	этом смысле	1	10
27	в то	3	10
28	только в	6	10
29	в одном	2	10
30	там где	3	10
31	все эти	7	9
32	все же	5	9
33	это не	3	9
34	если бы	8	9
35	же время	1	9
36	о нем	1	9
37	но не	3	9
38	по отношению	3	8
39	что в	13	8
40	по себе	6	8
41	в каждом	1	8
42	как не	1	8
43	в том	22	8
44	что он	6	8
45	потому что	12	8
46	в своем	4	8
47	в своей	4	8
48	отношению к	2	8
49	и на	1	7
50	за пределы	2	7
51	и как	2	7
52	но в	2	7
53	в себе	1	7
54	зрения на	3	7
55	входит в	1	7
56	с другими	2	7
57	том что	11	7
58	не в	5	7
59	вовсе не	5	7
60	она не	3	7
61	так и	6	7
62	лишь как	1	7
63	прежде всего	9	7
64	а в	5	7
65	самом деле	14	6
66	так же	2	6
67	менее всего	1	6
68	в одной	1	6
69	как в	4	6
70	в целом	4	6
71	что она	5	6
72	его в	2	6
73	несмотря на	1	6
74	точку зрения	2	6
75	в самой	1	6
76	могут быть	6	6
77	к нему	1	6
78	говорит он	1	6
79	был бы	3	6
80	так как	9	6
81	как раз	4	6
82	и потому	1	6
83	не могут	5	6
84	все это	2	6
85	на самом	3	5
86	это и	3	5
87	должна быть	3	5
88	в зависимости	7	5
89	той же	3	5
90	же что	1	5
91	зависимости от	8	5
92	перед нами	1	5
93	он не	3	5
94	но все	2	5
95	сознание и	1	5
96	было бы	16	5
97	мысли и	2	5
98	мир и	1	5
99	в сущности	4	5
100	и о	4	5
101	еще не	9	5
102	ничего не	6	5
103	между тем	4	5
104	именно в	3	5
105	и др	1	5
106	более того	1	5
107	дело идет	1	5
108	во всяком	2	5
109	и т	54	4
110	идет о	1	4
111	поэтому и	1	4
112	так чтобы	1	4
113	тем как	1	4
114	бы и	3	4
115	так сказать	2	4
116	не значит	5	4
117	должно быть	7	4
118	даже в	1	4
119	раз и	2	4
120	как мы	5	4
121	в процессе	3	4
122	в основе	1	4
123	от того	5	4
124	и с	3	4
125	в свете	2	4
126	он есть	1	4
127	тем что	5	4
128	были бы	4	4
129	что и	6	4
130	как же	3	4
131	превращается в	1	4
132	не было	4	4
133	что же	5	4
134	но это	5	4
135	и для	1	4
136	в результате	3	4
137	они не	3	4
138	отношения к	1	3
139	отношении к	1	3
140	например в	1	3
141	на материале	2	3
142	он знает	1	3
143	я не	5	3
144	ни один	1	3
145	он сам	1	3
146	он в	2	3
147	не входит	1	3
148	и пр	3	3
149	кроме того	2	3
150	и понимания	1	3
151	уже в	3	3
152	дано в	2	3
153	далеко не	5	3
154	все должно	1	3
155	в их	6	3
156	они уже	1	3
157	тому что	4	3
158	на него	3	3
159	никогда не	1	3
160	как будто	1	3
161	отличается от	2	3
162	если же	2	3
163	только то	3	3
164	приводит к	1	3
165	и здесь	2	3
166	с другой	7	3
167	мы должны	3	3
168	но с	1	3
169	но как	3	3
170	во времени	1	3
171	за ним	1	3
172	всяком случае	1	3
173	ни в	3	3
174	т п	41	3
175	само по	1	3
176	только у	1	3
177	точек зрения	2	3
178	не умеют	1	3
179	целом ряде	1	3
180	тому как	2	3
181	по существу	3	3
182	как к	2	3
183	и слово	1	3
184	не дает	2	3
185	не знает	2	3
186	сказать что	7	3
187	другой стороны	3	3
188	типа и	1	3
189	таким же	1	3
190	как слово	2	3
191	как на	8	3
192	все что	1	3
193	если б	1	2
194	и есть	5	2
195	в чисто	1	2
196	к другому	2	2
197	по преимуществу	3	2
198	п все	2	2
199	на западе	2	2
200	все те	2	2
201	бы уже	2	2
202	в которой	1	2
203	вопрос о	11	2
204	на себя	2	2
205	конечно и	1	2
206	и со	1	2
207	из которых	1	2
208	в ней	3	2
209	бы то	1	2
210	то он	3	2
211	отношение к	3	2
212	во что	1	2
213	в той	4	2
214	с этим	1	2
215	и к	3	2
216	в противоположность	1	2
217	нами в	1	2
218	он все	1	2
219	всех этих	1	2
220	в россии	2	2
221	здесь мы	1	2
222	то ни	1	2
223	не образ	1	2
224	при этом	6	2
225	подходит к	1	2
