N	3gram	Potebnia_M_2	KulturaY
1	и т п	3	24
2	и т д	3	14
3	в том что	7	10
4	для того чтобы	2	8
5	с другой стороны	2	7
6	только потому что	2	6
7	по крайней мере	5	6
8	в этом смысле	2	5
9	во всяком случае	7	5
10	само по себе	2	5
11	тем не менее	5	5
12	и тем не	1	4
13	не может быть	2	4
14	большей или меньшей	1	3
15	в большей или	1	3
16	в связи с	1	3
17	то же время	2	3
18	в то же	2	3
19	сплошь да рядом	1	2
20	на самом деле	2	2
21	но даже и	1	2
22	в этом случае	1	2
23	по себе они	1	2
24	только в том	1	2
25	том случае если	1	2
26	в наше время	1	2
27	от слова в	1	2
28	с этой точки	1	2
29	вместе с тем	1	2
30	в том случае	1	2
31	может быть только	1	2
32	такие случаи когда	1	2
33	в таких случаях	1	2
34	т п а	1	2
35	в отличие от	1	2
36	по себе не	3	2
37	в свою очередь	6	2
38	и в самом	1	2
39	но все же	1	2
40	мы знаем что	1	2
41	мы говорим о	1	2
42	на то что	3	2
43	чтобы понять что	1	2
44	то тем самым	1	2
45	потому что как	1	1
46	в том смысле	4	1
47	а один из	1	1
48	то что я	1	1
49	лишь в той	1	1
50	указание на то	1	1
51	состоит в том	1	1
52	а не с	2	1
53	дело в том	1	1
54	с а а	1	1
55	оно не имеет	1	1
56	может и не	1	1
57	что само по	1	1
58	до сих пор	4	1
59	сам по себе	4	1
60	и на такие	1	1
61	по себе и	1	1
62	связанные с этим	2	1
63	бы то ни	1	1
64	не было бы	4	1
65	и в разговоре	1	1
66	то же в	2	1
67	состоит не в	2	1
68	но это не	1	1
69	в той мере	1	1
70	но вряд ли	1	1
71	языка и т	1	1
72	языка которое мы	1	1
73	что если бы	2	1
74	том смысле как	2	1
75	смысле в каком	1	1
76	одном и том	1	1
77	есть одна из	1	1
78	и той же	1	1
79	и не в	1	1
80	может быть не	3	1
81	главным образом в	1	1
82	только для того	1	1
83	и в других	1	1
84	что само слово	1	1
85	бы и в	1	1
86	в этих примерах	1	1
87	то время как	3	1
88	не то что	1	1
89	сами по себе	7	1
90	не потому что	1	1
91	то ни было	1	1
92	мы не знаем	1	1
93	с одной стороны	3	1
94	ответ на это	1	1
95	смысле этого слова	3	1
96	и том же	1	1
97	же что в	2	1
98	что смысл слова	1	1
99	по сравнению с	1	1
100	не могут быть	3	1
101	не в том	2	1
102	но не только	1	1
103	или быть может	1	1
104	именно с а	1	1
105	мере в какой	1	1
106	может быть передан	1	1
107	но эти слова	1	1
108	внимание на те	1	1
109	потому что и	1	1
110	этого слова и	1	1
111	для нас менее	2	1
112	в одном и	1	1
113	до тех пор	1	1
114	становится для нас	2	1
115	потому что не	1	1
116	но с другой	1	1
117	в то время	4	1
118	в том чтобы	1	1
119	то что мы	2	1
120	как и в	1	1
121	о том что	1	1
122	ничего общего с	1	1
123	языка или же	1	1
124	показать в чем	2	1
125	с самого начала	2	1
126	у нас в	1	1
127	в большинстве случаев	1	1
128	после того как	2	1
129	которые должны быть	1	1
130	одной и той	1	1
131	той мере в	1	1
132	т д и	1	1
133	сама по себе	2	1
134	таким образом в	2	1
135	не только от	1	1
136	бы те же	1	1
137	известно что в	1	1
138	только тогда когда	2	1
139	а а не	1	1
