N	2gram	Propp_Russ_1	Myshleni
1	в том	17	42
2	том что	19	35
3	таким образом	6	25
4	в развитии	1	25
5	в этом	12	24
6	точки зрения	3	24
7	в качестве	3	21
8	и в	36	20
9	что в	19	19
10	в основе	1	17
11	то же	3	16
12	не только	22	15
13	то что	6	15
14	что они	7	14
15	как мы	10	13
16	в их	4	12
17	при этом	6	12
18	может быть	8	12
19	потому что	10	12
20	с точки	3	11
21	в его	2	11
22	так же	3	11
23	этого слова	3	11
24	в целом	2	11
25	мы должны	2	11
26	на основе	1	10
27	в истории	1	10
28	в себе	1	10
29	того что	4	10
30	мы видим	2	10
31	только в	4	10
32	так как	15	10
33	того же	1	9
34	и другие	13	9
35	и как	2	9
36	как и	10	9
37	между тем	7	9
38	что и	7	9
39	тот же	1	9
40	слова в	3	9
41	как это	8	9
42	но и	16	9
43	и тем	1	8
44	было бы	1	8
45	тогда когда	1	8
46	и что	4	8
47	вместе с	10	8
48	и не	6	8
49	самом деле	1	7
50	собственном смысле	1	7
51	значение слова	1	7
52	и более	2	7
53	с другом	1	7
54	могут быть	2	7
55	в собственном	1	7
56	тем что	4	7
57	этом отношении	1	7
58	а не	2	7
59	что мы	1	7
60	как бы	5	7
61	друг с	1	7
62	же как	1	6
63	и на	10	6
64	тому же	1	6
65	те же	1	6
66	с тем	8	6
67	мы видели	1	6
68	одного и	1	6
69	на каждом	3	6
70	к тому	4	6
71	можно было	1	6
72	в силу	2	6
73	его в	1	6
74	что он	1	6
75	уже в	1	6
76	не может	4	6
77	слово в	1	6
78	сказать что	1	6
79	мы уже	1	5
80	между собой	2	5
81	как в	5	5
82	с этим	2	5
83	все же	5	5
84	перед нами	1	5
85	целый ряд	1	5
86	и к	3	5
87	увидим что	1	5
88	все эти	2	5
89	на то	1	5
90	это не	10	5
91	и того	1	5
92	и его	1	5
93	не является	1	5
94	так и	7	5
95	если бы	1	5
96	о том	8	5
97	раньше чем	1	5
98	обе эти	1	5
99	мы можем	2	5
100	в частности	2	5
101	тем же	1	4
102	в своем	3	4
103	как уже	4	4
104	его к	2	4
105	в нашем	2	4
106	формами мышления	1	4
107	и те	3	4
108	как он	2	4
109	состоит в	8	4
110	как они	2	4
111	и с	2	4
112	и при	1	4
113	которые в	1	4
114	тому что	4	4
115	из основных	1	4
116	сходство с	2	4
117	на том	1	4
118	по мере	1	4
119	из них	8	4
120	во всей	1	4
121	в области	3	4
122	по своему	1	4
123	нами выше	1	4
124	и для	2	4
125	для нас	6	4
126	между ними	1	4
127	указывают на	1	4
128	к этому	4	4
129	во всяком	1	4
130	как известно	2	3
131	не имеют	1	3
132	с таким	1	3
133	приходит к	1	3
134	на место	1	3
135	приводят к	1	3
136	в виду	1	3
137	в чем	1	3
138	а только	1	3
139	себе и	1	3
140	отнюдь не	2	3
141	когда он	2	3
142	следующим образом	4	3
143	но в	2	3
144	в которой	1	3
145	представляет собой	4	3
146	в этой	1	3
147	это значение	1	3
148	на этом	3	3
149	что все	1	3
150	в совершенно	1	3
151	на все	2	3
152	и других	7	3
153	ни в	1	3
154	чем в	2	3
155	в один	2	3
156	в этих	3	3
157	нас к	2	3
158	не менее	3	3
159	связи с	4	3
160	не могут	1	3
161	и другой	3	3
162	ничего общего	2	3
163	приводит к	3	3
164	составные части	2	3
165	и поэтому	2	3
166	внимание на	1	3
167	и во	1	3
168	один из	8	3
169	но не	2	3
170	в какой	2	3
171	всяком случае	1	3
172	одни и	1	3
173	так что	2	3
174	в равной	2	3
175	не означает	2	3
176	из одной	1	3
177	но что	2	3
178	от того	1	3
179	нас в	1	3
180	на этот	3	3
181	к которому	1	3
182	в связи	4	3
183	формы мышления	1	3
184	наряду с	1	3
185	по существу	4	3
186	этом случае	5	3
187	приводит нас	2	3
188	к пониманию	1	3
189	иначе чем	1	3
190	в виде	6	3
191	точно так	1	3
192	говоря о	1	2
193	также и	1	2
194	переход от	2	2
195	относятся к	2	2
196	между двумя	2	2
197	форм мышления	1	2
198	ту же	1	2
199	что эти	1	2
200	должна быть	1	2
201	видеть в	1	2
202	мы имеем	4	2
203	что если	1	2
204	место в	1	2
205	зависимости от	1	2
206	в ней	2	2
207	это означает	1	2
208	этому вопросу	2	2
209	какой степени	2	2
210	отличие от	1	2
211	не просто	2	2
212	которые не	3	2
213	животных и	4	2
214	из этих	4	2
215	во многих	5	2
216	к выводу	2	2
217	в нем	2	2
218	все другие	1	2
219	что всякое	1	2
220	этого вопроса	1	2
221	том чтобы	1	2
222	но вместе	1	2
223	подобно тому	1	2
224	встречаются в	2	2
225	не бывает	1	2
226	в каждом	2	2
227	здесь мы	1	2
228	а затем	1	2
229	же не	2	2
230	входит в	4	2
231	не соответствует	1	2
232	который по	1	2
233	далеко не	3	2
234	оно имеет	1	2
235	такой же	2	2
236	таким же	3	2
237	установить что	1	2
238	в отличие	1	2
239	собой не	1	2
240	собой и	1	2
241	дает в	1	2
242	это к	1	2
243	их в	3	2
244	том же	2	2
245	что этот	4	2
246	в той	1	2
247	но они	3	2
248	может служить	1	2
249	не имеет	6	2
250	того как	5	2
251	к этим	1	2
252	не по	1	2
253	это слово	1	2
254	что на	4	2
255	не совсем	4	2
256	ли не	1	2
257	и он	1	2
258	и это	1	2
259	свою очередь	2	2
260	и сами	1	2
261	данном случае	1	2
262	представления и	2	2
263	никак не	1	2
264	мы наблюдаем	2	2
265	которую можно	1	2
266	еще не	4	2
267	выводу что	2	2
268	является по	1	2
269	и здесь	2	2
270	настоящее время	3	2
271	а также	3	2
272	связь между	2	2
273	к нему	1	2
274	в настоящей	1	2
275	видим что	1	2
276	значит что	2	2
277	что здесь	1	2
278	как из	1	2
279	по типу	1	2
280	и у	5	2
281	в значении	1	2
282	в нашей	1	2
283	представить себе	1	2
284	тогда как	2	2
285	у него	2	2
286	случае не	1	2
287	только на	3	2
288	с той	1	2
289	а с	4	2
290	показывает что	5	2
291	с которым	1	2
292	под влиянием	1	2
293	если не	1	2
294	состояла в	1	2
295	в данном	1	2
296	целом ряде	1	2
297	что это	3	2
298	тому как	1	2
299	как только	1	2
300	в начале	1	2
301	но для	1	2
302	из ряда	1	2
303	рассматривать как	1	2
304	на одной	1	2
305	как отражение	1	2
306	в настоящее	3	2
307	что следовательно	1	2
308	а в	9	2
309	нам не	1	2
310	в свою	3	2
311	не знает	1	2
312	на более	1	2
313	от слова	1	2
314	в таком	1	2
315	они не	1	2
316	например в	2	1
317	переходит к	1	1
318	самых разнообразных	1	1
319	на самом	2	1
320	тех же	1	1
321	что дает	1	1
322	в приведенном	1	1
323	по которым	1	1
324	на две	1	1
325	оно было	1	1
326	чем именно	1	1
327	из всех	1	1
328	который в	1	1
329	самые разнообразные	1	1
330	она показывает	1	1
331	мы не	6	1
332	что между	1	1
333	которую мы	1	1
334	та же	2	1
335	вопрос о	1	1
336	время от	1	1
337	такое положение	1	1
338	говорить о	1	1
339	что иное	2	1
340	этим словом	1	1
341	но даже	2	1
342	ему в	1	1
343	которое в	1	1
344	становятся на	1	1
345	же что	1	1
346	и этого	1	1
347	иное как	2	1
348	совершенно иных	1	1
349	во всех	4	1
350	не отличается	1	1
351	их так	1	1
352	как правило	3	1
353	друг к	2	1
354	совсем не	1	1
355	точка зрения	1	1
356	одном и	1	1
357	значение и	2	1
358	только тогда	1	1
359	не все	1	1
360	если в	3	1
361	по отношению	1	1
362	не путем	1	1
363	мы сейчас	1	1
364	отличаются от	1	1
365	относится к	1	1
366	исторически и	1	1
367	на смену	1	1
368	независимо от	2	1
369	общего с	1	1
370	что именно	2	1
371	что некогда	1	1
372	совершенно другой	1	1
373	в различные	1	1
374	что касается	1	1
375	однако не	1	1
376	с понятием	1	1
377	можно сделать	3	1
378	в этот	10	1
379	но эта	1	1
380	меньшей мере	1	1
381	но дает	1	1
382	не нашли	1	1
383	не оставляет	1	1
384	наблюдаем в	1	1
385	с новым	1	1
386	по-видимому не	1	1
387	связанные с	3	1
388	он не	1	1
389	в первой	1	1
390	одно целое	1	1
391	чтобы они	2	1
392	аналогичные слова	1	1
393	с нашим	1	1
394	он должен	1	1
395	что одно	1	1
396	не могли	1	1
397	чем те	2	1
398	и по	8	1
399	прежде чем	1	1
400	что она	2	1
401	от общего	1	1
402	но все	3	1
403	русском языке	1	1
404	часть его	1	1
405	главным образом	2	1
406	они должны	1	1
407	к другу	2	1
408	и определить	1	1
409	на этой	2	1
410	с целью	2	1
411	известно что	1	1
412	должен был	1	1
413	на свои	1	1
414	для них	3	1
415	на что	2	1
416	не всегда	1	1
417	вопрос этот	1	1
418	которой он	1	1
419	одна и	1	1
420	и было	1	1
421	имеет ничего	1	1
422	не во	1	1
423	нас не	2	1
424	просто в	1	1
425	не столько	1	1
426	представление о	3	1
427	это подтверждается	1	1
428	дальнейшее развитие	1	1
429	не как	1	1
430	в которых	5	1
431	своего рода	3	1
432	должны были	2	1
433	взгляд на	1	1
434	в основном	3	1
435	в животном	1	1
436	мышления здесь	1	1
437	в одном	3	1
438	точку зрения	1	1
439	свет на	1	1
440	тем не	3	1
441	при различных	1	1
442	лежит не	1	1
443	имеет свою	1	1
444	и наоборот	1	1
445	которая представляет	1	1
446	этом не	1	1
447	что есть	1	1
448	стоит в	2	1
449	дня и	1	1
450	вплоть до	4	1
451	слово к	1	1
452	в то	1	1
453	означает что	2	1
454	что их	1	1
455	здесь на	1	1
456	связано в	1	1
457	когда они	1	1
458	не связана	1	1
459	значение этого	1	1
460	вытекает из	1	1
461	и всегда	1	1
462	сказывается и	1	1
463	ничего не	3	1
464	в разных	3	1
465	именно с	2	1
466	однако такое	1	1
467	в русском	4	1
468	имеет совершенно	1	1
469	и ответов	1	1
470	к описанию	1	1
471	так например	6	1
472	наша задача	1	1
473	до того	2	1
474	только с	1	1
475	доказать что	1	1
476	они показывают	1	1
477	у нас	8	1
478	такие же	1	1
479	и другим	2	1
480	его с	4	1
481	в поле	3	1
482	их происхождения	1	1
483	слова с	1	1
484	день и	2	1
485	время они	1	1
486	совпадая с	1	1
487	для себя	1	1
488	совпадают с	3	1
489	значения и	2	1
490	представляют процесс	1	1
491	вывод что	3	1
492	и та	1	1
493	то время	1	1
494	так на	2	1
495	всей своей	1	1
496	так в	4	1
497	в дальнейшем	2	1
498	и характер	1	1
499	для нового	1	1
500	и сам	1	1
501	настоящая работа	1	1
502	было в	1	1
503	это сходство	2	1
504	своему происхождению	1	1
505	еще и	1	1
506	для этого	2	1
507	мы рассмотрим	1	1
508	из других	1	1
509	находится в	2	1
510	слова а	1	1
511	при котором	1	1
512	но мы	1	1
513	в глаза	1	1
514	или на	3	1
515	после того	2	1
516	можно сказать	1	1
517	других языках	1	1
518	в различных	2	1
519	важнее для	1	1
520	приводят нас	1	1
521	по данным	1	1
522	при исследовании	1	1
523	стоит и	1	1
524	нуждается в	1	1
525	которому в	1	1
526	в форме	1	1
527	того в	1	1
528	сомнения в	1	1
529	также в	3	1
530	и следовательно	1	1
531	теорию происхождения	1	1
532	полагая что	3	1
533	это приводит	1	1
534	на которой	1	1
535	только у	2	1
536	их анализ	1	1
537	приведенных выше	1	1
538	оно связано	1	1
539	с ними	5	1
540	на другие	2	1
541	мы увидим	8	1
542	и действительно	1	1
543	и так	1	1
544	что нам	1	1
545	и ее	1	1
546	по этому	3	1
547	которой оно	1	1
548	это ни	1	1
549	уже не	6	1
550	каким образом	1	1
551	мы знаем	1	1
552	одно из	5	1
553	не будут	1	1
554	и их	4	1
555	чтобы она	1	1
556	составных частей	1	1
557	далее в	2	1
558	перед ними	1	1
559	в других	11	1
560	они становятся	1	1
561	представляют собой	7	1
562	своем значении	1	1
563	их нужно	1	1
564	как у	1	1
565	связаны с	3	1
566	имеет место	2	1
567	что не	1	1
568	этой группы	1	1
569	связано с	1	1
570	только по	2	1
571	то и	1	1
572	место во	1	1
573	на которых	1	1
574	и самый	1	1
575	не на	2	1
576	однако и	1	1
577	его как	2	1
578	долгое время	1	1
579	сослаться на	1	1
580	свое внимание	1	1
581	и том	1	1
582	место на	1	1
583	эта теория	1	1
584	нет никаких	1	1
585	о своих	1	1
586	теоретических построений	1	1
587	и потому	2	1
588	с которыми	1	1
589	или по	1	1
590	значении этого	1	1
591	из которых	1	1
592	подойти к	2	1
593	обратил внимание	1	1
594	этих случаях	1	1
595	о чем	3	1
596	предположить что	2	1
597	в область	1	1
598	для обозначения	2	1
599	в течение	5	1
600	но который	1	1
601	в тех	4	1
602	думается что	1	1
603	как средство	1	1
604	вопроса в	1	1
605	исходя из	1	1
606	развития но	1	1
607	быть не	1	1
608	вверх и	1	1
609	но это	4	1
610	все это	6	1
611	в так	1	1
612	например из	1	1
613	деле как	1	1
614	уже на	1	1
615	тем и	2	1
616	они совпадают	1	1
617	себя на	1	1
618	или в	2	1
619	и другими	2	1
620	о котором	1	1
621	составляет только	1	1
622	хотя и	2	1
623	на дворе	3	1
624	совпадали в	1	1
625	зрения в	1	1
626	рассматривается как	1	1
627	с ним	2	1
628	же в	1	1
629	в целях	3	1
630	в период	1	1
631	но если	1	1
632	обычно не	2	1
633	совсем так	1	1
634	вверх но	1	1
635	не что	2	1
636	отношению к	1	1
637	у которых	2	1
638	содержится в	1	1
639	из своей	1	1
640	ли они	1	1
641	в своих	2	1
642	по поводу	1	1
643	основная форма	1	1
644	в роли	1	1
