N	2gram	Propp_Russ_1	Psycholo
1	и в	36	38
2	то что	6	35
3	в том	17	25
4	самом деле	1	21
5	что в	19	20
6	может быть	8	19
7	и что	4	18
8	на то	1	16
9	что она	2	16
10	точки зрения	3	16
11	в ней	2	15
12	то есть	3	15
13	и т	10	14
14	том что	19	14
15	если бы	1	14
16	как бы	5	14
17	потому что	10	14
18	в этом	12	13
19	в этой	1	13
20	и мы	1	13
21	не только	22	12
22	таким образом	6	12
23	было бы	1	12
24	мы видим	2	12
25	мы увидим	8	12
26	что он	1	11
27	то же	3	10
28	что это	3	10
29	и не	6	10
30	и все	1	10
31	увидим что	1	9
32	с точки	3	9
33	в двух	1	9
34	с этим	2	8
35	все же	5	8
36	и как	2	8
37	с тем	8	8
38	как и	10	8
39	в одном	3	8
40	видим что	1	8
41	и это	1	8
42	так что	2	8
43	перед нами	1	8
44	для нас	6	8
45	показать что	1	7
46	мы уже	1	7
47	мы можем	2	7
48	не может	4	7
49	как мы	10	7
50	что у	2	7
51	никак не	1	7
52	между тем	7	7
53	может служить	1	7
54	а не	2	7
55	а в	9	7
56	и на	10	6
57	в которых	5	6
58	как это	8	6
59	он не	1	6
60	мы видели	1	6
61	тому что	4	6
62	она не	2	6
63	не имеет	6	6
64	и его	1	6
65	к тому	4	6
66	и здесь	2	6
67	о том	8	6
68	один из	8	6
69	из них	8	6
70	так как	15	6
71	которых мы	1	6
72	там где	2	6
73	должна быть	1	5
74	мы не	6	5
75	в своем	3	5
76	в которой	1	5
77	на этом	3	5
78	несмотря на	3	5
79	т п	1	5
80	в его	2	5
81	в какой	2	5
82	но и	16	5
83	вместе с	10	5
84	в той	1	5
85	или в	2	5
86	о котором	1	5
87	что эти	1	4
88	что если	1	4
89	которую мы	1	4
90	во всех	4	4
91	что они	7	4
92	как в	5	4
93	когда он	2	4
94	в целом	2	4
95	все эти	2	4
96	в тех	4	4
97	в себе	1	4
98	в нем	2	4
99	при этом	6	4
100	т д	9	4
101	здесь мы	1	4
102	смысл и	1	4
103	но если	1	4
104	не могли	1	4
105	что этот	4	4
106	одна из	4	4
107	как будто	5	4
108	в виду	1	4
109	согласиться с	1	4
110	что и	7	4
111	с той	1	4
112	только в	4	4
113	не можем	3	4
114	у него	2	4
115	обратиться к	1	4
116	из которых	1	4
117	по своему	1	4
118	в течение	5	4
119	того что	4	4
120	и для	2	4
121	в свою	3	4
122	сказать что	1	4
123	в своих	2	4
124	того же	1	3
125	по его	1	3
126	из всех	1	3
127	полагает что	6	3
128	совсем не	1	3
129	совершенно другой	1	3
130	что по	4	3
131	и к	3	3
132	но в	2	3
133	та же	2	3
134	из этих	4	3
135	первой половине	1	3
136	не к	1	3
137	состоит в	8	3
138	что все	1	3
139	его в	1	3
140	и тем	1	3
141	ни в	1	3
142	в них	6	3
143	далеко не	3	3
144	но смысл	1	3
145	в один	2	3
146	она в	3	3
147	место в	1	3
148	в то	1	3
149	того как	5	3
150	весь этот	1	3
151	в основе	1	3
152	как только	1	3
153	и о	1	3
154	каждого из	1	3
155	к тем	3	3
156	наряду с	1	3
157	он был	2	3
158	тот же	1	3
159	не так	1	3
160	к ним	3	3
161	тем что	4	3
162	такое же	2	3
163	что не	1	3
164	то и	1	3
165	так называемой	3	3
166	который мы	1	3
167	только для	2	3
168	но это	4	3
169	все это	6	3
170	от имени	1	3
171	главным образом	2	3
172	к этому	4	3
173	как на	1	3
174	в таком	1	3
175	например в	2	2
176	увидим ниже	3	2
177	на самом	2	2
