N	3gram	Tiupa_Anal_3	Problemy
1	с точки зрения	2	13
2	в этом смысле	1	10
3	то же время	3	9
4	о себе самом	1	9
5	в то же	3	9
6	по отношению к	7	8
7	в том что	7	6
8	в романе достоевского	1	5
9	в зависимости от	1	5
10	на самом деле	1	4
11	том что он	2	4
12	между тем как	1	4
13	а не как	1	4
14	не может быть	1	4
15	подобно тому как	2	3
16	в этом отношении	3	3
17	во всяком случае	2	3
18	само по себе	1	3
19	с другой стороны	5	3
20	и в сущности	1	2
21	в самом деле	1	2
22	до сих пор	1	2
23	хотя бы и	1	2
24	для него самого	1	2
25	в данном случае	3	2
26	не только в	1	2
27	по себе еще	1	2
28	как бы в	1	2
29	по ту сторону	1	2
30	но с другой	1	2
31	в большинстве случаев	1	2
32	в художественном мире	1	2
33	именно потому что	1	2
34	себе еще не	1	2
35	хотя и не	1	1
36	к себе самому	1	1
37	дело в том	2	1
38	а потому и	1	1
39	чего нет в	1	1
40	в свою очередь	4	1
41	в первой части	1	1
42	одно из самых	1	1
43	как нам кажется	2	1
44	в этом случае	1	1
45	как если бы	1	1
46	хотя он и	1	1
47	несмотря на свою	1	1
48	с самим собою	1	1
49	на этот вопрос	1	1
50	в каждом отдельном	1	1
51	но и как	1	1
52	по крайней мере	4	1
53	всяком случае не	1	1
54	по этому пути	1	1
55	так и в	1	1
56	автора там где	1	1
57	в первом случае	1	1
58	не столько в	1	1
59	в известном смысле	1	1
60	не могут быть	1	1
61	не только как	1	1
62	не в том	1	1
63	тем или иным	2	1
64	авторской позиции и	2	1
65	высказывания и в	1	1
66	о том что	5	1
67	того или иного	1	1
68	а в том	2	1
69	таким образом в	1	1
70	в одном из	1	1
71	по себе а	1	1
72	заключается в том	1	1
73	и для автора	1	1
74	не только не	3	1
75	как бы ни	1	1
76	и так сказать	1	1
77	можно сказать что	2	1
78	как и сам	1	1
79	в полной мере	1	1
80	было бы сказать	1	1
81	в сущности не	1	1
82	до известной степени	3	1
83	и в форме	2	1
84	сама по себе	2	1
85	для того чтобы	1	1
86	перед нами не	1	1
87	из этих трех	1	1
88	что и в	1	1
89	даже в пределах	1	1
90	не только к	2	1
