N	3gram	Voloshinov_1	slovoVRo
1	не может быть	2	15
2	в этом случае	3	6
3	в значительной степени	2	6
4	той или иной	3	5
5	в большинстве случаев	1	5
6	в зависимости от	5	4
7	то же время	7	4
8	но все же	2	4
9	в то же	9	4
10	в том что	1	4
11	с точки зрения	5	3
12	в этом отношении	2	3
13	в собственном смысле	1	3
14	но в то	2	3
15	между языком и	1	3
16	слово как предмет	1	3
17	иметь дело с	1	2
18	в свою очередь	4	2
19	более или менее	1	2
20	не только о	1	2
21	и в особенности	1	2
22	до сих пор	1	2
23	хотя бы и	1	2
24	не только в	3	2
25	тот факт что	1	2
26	и в романе	1	2
27	приходится иметь дело	2	2
28	в связи с	2	2
29	как мы уже	2	2
30	для того чтобы	7	2
31	в точном смысле	2	2
32	и даже на	1	2
33	точки зрения и	1	1
34	как к своему	1	1
35	гораздо более сложный	1	1
36	иметь в виду	1	1
37	есть может быть	1	1
38	его и в	1	1
39	хотя бы только	1	1
40	для всех его	1	1
41	имеет первостепенное значение	1	1
42	таким образом речь	1	1
43	же время и	1	1
44	и богаче и	1	1
45	для наших целей	1	1
46	то есть к	1	1
47	не может не	1	1
48	и не только	2	1
49	и точек зрения	1	1
50	и в то	2	1
51	что слово в	1	1
52	что язык не	2	1
53	но и в	3	1
54	лишь при условии	1	1
55	слов и выражений	1	1
56	и не может	1	1
57	перед нами не	1	1
58	жизни и в	1	1
59	не с помощью	1	1
60	в процессе развития	1	1
61	в дальнейшей истории	1	1
62	он просто не	1	1
63	в той же	3	1
64	и не могут	1	1
65	и как мы	1	1
66	в нашем случае	1	1
67	с языком и	1	1
68	так и от	1	1
69	правда и в	1	1
70	с другой стороны	1	1
71	в себе все	1	1
72	все то что	2	1
73	мы видели что	2	1
74	тем не менее	1	1
75	неразрывно связано с	1	1
76	о том что	2	1
77	того или иного	5	1
78	между этими двумя	1	1
79	человека в свою	1	1
80	мы не можем	1	1
81	только одна из	1	1
82	как и в	1	1
83	своего собеседника на	1	1
84	с самого начала	4	1
85	не только не	1	1
86	для этого необходимо	1	1
87	уже не только	1	1
88	это как бы	1	1
89	мы не знаем	2	1
90	не здесь а	1	1
91	что язык и	1	1
92	тех или иных	3	1
93	слово как таковое	1	1
94	свое выражение в	1	1
95	различные отношения к	1	1
96	мы увидим что	2	1
97	как мы видели	3	1
