N	2gram	Bakhtin_Pr_5	StatiiOP
1	и в	35	25
2	в этом	14	24
3	в том	5	20
4	что он	24	19
5	может быть	14	19
6	тем что	4	19
7	что в	6	19
8	что это	4	16
9	том что	3	15
10	в этой	1	14
11	и пр	1	13
12	не только	10	12
13	в г	1	12
14	в его	21	12
15	то что	10	12
16	в этих	2	11
17	так что	5	11
18	таким образом	7	10
19	прежде всего	12	10
20	и не	27	10
21	у него	4	9
22	но и	14	9
23	все это	14	8
24	о том	2	8
25	как например	1	8
26	это было	2	8
27	в своих	1	8
28	из его	2	7
29	с этим	3	7
30	это не	3	7
31	было бы	3	7
32	в то	11	7
33	не может	18	7
34	что касается	1	7
35	точки зрения	7	7
36	что такое	1	7
37	и на	6	6
38	как в	5	6
39	не в	10	6
40	между тем	4	6
41	только в	6	6
42	в конце	5	6
43	как бы	31	6
44	а в	7	6
45	как на	1	6
46	то же	15	5
47	ответ на	1	5
48	независимо от	1	5
49	говорит что	1	5
50	но в	19	5
51	он не	13	5
52	об этом	1	5
53	говорил что	1	5
54	ни в	2	5
55	в котором	3	5
56	потому что	8	5
57	и это	5	5
58	так и	8	5
59	он говорил	4	5
60	в них	4	5
61	отметить что	1	5
62	с другой	4	5
63	а не	4	5
64	в речах	6	5
65	того что	3	5
66	другой стороны	3	5
67	например в	2	4
68	что эти	1	4
69	в которой	2	4
70	время как	2	4
71	из которых	1	4
72	в чем	4	4
73	в общем	3	4
74	в центре	1	4
75	все же	8	4
76	и к	12	4
77	то в	2	4
78	в целом	3	4
79	на его	4	4
80	в каждом	6	4
81	лишь в	7	4
82	на протяжении	5	4
83	этом смысле	3	4
84	в жизни	2	4
85	с тем	3	4
86	как и	18	4
87	в эту	4	4
88	а как	2	4
89	по крайней	1	4
90	в устах	1	4
91	с точки	2	4
92	ничего не	3	4
93	к ней	2	4
94	этом отношении	1	4
95	отличается от	1	4
96	в ней	2	4
97	и с	12	4
98	если бы	1	4
99	можно сказать	1	4
100	к нему	13	4
101	всего в	1	4
102	в качестве	1	4
103	в начале	3	4
104	всяком случае	4	4
105	отношение к	6	4
106	то время	1	4
107	крайней мере	1	4
108	в особенности	1	4
109	действующих лиц	1	4
110	должна была	2	4
111	в речи	2	4
112	он говорит	1	4
113	что здесь	1	4
114	и для	8	4
115	в отдельных	1	4
116	но это	6	4
117	сказать что	3	4
118	в своей	4	4
119	из этого	2	4
120	это в	2	4
121	во всяком	4	4
122	я и	2	3
123	говорить о	3	3
124	он был	1	3
125	с его	7	3
126	своего рода	2	3
127	кроме того	1	3
128	в творчестве	4	3
129	что по	1	3
130	и наконец	7	3
131	все эти	3	3
132	и если	1	3
133	всех этих	2	3
134	на этом	2	3
135	что этот	1	3
136	в другом	12	3
137	нет в	3	3
138	в их	1	3
139	что я	13	3
140	но он	4	3
141	и более	1	3
142	тому что	2	3
143	во время	5	3
144	действующие лица	1	3
145	на тему	2	3
146	же время	10	3
147	это слово	4	3
148	связи с	1	3
149	что все	2	3
150	на вопрос	2	3
151	и что	6	3
152	у которого	1	3
153	и его	14	3
154	вот что	1	3
155	уже не	3	3
156	я имею	1	3
157	уже в	3	3
158	для него	14	3
159	так как	4	3
160	в некоторых	1	3
161	как раз	4	3
162	не является	1	3
163	связан с	2	3
164	к которому	1	3
165	до конца	4	3
166	в рассказе	2	3
167	с которым	4	3
168	с этой	2	3
169	тем более	1	3
170	обращается к	2	3
171	конце концов	3	3
172	к этому	1	3
173	в виде	7	3
174	того времени	2	3
175	это произведение	1	3
176	самом деле	10	2
177	он может	1	2
178	такое же	2	2
179	той же	2	2
180	в сущности	14	2
181	как я	1	2
182	того же	1	2
183	в каждой	2	2
184	разумеется не	1	2
185	не имел	1	2
186	его отношение	4	2
187	хочет сказать	1	2
188	во всех	3	2
189	то он	1	2
190	но как	4	2
191	к слову	2	2
192	с которыми	2	2
193	вступают в	1	2
194	не просто	2	2
195	нет и	4	2
196	что они	6	2
197	в произведениях	2	2
198	более и	1	2
199	им в	2	2
200	его к	3	2
201	в самом	6	2
202	во многих	1	2
203	так сказать	2	2
204	в статье	1	2
205	не как	3	2
206	чтобы в	1	2
207	в плане	6	2
208	и по	2	2
209	но все	4	2
210	и может	1	2
211	то есть	16	2
212	звучат в	4	2
213	известно что	1	2
214	а с	3	2
215	он и	5	2
216	мы не	1	2
217	такой же	3	2
218	не мог	3	2
219	которую он	1	2
220	можно найти	1	2
221	в такой	4	2
222	в которых	2	2
223	которые в	1	2
224	тем не	1	2
225	если я	2	2
226	для этого	2	2
227	соединение с	1	2
228	этих трех	1	2
229	если и	2	2
230	в отношении	9	2
231	случае в	1	2
232	не менее	2	2
233	но они	1	2
234	как можно	2	2
235	самого начала	8	2
236	считает что	1	2
237	на котором	1	2
238	одна из	1	2
239	так чтобы	4	2
240	никогда не	4	2
241	найти в	1	2
242	и всегда	1	2
243	слова как	1	2
244	этих двух	2	2
245	он хочет	4	2
246	на себе	1	2
247	к тому	6	2
248	для его	2	2
249	для того	1	2
250	как мы	8	2
251	не совсем	1	2
252	с ее	3	2
253	в виду	3	2
254	говорит и	1	2
255	без всякого	2	2
256	каждый раз	1	2
257	с самого	8	2
258	что у	6	2
259	на нее	2	2
260	или в	2	2
261	в келье	1	2
262	времени и	2	2
263	во многом	1	2
264	в слоге	1	2
265	нас к	1	2
266	с одной	1	2
267	что его	2	2
268	и во	3	2
269	от них	1	2
270	в форме	3	2
271	тему о	2	2
