N	4gram	Losev_Prob_1	KulturaY
1	и тем не менее	8	4
2	и в самом деле	1	2
3	не только потому что	1	2
4	не говоря уже о	1	2
5	т д и т	3	1
6	не что иное как	2	1
7	но все дело в	1	1
8	не сам по себе	1	1
9	можно было бы говорить	1	1
10	все дело в том	1	1
11	для того чтобы мы	1	1
12	том и в другом	1	1
13	но для того чтобы	1	1
14	можно ли сказать что	2	1
15	в том и в	1	1
16	и в другом случае	1	1
17	дело в том что	3	1
18	свой смысл и свое	1	1
19	и т д и	4	1
20	в то время как	1	1
21	мы не знаем что	1	1
22	в этом последнем случае	1	1
23	и в том и	1	1
24	хотелось бы обратить внимание	1	1
25	заключается в том что	1	1
26	в связи с этим	1	1
27	то во всяком случае	1	1
28	д и т п	1	1
29	есть не что иное	2	1
