N	2gram	Bakhtin_fo_2	Vladivir
1	и в	46	30
2	в этом	22	20
3	то что	7	20
4	у него	9	19
5	и не	9	18
6	в том	10	18
7	и с	6	14
8	что он	3	13
9	в конце	2	13
10	не только	11	12
11	том что	4	12
12	там же	1	12
13	что в	5	12
14	как мы	6	11
15	в его	8	11
16	а в	3	11
17	сказать что	1	11
18	и вообще	1	10
19	а также	3	10
20	не было	3	10
21	и даже	3	10
22	все же	6	9
23	кроме того	3	9
24	было бы	2	9
25	не в	9	9
26	в то	5	9
27	не может	2	9
28	для него	3	9
29	потому что	8	9
30	в своем	5	8
31	но в	10	8
32	не мог	2	8
33	связи с	8	8
34	но и	9	8
35	в связи	8	8
36	вместе с	9	8
37	до конца	2	7
38	то есть	10	7
39	ни в	1	7
40	точки зрения	10	7
41	никогда не	6	7
42	может быть	7	7
43	а не	4	7
44	как это	2	7
45	между прочим	1	7
46	и все	6	7
47	также и	4	6
48	он был	2	6
49	хотя и	3	6
50	и к	2	6
51	в себе	4	6
52	об этом	1	6
53	в париже	2	6
54	и его	12	6
55	у нас	2	6
56	то время	1	6
57	его жизни	4	6
58	всякого рода	1	6
59	только в	11	6
60	еще и	1	6
61	прежде всего	14	6
62	о чем	3	6
63	к этому	3	6
64	жизни и	8	6
65	во всяком	2	6
66	того же	3	5
67	и то	1	5
68	с этим	5	5
69	то в	2	5
70	все эти	5	5
71	при этом	6	5
72	как и	8	5
73	в своей	1	5
74	в котором	4	5
75	по себе	2	5
76	так как	6	5
77	для себя	1	5
78	в дальнейшем	5	5
79	это мы	1	5
80	так и	7	5
81	с ним	4	5
82	и что	1	5
83	того что	3	5
84	тот же	3	5
85	так что	4	5
86	но что	1	5
87	как бы	10	5
88	в основном	8	5
89	о его	2	5
90	все это	6	5
91	в результате	1	5
92	то же	8	4
93	письма к	1	4
94	и он	4	4
95	в ней	1	4
96	и на	7	4
97	время в	1	4
98	с его	1	4
99	совсем не	2	4
100	отношение к	3	4
101	в которой	1	4
102	в этой	2	4
103	на его	1	4
104	в нем	5	4
105	он не	5	4
106	его в	6	4
107	это было	1	4
108	несмотря на	1	4
109	в этих	3	4
110	и о	2	4
111	здесь не	2	4
112	можно сказать	2	4
113	о том	4	4
114	конечно не	4	4
115	вовсе не	13	4
116	именно в	2	4
117	после смерти	1	4
118	так же	2	4
119	в это	3	4
120	с этой	4	4
121	но это	2	4
122	и наконец	6	4
123	на этот	1	4
124	ко всему	1	4
125	по поводу	1	4
126	это время	1	4
127	можно говорить	1	3
128	отношения к	4	3
129	и больше	1	3
130	говоря о	1	3
131	был и	1	3
132	и вот	2	3
133	во всех	11	3
134	но не	5	3
135	отличие от	1	3
136	его на	1	3
137	как в	4	3
138	и как	3	3
139	из этих	4	3
140	учение о	1	3
141	в очень	1	3
142	им в	1	3
143	всех этих	7	3
144	таким образом	3	3
145	те же	6	3
146	должен был	1	3
147	в них	7	3
148	должно быть	5	3
149	он сказал	1	3
150	в отношении	2	3
151	с точки	8	3
152	не столько	1	3
153	в отличие	1	3
154	но он	2	3
155	не могли	3	3
156	том же	4	3
157	вплоть до	2	3
158	же время	4	3
159	он и	1	3
160	когда мы	1	3
161	где он	1	3
162	и это	2	3
163	никак не	1	3
164	что и	3	3
165	вообще в	1	3
166	мы будем	3	3
167	уже не	3	3
168	уже в	4	3
169	в виде	1	3
170	а это	1	3
171	на этих	1	3
172	здесь мы	3	3
173	дело в	1	3
174	наконец в	2	3
175	конце концов	1	3
176	под влиянием	1	3
177	в данном	2	3
178	да и	1	3
179	по существу	5	3
180	своей жизни	2	3
181	и для	9	3
182	уже на	1	3
183	еще более	4	3
184	тем более	3	3
185	в свою	1	3
186	в таком	1	3
187	большой интерес	1	3
188	и есть	2	2
189	и до	2	2
190	приходит к	1	2
191	этот отрывок	1	2
192	мы уже	9	2
193	что если	1	2
194	есть нечто	1	2
195	время как	1	2
196	ему в	3	2
197	в будущем	1	2
198	не был	2	2
199	глубокой и	1	2
200	по своему	2	2
201	а он	1	2
202	в общем	1	2
203	себе и	1	2
204	в самом	1	2
205	еще один	1	2
206	как он	2	2
207	не могла	2	2
208	человек не	2	2
209	же это	1	2
210	и сам	1	2
211	на земле	2	2
212	и по	3	2
213	на этом	2	2
214	будем говорить	1	2
215	но все	1	2
216	это значит	3	2
217	это не	2	2
218	он же	1	2
219	с тем	2	2
220	а за	1	2
221	которой он	2	2
222	мы видели	2	2
223	мы не	1	2
224	еще в	1	2
225	нисколько не	1	2
226	народа и	1	2
227	на первый	3	2
228	ли он	1	2
229	в их	3	2
230	жизни с	2	2
231	их в	4	2
232	однако в	1	2
233	ним в	1	2
234	свою книгу	1	2
235	раз и	1	2
236	с которой	1	2
237	она не	2	2
238	иной раз	1	2
239	не имеет	1	2
240	на котором	2	2
241	правда в	1	2
242	и притом	1	2
243	того чтобы	8	2
244	того и	1	2
245	по вопросу	1	2
246	к вам	1	2
247	уже и	1	2
248	всему этому	1	2
249	начиная с	1	2
250	к тому	3	2
251	в настоящее	1	2
252	дальнейшем мы	2	2
253	некоторой степени	1	2
254	в виду	3	2
255	свою очередь	1	2
256	без всякого	2	2
257	данном случае	1	2
258	книги и	1	2
259	первый план	2	2
260	в чем	1	2
261	в сущности	2	2
262	и во	6	2
263	борьба с	3	2
264	или как	1	2
265	и всего	1	2
266	и жизни	1	2
267	себя в	1	2
268	он сам	1	2
269	него и	2	2
270	ни с	1	2
271	себе в	1	2
272	до некоторой	1	2
273	бытия и	1	2
274	ее на	1	2
275	для того	8	2
276	как у	3	2
277	здесь в	6	2
278	и прежде	3	2
279	бытия в	1	2
280	что не	1	2
281	стремится к	1	2
282	не на	3	2
283	было для	1	2
284	если не	2	2
285	в частности	5	2
286	и потому	2	2
287	наряду с	2	2
288	в той	2	2
289	в стихотворении	1	2
290	и от	2	2
291	в двух	2	2
292	с известной	1	2
293	же в	4	2
294	жизни в	4	2
295	есть и	4	2
296	смысле слова	2	1
297	и т	14	1
298	например в	1	1
299	в этот	3	1
300	в следующие	1	1
301	в тех	1	1
302	и др	5	1
303	необходимо отметить	1	1
304	не считая	2	1
305	тех же	1	1
306	с глубоким	1	1
307	конечно с	1	1
308	по преимуществу	1	1
309	смерть в	1	1
310	он всегда	1	1
311	действительности и	1	1
312	времени он	2	1
313	и цельного	1	1
314	и ясный	1	1
315	хлеб и	1	1
316	в несколько	1	1
317	есть не	1	1
318	он как	1	1
319	представлением о	1	1
320	говорить о	2	1
321	до совершенства	1	1
322	в полной	1	1
323	жизни как	2	1
324	представление о	2	1
325	но чтобы	1	1
326	и ни	1	1
327	с надписью	1	1
328	совершенно чужда	1	1
329	мы здесь	1	1
330	которые он	1	1
331	в которых	3	1
332	самом деле	1	1
333	все больше	1	1
334	помимо этого	1	1
335	но как	1	1
336	если в	2	1
337	менее всего	1	1
338	и никак	1	1
339	земле в	1	1
340	нет и	3	1
341	что они	4	1
342	связи и	1	1
343	книги по	1	1
344	как говорит	1	1
345	тем больше	1	1
346	не давали	1	1
347	до его	1	1
348	о жизни	1	1
349	этом же	1	1
350	когда он	1	1
351	целый ряд	3	1
352	как уже	3	1
353	что по	1	1
354	работает в	1	1
355	его к	1	1
356	и отчасти	1	1
357	он тяжело	1	1
358	лежит на	1	1
359	та же	3	1
360	говорил он	1	1
361	бы и	1	1
362	же был	1	1
363	в нашем	1	1
364	выражение в	1	1
365	времени не	1	1
366	его но	1	1
367	так сказать	7	1
368	он ни	1	1
369	т д	3	1
370	после этого	2	1
371	же реальное	1	1
