N	3gram	Vygotskiy__3	Literetu
1	в этом отношении	1	5
2	в отличие от	1	5
3	к тому же	1	5
4	в данном случае	2	4
5	с одной стороны	5	4
6	о том что	3	4
7	в том что	11	4
8	с точки зрения	9	3
9	не может быть	1	3
10	состоит в том	1	2
11	в самом деле	18	2
12	подобно тому как	1	2
13	то же самое	8	2
14	в первой половине	1	2
15	в том чтобы	1	2
16	с другой стороны	5	2
17	и вместе с	2	2
18	и в самом	10	2
19	но и не	1	2
20	на то что	12	2
21	не будь ее	1	1
22	того же самого	2	1
23	на самом деле	2	1
24	о том как	2	1
25	в зависимость от	1	1
26	в ней есть	1	1
27	только в том	2	1
28	вместе с тем	2	1
29	то что в	2	1
30	по аналогии с	2	1
31	и т п	5	1
32	о котором не	1	1
33	и то что	3	1
34	как раз в	1	1
35	который может быть	1	1
36	которые могли бы	1	1
37	может быть не	2	1
38	и при этом	1	1
39	том что они	1	1
40	я не могу	2	1
41	в целом ряде	1	1
42	мы все время	2	1
43	как бы в	1	1
44	для того чтобы	8	1
45	потому что здесь	1	1
46	еще раз в	1	1
47	что несмотря на	1	1
48	что он все	1	1
49	этой точки зрения	1	1
50	более или менее	1	1
51	как и всякое	1	1
52	в свою очередь	2	1
53	одного из них	2	1
54	до самого конца	1	1
55	другой стороны читатель	1	1
56	не только не	1	1
57	до какой степени	1	1
58	с этой точки	1	1
59	к тому что	2	1
60	в своей основе	1	1
