N	2gram	Bakhtin_fo_1	Myshleni
1	в этом	25	29
2	точки зрения	5	28
3	речи в	2	27
4	и в	50	26
5	для себя	7	24
6	не только	9	24
7	то что	6	24
8	таким образом	11	23
9	с точки	2	21
10	и речи	5	19
11	того чтобы	5	19
12	для того	5	18
13	в том	9	18
14	и не	14	18
15	том что	4	17
16	потому что	4	16
17	для других	4	15
18	как и	8	15
19	как мы	14	14
20	того что	2	14
21	так как	6	14
22	так же	6	14
23	этом случае	1	14
24	с помощью	2	13
25	и его	16	12
26	вместе с	3	12
27	что в	5	12
28	в которой	2	11
29	но и	8	11
30	не может	6	11
31	слова и	2	10
32	по своей	1	10
33	в сущности	3	9
34	в самом	8	9
35	в себе	3	9
36	по сравнению	2	9
37	тем что	2	9
38	что мы	2	9
39	по своему	1	9
40	же как	2	8
41	то же	11	8
42	той же	2	8
43	что он	1	8
44	только в	4	8
45	сравнению с	2	8
46	ее в	2	8
47	сказать что	3	8
48	и то	4	7
49	мы не	3	7
50	и к	2	7
51	с самого	2	7
52	самого начала	2	7
53	к тому	3	7
54	может быть	11	7
55	прежде всего	15	7
56	самом деле	1	6
57	вопрос о	2	6
58	во всех	6	6
59	по отношению	3	6
60	все же	6	6
61	что это	1	6
62	все эти	9	6
63	выражение в	2	6
64	было бы	2	6
65	в ее	6	6
66	между собой	4	6
67	связь между	2	6
68	именно в	3	6
69	а не	3	6
70	как бы	2	6
71	мы должны	2	6
72	тем же	1	5
73	из всех	1	5
74	в целом	2	5
75	мы нашли	1	5
76	могли бы	1	5
77	и с	4	5
78	с тем	3	5
79	что этот	1	5
80	она не	1	5
81	тогда когда	2	5
82	в процессе	4	5
83	данном случае	1	5
84	если бы	5	5
85	в виду	3	5
86	и следовательно	4	5
87	как она	2	5
88	с одной	3	5
89	в качестве	3	5
90	если мы	2	5
91	в начале	3	5
92	одно из	3	5
93	и их	8	5
94	одной стороны	2	5
95	до конца	4	5
96	в данном	2	5
97	отношению к	5	5
98	и для	4	5
99	бы в	1	5
100	еще не	5	4
101	с другой	2	4
102	в нашем	2	4
103	как в	6	4
104	стороны и	2	4
105	но в	10	4
106	нами в	1	4
107	на то	1	4
108	и во	7	4
109	чем в	2	4
110	в котором	4	4
111	не в	5	4
112	в той	4	4
113	никогда не	2	4
114	своей природе	1	4
115	связи с	6	4
116	в момент	1	4
117	не могут	3	4
118	что оно	1	4
119	имеет место	3	4
120	приводит к	1	4
121	о том	1	4
122	в его	13	4
123	и только	1	4
124	речи о	1	4
125	одной из	3	4
126	по этому	1	4
127	так что	1	4
128	то и	1	4
129	в конце	9	4
130	друг друга	3	4
131	относящихся к	1	4
132	о чем	1	4
133	функции и	1	4
134	должны быть	1	4
135	и от	1	4
136	и наконец	1	4
137	гораздо более	1	4
138	связана с	1	3
139	между двумя	6	3
140	к другому	2	3
141	мы уже	11	3
142	есть не	3	3
143	из того	1	3
144	в ней	4	3
