N	3gram	Vinokur_St_2	Istorich
1	с другой стороны	3	8
2	и т д	6	8
3	в этом случае	1	6
4	в том что	16	5
5	до сих пор	5	4
6	о том что	11	4
7	вместе с тем	5	3
8	в данном случае	1	3
9	в то время	1	3
10	том что в	2	2
11	на своем пути	1	2
12	точно так же	1	2
13	не могло быть	1	2
14	т е в	1	2
15	же как у	1	2
16	во всяком случае	3	2
17	по отношению к	1	2
18	но все же	2	2
19	после того как	4	2
20	это еще не	1	2
21	как мы видели	1	2
22	том что она	1	1
23	могла появиться в	1	1
24	в другом месте	2	1
25	в обоих случаях	1	1
26	только потому что	2	1
27	в прямом смысле	1	1
28	одним из таких	1	1
29	тесно связан с	1	1
30	там где нет	1	1
31	более или менее	2	1
32	и в особенности	1	1
33	в том числе	1	1
34	важно отметить что	1	1
35	том что он	5	1
36	в своей работе	1	1
37	в одной из	2	1
38	тем что в	1	1
39	они их не	1	1
40	в зависимости от	1	1
41	мне кажется что	2	1
42	таким образом в	1	1
43	с тем что	2	1
44	на этот вопрос	1	1
45	на первом месте	1	1
46	и др в	1	1
47	для борьбы с	1	1
48	одно и то	1	1
49	в этом месте	2	1
50	так же как	3	1
51	потому что оно	1	1
52	и то же	1	1
53	всяком случае не	2	1
54	так или иначе	1	1
55	но вместе с	1	1
56	к концу этого	1	1
57	что у него	1	1
58	но это еще	1	1
59	и эти два	1	1
60	и в том	1	1
61	в том смысле	2	1
62	в свое время	1	1
63	и хотя это	1	1
64	в точности соответствует	1	1
65	том смысле что	1	1
66	так и в	2	1
67	и вместе с	1	1
68	что в ней	1	1
69	к выводу что	1	1
70	и те же	1	1
71	речь идет о	3	1
72	на то что	2	1
73	с полным правом	1	1
74	тем не менее	2	1
75	для того чтобы	5	1
76	не потому ли	2	1
77	как бы он	1	1
