N	2gram	Voloshinov_1	FransuaR
1	и в	13	45
2	и т.п	7	16
3	и не	8	15
4	в этом	2	14
5	но в	4	14
6	не только	6	14
7	и его	12	13
8	в его	7	13
9	как бы	6	12
10	что в	3	12
11	то же	4	11
12	в своем	1	11
13	в то	1	11
14	в нем	2	10
15	как и	3	10
16	в том	2	10
17	но и	3	10
18	прежде всего	9	10
19	же время	1	9
20	в ней	2	8
21	таким образом	6	8
22	с миром	1	8
23	в самой	1	8
24	вовсе не	2	8
25	и др	2	8
26	так же	2	8
27	также и	1	7
28	с его	1	7
29	том что	2	7
30	не в	3	7
31	потому что	1	7
32	в эпоху	1	7
33	в конце	1	7
34	и все	3	7
35	все это	4	7
36	в этой	1	6
37	в них	2	6
38	мысли и	1	6
39	того чтобы	1	6
40	связи с	1	6
41	так и	3	6
42	что он	1	6
43	так как	3	6
44	для того	1	6
45	одним из	1	5
46	например в	1	5
47	самом деле	3	5
48	на самом	1	5
49	это и	1	5
50	здесь и	1	5
51	с ее	1	5
52	и как	1	5
53	и к	2	5
54	в себя	1	5
55	и у	1	5
56	все эти	2	5
57	на этом	1	5
58	форм и	2	5
59	его в	1	5
60	этом отношении	1	5
61	мы видим	2	5
62	одной из	1	5
63	со всеми	1	5
64	и их	7	5
65	в связи	2	5
66	не может	8	5
67	но это	1	5
68	от всех	2	5
69	же как	1	4
70	мы уже	2	4
71	мы не	4	4
72	и о	1	4
73	но не	1	4
74	в общем	2	4
75	эта связь	1	4
76	в самом	2	4
77	об этом	1	4
78	между собою	2	4
79	не мог	2	4
80	точки зрения	7	4
81	в их	3	4
82	своего рода	2	4
83	в основе	1	4
84	и это	1	4
85	можно было	1	4
86	и здесь	1	4
87	только в	6	4
88	с этим	3	4
89	сказать что	1	4
90	а не	2	4
91	чем же	2	4
92	как это	1	4
93	бы в	2	4
94	а также	2	4
95	а в	2	4
96	по поводу	1	4
97	такой же	1	4
98	ведь и	1	3
99	того же	1	3
100	и он	1	3
101	менее всего	1	3
102	как в	2	3
103	в одной	1	3
104	роль играет	1	3
105	что она	1	3
106	связанные с	2	3
107	и вот	1	3
108	связанных с	2	3
109	здесь нет	1	3
110	он и	1	3
111	в своей	4	3
112	в которых	1	3
113	не менее	2	3
114	не имеет	2	3
115	тела и	3	3
116	в другом	2	3
117	жизни он	1	3
118	этот момент	1	3
119	нуждается в	2	3
120	для всех	1	3
121	в поэзии	5	3
122	для него	2	3
123	в одном	3	3
124	не было	1	3
125	еще и	4	3
126	там где	2	3
127	связь с	1	3
128	вместе с	1	3
129	в течение	2	3
130	и для	3	3
131	с помощью	2	3
132	и наиболее	2	2
133	ту же	1	2
134	можно говорить	1	2
135	в этот	2	2
136	и есть	1	2
137	с точки	5	2
138	и до	1	2
139	и языка	1	2
140	говорить о	3	2
141	в целом	2	2
142	в различных	1	2
143	в чем	2	2
144	в данном	2	2
145	отличие от	1	2
146	нет и	1	2
147	в истории	1	2
148	все же	5	2
149	и наконец	5	2
150	от этого	2	2
151	и отчасти	2	2
152	роль в	2	2
153	и если	1	2
154	при этом	2	2
155	в начале	1	2
156	мы слышим	1	2
157	конечно в	2	2
158	г по	2	2
159	на все	1	2
160	лишь в	4	2
161	она создает	1	2
162	было бы	4	2
163	для них	1	2
164	она и	1	2
165	несмотря на	2	2
166	когда в	1	2
167	одно из	1	2
168	в г	2	2
169	не столько	3	2
170	точку зрения	3	2
171	во времени	2	2
172	в отношении	2	2
173	вплоть до	1	2
174	что эта	2	2
175	к тому	2	2
176	в каждом	4	2
177	данном случае	2	2
178	так в	1	2
179	и что	1	2
180	на том	1	2
181	еще в	2	2
182	материи и	1	2
183	же самое	1	2
184	особенности в	1	2
185	связанная с	1	2
186	другом месте	1	2
187	и т.д	5	2
188	но мы	4	2
189	в значительной	1	2
190	к нему	1	2
191	между тем	2	2
192	переходит в	1	2
193	борьба с	1	2
194	применяется к	1	2
195	важное значение	1	2
196	напоминает нам	1	2
197	языка но	2	2
198	мы можем	4	2
199	может быть	8	2
200	тут же	1	2
201	характер носит	1	2
202	в особенности	1	2
203	в отличие	1	2
204	себя и	1	2
205	превращается в	3	2
206	нужно сказать	1	2
207	один из	1	2
208	на эту	1	2
209	него не	1	2
210	в пределах	3	2
211	конечно не	1	2
212	во все	1	2
213	и там	1	2
214	слова и	2	2
215	в условиях	1	2
216	неразрывно связаны	1	2
217	хотя бы	5	2
218	в системе	1	2
219	на фоне	4	2
220	то что	6	2
221	к этому	1	2
222	вряд ли	3	1
223	они проникнуты	1	1
224	совершенно справедливо	1	1
225	объясняется что	1	1
226	и через	1	1
227	связана с	3	1
228	течение всей	1	1
229	выражения в	1	1
230	не имеют	1	1
231	и этот	2	1
232	в несколько	1	1
233	а как	2	1
234	есть не	2	1
235	нуждаются в	1	1
236	других представителей	1	1
237	которую мы	1	1
238	сложнее и	1	1
239	то это	1	1
240	не совсем	1	1
241	и глубоко	1	1
242	столь же	1	1
243	время в	1	1
244	организован как	1	1
245	художественном творчестве	1	1
246	же самые	1	1
247	тем как	1	1
248	то мы	1	1
249	конечном счете	1	1
250	по отношению	3	1
251	в едином	1	1
252	значение имеет	1	1
253	и речи	1	1
254	за пределы	3	1
255	и чем	1	1
256	что они	2	1
257	они характеризуют	1	1
258	мы обязаны	1	1
259	его на	2	1
260	общего с	3	1
261	понять и	1	1
262	связанный с	1	1
263	всей своей	2	1
264	одном случае	1	1
265	в себе	3	1
266	воплощенная в	1	1
267	сливаются в	1	1
268	на то	1	1
269	закрепленное в	1	1
270	необходимый ингредиент	1	1
271	он все	1	1
272	творца и	1	1
273	момента в	1	1
274	в понимании	1	1
275	не как	3	1
276	особенно ясно	1	1
277	для понимания	1	1
278	которые только	2	1
279	в вечности	1	1
280	на всю	1	1
281	вторжение в	1	1
282	здесь он	1	1
283	и характер	1	1
284	в мире	1	1
285	и внутренняя	2	1
286	г в	3	1
287	ко второму	1	1
288	и находит	1	1
289	этом мы	1	1
290	явствует что	1	1
291	о которых	1	1
292	далеко не	1	1
293	он действительно	1	1
294	автору и	1	1
295	этого произведения	1	1
296	обратимся к	1	1
297	со всей	3	1
298	телом и	2	1
299	что всякий	1	1
300	тем не	1	1
301	и более	1	1
302	их в	1	1
303	не должно	1	1
304	всего его	1	1
305	тому что	1	1
306	точно и	1	1
307	между людьми	1	1
308	на три	1	1
309	одну особенность	1	1
310	того как	1	1
311	одна из	1	1
312	в процессе	5	1
313	мы все	1	1
314	из него	1	1
315	никогда не	3	1
316	он пытается	1	1
317	традиции здесь	1	1
318	связанное с	1	1
319	это слово	1	1
320	она ориентируется	1	1
321	в области	2	1
322	все то	1	1
323	это конечно	1	1
324	с проблемой	1	1
325	что при	1	1
326	из нее	1	1
327	даже самые	1	1
328	и должна	1	1
329	собою и	1	1
330	значительной мере	1	1
