N	2gram	Tiupa_Disk_1	Mirosoze
1	у достоевского	1	42
2	может быть	17	30
3	не только	28	29
4	и в	16	28
5	не может	9	28
6	но и	14	25
7	а не	22	25
8	он не	1	24
9	в этом	15	20
10	не было	7	18
11	не в	7	16
12	потому что	4	16
13	в своей	5	15
14	и есть	2	14
15	никогда не	2	14
16	до конца	1	14
17	человека в	2	13
18	в нем	9	13
19	и он	2	12
20	и это	1	12
21	в самом	3	11
22	для него	4	11
23	и не	11	11
24	в своем	6	10
25	в творчестве	1	10
26	человек не	1	10
27	было бы	1	10
28	что в	4	10
29	в мире	1	10
30	прежде всего	11	10
31	что он	4	10
32	и потому	3	10
33	и все	2	10
34	с тем	1	9
35	и его	2	9
36	не есть	2	9
37	в его	7	9
38	в котором	5	8
39	но не	11	8
40	не был	1	7
41	но в	8	7
42	в себе	7	7
43	в конце	1	7
44	к нему	1	7
45	того что	3	7
46	он весь	1	7
47	и на	5	6
48	он сам	1	6
49	в которой	1	6
50	лишь в	4	6
51	в этой	2	6
52	ведет к	3	6
53	только в	7	6
54	он уже	1	6
55	вместе с	1	6
56	в том	23	6
57	нет и	1	5
58	это не	3	5
59	как и	16	5
60	не могут	1	5
61	то что	5	5
62	отношения к	2	4
63	это и	1	4
64	отношение к	4	4
65	за пределы	2	4
66	чем у	1	4
67	не к	1	4
68	не как	4	4
69	в человеческой	1	4
70	и по	2	4
71	в них	4	4
72	в этих	1	4
73	точки зрения	3	4
74	в их	5	4
75	в которых	4	4
76	к концу	1	4
77	мог бы	1	4
78	что и	3	4
79	в середине	1	4
80	один из	3	4
81	уже не	4	4
82	уже в	2	4
83	а в	5	4
84	тем что	3	4
85	с этой	1	4
86	не знает	1	4
87	с его	4	3
88	с этим	3	3
89	когда он	2	3
90	бы и	1	3
91	на том	2	3
92	этот процесс	1	3
93	на этом	2	3
94	то есть	20	3
95	в жизни	1	3
96	для них	1	3
97	не мог	1	3
98	том что	19	3
99	не имеет	1	3
100	в момент	2	3
101	к тому	5	3
102	в ее	3	3
103	особенно в	1	3
104	учение о	1	3
105	нет у	1	3
106	себя в	2	3
107	и их	1	3
108	что человек	1	3
109	себя и	1	3
110	в иных	1	3
111	хотя бы	3	3
112	будто бы	2	3
113	на своем	1	3
114	одним из	2	2
115	также и	3	2
116	чтобы не	1	2
117	не остается	1	2
118	не хочет	1	2
119	к чему	1	2
120	а как	1	2
121	вопрос о	1	2
122	в виду	2	2
123	истории в	1	2
124	не все	1	2
125	по отношению	9	2
126	себе и	1	2
127	в истории	4	2
128	как в	10	2
129	все же	3	2
130	в плоскостном	1	2
131	и как	6	2
132	и к	4	2
133	от этого	1	2
134	он в	1	2
135	приводит к	2	2
136	с их	1	2
137	если бы	1	2
138	он ни	2	2
139	с ней	1	2
140	в россии	1	2
141	этом он	1	2
142	на протяжении	2	2
143	и мы	1	2
144	мысли и	2	2
145	в дневнике	1	2
146	от его	1	2
147	сих пор	1	2
148	природу и	1	2
149	на земле	1	2
150	в то	3	2
151	в основе	7	2
152	по своей	11	2
153	был прежде	1	2
154	в каком	1	2
155	личности в	1	2
156	когда мы	1	2
157	могут быть	4	2
158	отличается от	2	2
159	всего в	1	2
160	его с	1	2
161	мысли о	2	2
162	в наше	2	2
163	он мог	3	2
164	и от	1	2
165	человеческого сознания	3	2
166	и что	2	2
167	различие между	2	2
168	живет в	1	2
169	еще в	3	2
170	разного рода	2	2
171	о нем	2	2
172	о том	8	2
173	самому себе	2	2
174	и во	2	2
175	и те	1	2
176	человека как	1	2
177	начало в	1	2
178	отношению к	9	2
179	как будто	1	2
180	момент в	1	2
181	до сих	1	2
182	этом пути	1	2
183	связано с	1	2
184	его как	2	2
185	о чем	2	2
186	его собственной	1	2
187	от мира	1	2
188	человека к	1	2
189	по своему	3	2
190	в той	1	2
191	как бы	5	2
192	и нет	1	2
193	в начале	2	2
194	о мире	1	2
195	не существует	1	2
196	человеческой индивидуальности	1	2
197	я всегда	1	2
198	отношении к	1	2
199	жизни в	2	2
200	в свою	3	2
201	сказать что	3	2
202	к этому	2	2
203	началось с	1	1
204	нем нет	1	1
205	и то	1	1
206	на самом	1	1
207	переход от	1	1
208	между двумя	1	1
209	к другому	2	1
210	и до	1	1
211	имея в	3	1
212	мы имеем	2	1
213	мы не	1	1
214	имеет свою	3	1
215	во внутреннем	1	1
216	но она	1	1
217	принадлежит к	1	1
218	не вполне	1	1
219	я не	1	1
220	ему в	2	1
221	природы все	1	1
222	и состоит	1	1
223	себе а	1	1
224	еще не	14	1
225	во всех	5	1
226	не знала	1	1
227	самом деле	1	1
228	из сторон	1	1
229	к области	2	1
230	и всякий	1	1
231	в сторону	4	1
232	если в	1	1
233	и действительно	1	1
234	иногда и	1	1
235	он пишет	1	1
236	отличие от	5	1
237	что они	1	1
238	мира в	3	1
239	как говорит	1	1
240	более чем	2	1
241	что во	1	1
242	в одной	3	1
243	его на	1	1
244	опыта к	1	1
245	как к	2	1
246	в различные	1	1
247	сознания в	2	1
248	его к	1	1
249	в противоположность	2	1
250	со своей	1	1
251	что же	2	1
252	культуры для	1	1
253	мировой жизни	1	1
254	роль в	7	1
255	всех этих	1	1
256	к одному	1	1
257	в силу	5	1
258	которое может	1	1
259	и заключается	1	1
260	значительной степени	2	1
261	в каждом	2	1
262	подход к	1	1
263	которые уже	1	1
264	значение в	1	1
265	том случае	1	1
266	он ничего	1	1
267	на все	1	1
268	в понимании	1	1
269	это было	2	1
270	искусства в	1	1
271	от одного	1	1
272	и вся	1	1
273	которой он	1	1
274	хотя в	2	1
275	с еще	1	1
276	во время	1	1
277	что такое	1	1
278	по внешности	1	1
279	и без	2	1
280	что вся	1	1
281	что до	1	1
282	не от	2	1
283	в отличие	5	1
284	нельзя понять	1	1
285	стоит в	1	1
286	должны были	1	1
287	он осуществляет	1	1
288	обнаруживается в	1	1
289	мир и	1	1
290	есть его	1	1
291	движение к	1	1
292	для многих	1	1
293	в философии	1	1
294	и эти	1	1
295	и более	1	1
296	войти в	1	1
297	как от	1	1
298	не должно	1	1
299	происходит от	2	1
300	бы быть	3	1
301	к мировому	1	1
302	если и	1	1
303	с миром	1	1
304	же сам	1	1
305	не менее	2	1
306	вплоть до	1	1
307	а иногда	1	1
308	таков был	1	1
309	в русской	1	1
310	истории с	1	1
311	то чего	1	1
312	достигает своего	1	1
313	мы все	1	1
314	и слишком	1	1
315	чем не	1	1
316	не могло	2	1
317	такова что	1	1
318	действительно в	1	1
319	во всем	1	1
320	в области	1	1
321	не губит	1	1
322	от того	1	1
323	существенно для	1	1
324	и оно	1	1
325	к себе	2	1
326	все еще	1	1
327	бы это	2	1
328	оно не	2	1
329	и о	4	1
330	был им	1	1
331	на нем	1	1
332	не могу	1	1
333	в пределах	2	1
334	культурной традиции	1	1
335	не столько	1	1
336	природе своей	5	1
337	и сам	1	1
338	так и	8	1
339	было в	2	1
340	по природе	5	1
341	означает не	1	1
342	поэтому в	1	1
343	в эпоху	5	1
344	из одного	1	1
345	и даже	3	1
346	об этом	2	1
347	с человеком	2	1
348	а к	1	1
349	при котором	1	1
350	красоты в	1	1
351	одного из	2	1
352	в значительной	2	1
353	нас в	1	1
354	заключается в	3	1
355	в греческой	2	1
356	чему в	1	1
357	всей нашей	1	1
358	и всю	1	1
359	творчества в	1	1
360	восходит к	1	1
361	это лишь	1	1
362	которая и	1	1
363	несет в	1	1
364	не несет	1	1
365	в сферу	3	1
366	быть названа	1	1
367	быть и	1	1
368	одной из	4	1
369	пришел к	1	1
370	традиции в	1	1
371	человека можно	1	1
372	трагедии и	1	1
373	не имеющих	1	1
374	наше время	2	1
375	между тем	4	1
376	и ее	2	1
377	завершение в	1	1
378	литературы в	2	1
379	которому он	1	1
380	ничего нельзя	1	1
381	то и	1	1
382	в нашей	1	1
383	его и	1	1
384	всяком случае	1	1
385	что она	1	1
386	цели и	1	1
387	в первый	1	1
388	исчезает в	1	1
389	в одном	2	1
390	к ним	3	1
391	как его	2	1
392	выходит за	1	1
393	не связано	1	1
394	по своим	4	1
395	а именно	1	1
396	к которому	2	1
397	уходит в	1	1
398	с той	1	1
399	чем он	2	1
400	же о	1	1
401	и др	2	1
402	или о	1	1
403	что не	4	1
404	с большей	1	1
405	говорит о	1	1
406	которой нет	1	1
407	это прежде	3	1
408	может ли	1	1
409	не на	1	1
410	остается и	1	1
411	этом основании	1	1
412	в ряду	2	1
413	разных местах	1	1
414	ближе к	1	1
415	и психологической	1	1
416	мог быть	3	1
417	но оно	1	1
418	в частности	9	1
419	к его	2	1
420	оно имеет	1	1
421	влияния на	2	1
422	наряду с	1	1
423	связаны с	1	1
424	когда она	1	1
425	да и	1	1
426	можно принять	1	1
427	для понимания	2	1
428	общества в	1	1
429	о жизни	1	1
430	про себя	1	1
431	потому и	1	1
432	протекает в	1	1
433	писателя в	2	1
434	было сказано	1	1
435	но это	1	1
436	о его	1	1
437	в смысле	1	1
438	за его	2	1
439	он видел	1	1
440	и часто	1	1
441	не имея	2	1
442	это он	1	1
443	но также	1	1
444	особого рода	2	1
445	и пришел	1	1
446	целый ряд	2	1
447	или нет	1	1
448	тем более	1	1
449	о двух	1	1
450	ни к	6	1
451	нормы а	1	1
452	я в	1	1
453	лежит в	1	1
454	личности и	1	1
455	в период	1	1
456	отношением к	1	1
457	культуры в	1	1
458	случае если	1	1
459	в своих	3	1
460	во всяком	2	1
461	они не	2	1
