N	3gram	Kanaev_Sov_1	KulturaY
1	с точки зрения	5	16
2	в самом деле	1	11
3	можно было бы	1	10
4	тем не менее	2	9
5	до сих пор	1	8
6	в том что	1	8
7	в зависимости от	4	7
8	той или иной	1	5
9	в этом случае	1	4
10	в том случае	1	4
11	в данном случае	1	4
12	с одной стороны	1	4
13	и в этом	1	4
14	в связи с	1	4
15	на самом деле	1	3
16	не может быть	4	3
17	том случае когда	1	3
18	по отношению к	1	2
19	один и тот	1	2
20	в отличие от	2	2
21	и тот же	1	2
22	в известном смысле	1	2
23	не в том	1	2
24	не могут быть	1	2
25	так как он	2	2
26	тот или иной	1	2
27	в свое время	1	2
28	еще не может	2	1
29	на этот вопрос	1	1
30	но это уже	1	1
31	еще раз подчеркнуть	1	1
32	ровно ничего не	1	1
33	раз подчеркнуть что	1	1
34	и той же	1	1
35	в этом смысле	1	1
36	то же самое	2	1
37	они не могут	1	1
38	и не может	1	1
39	и в то	1	1
40	бы то ни	1	1
41	а может быть	1	1
42	по крайней мере	1	1
43	может быть и	2	1
44	этом смысле можно	1	1
45	так же как	1	1
46	можно говорить об	1	1
47	и потому совершенно	1	1
48	в одном случае	1	1
49	не может дать	1	1
50	во всяком случае	2	1
51	в данной области	1	1
52	когда мы говорим	1	1
53	совершенно независимо от	1	1
54	то же время	1	1
55	мы не можем	6	1
56	же самое что	1	1
57	в процессе развития	1	1
58	ни одного из	1	1
59	основной вопрос нашей	1	1
60	в свою очередь	2	1
61	что в ней	1	1
62	на другую и	1	1
63	в конечном счете	1	1
64	и прежде всего	1	1
65	с помощью которых	2	1
66	но все же	1	1
67	такие-то и такие-то	1	1
68	мы говорим о	1	1
69	как мы видим	1	1
70	с этим вопросом	1	1
71	в то же	1	1
72	одной и той	1	1
73	те или иные	1	1
74	тем легче будет	1	1
75	само собою разумеется	2	1
76	именно в том	1	1
