N	3gram	Bakhtin_fo_1	Myslijsy
1	по отношению к	3	13
2	в том что	2	13
3	не может быть	3	9
4	и в этом	1	6
5	потому что не	1	4
6	но и в	2	4
7	в свою очередь	1	4
8	с точки зрения	2	3
9	с тем что	1	3
10	с одной стороны	2	3
11	сама по себе	1	3
12	и в том	1	3
13	то же время	9	3
14	и как бы	1	3
15	с самого начала	2	3
16	так и в	1	3
17	не только в	2	3
18	в то же	6	3
19	все более и	1	2
20	и может быть	1	2
21	дело в том	2	2
22	одном и том	1	2
23	могут быть названы	1	2
24	и том же	1	2
25	не могут быть	1	2
26	что в таком	2	2
27	для того чтобы	5	2
28	все то что	2	2
29	в одном и	1	2
30	и того же	5	2
31	более и более	1	2
32	и т п	8	2
33	одного и того	5	2
34	но дело в	1	2
35	в них не	1	2
36	как и в	2	2
37	все в нем	1	1
38	на том что	1	1
39	а следовательно и	1	1
40	известно например что	1	1
41	зрения на мир	1	1
42	одной стороны и	2	1
43	в разных местах	1	1
44	и не только	2	1
45	сами по себе	1	1
46	в этом отношении	3	1
47	до сих пор	3	1
48	что в нем	1	1
49	их и не	1	1
50	с тем и	1	1
51	какие мы видим	1	1
52	не имеют в	1	1
53	может быть только	3	1
54	как если бы	2	1
55	имеет место и	1	1
56	так же как	2	1
57	и во всей	2	1
58	иначе если бы	1	1
59	жизни но и	1	1
60	смысле этого слова	1	1
61	в связи с	5	1
62	все без исключения	1	1
63	друг на друга	2	1
64	если они не	1	1
65	во всяком случае	1	1
66	что касается до	1	1
67	и в самой	1	1
68	что во всех	1	1
69	и все же	1	1
70	между этими двумя	3	1
71	в то время	3	1
72	о том что	1	1
73	место и в	2	1
74	и не могло	1	1
75	но все же	2	1
76	как мы видим	2	1
77	том что все	1	1
78	то время когда	1	1
79	которые могут быть	1	1
80	времени и пространства	4	1
81	здесь не как	1	1
82	иное значение чем	1	1
83	друг другу и	1	1
84	друг за другом	2	1
85	можно бы было	1	1
86	то есть только	1	1
87	для нас не	1	1
88	все эти предметы	1	1
