N	3gram	Losev_Vlad_2	Istorich
1	и т д	1	16
2	не только в	2	5
3	о том что	3	5
4	тем не менее	6	4
5	в том что	9	4
6	то что в	1	3
7	что и здесь	1	3
8	с этой стороны	1	3
9	не может быть	1	3
10	в данном случае	2	3
11	приносит с собой	1	3
12	то время как	1	2
13	между прочим и	2	2
14	точно так же	3	2
15	после того как	2	2
16	но это не	1	2
17	на этот вопрос	1	2
18	до сих пор	1	2
19	но тем не	1	2
20	в том чтобы	2	2
21	а в том	2	2
22	в то время	6	2
23	но все же	1	2
24	и в конце	1	1
25	хотя и не	2	1
26	сказать что в	2	1
27	с точки зрения	3	1
28	оно может быть	1	1
29	а не с	1	1
30	ни за что	1	1
31	по вопросу о	1	1
32	будет сказать что	1	1
33	в самом деле	1	1
34	от своего отца	1	1
35	никак не может	1	1
36	он не только	1	1
37	можно найти много	1	1
38	нам кажется что	2	1
39	в этом случае	1	1
40	в своей работе	1	1
41	он не может	1	1
42	бы то ни	1	1
43	так же в	1	1
44	его жены в	1	1
45	можно было бы	2	1
46	как мы уже	1	1
47	и не в	1	1
48	вместе с тем	1	1
49	за что не	1	1
50	в самом начале	1	1
51	на обратном пути	2	1
52	что во всех	1	1
53	в первый раз	1	1
54	так как это	2	1
55	в которой он	1	1
56	в связи с	8	1
57	то что он	3	1
58	почти никогда не	1	1
59	здесь перед нами	1	1
60	не может сделать	1	1
61	а именно в	1	1
62	у него и	1	1
63	более или менее	3	1
64	в котором можно	1	1
65	мы увидим ниже	1	1
66	в этом же	1	1
67	приведем еще один	1	1
68	это значит что	1	1
69	с тем и	1	1
70	вот что он	1	1
71	во второй половине	2	1
72	конечно не в	1	1
73	только после смерти	2	1
74	прочим и в	1	1
75	ни в каких	2	1
76	на земле в	1	1
77	как мы видели	2	1
